Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
0,477.438,2257.53,925.984,0.211487,99.657,58.5017,128.247,27.05,6.56944,124.381,14.5484,632.793,0,69.1921,6.27417,58.5239,1031.8,99.562,72.0069,159.985,41.6663,7.90355,154.743,16.8871,748.3,3.07188e-05,53.6303,6.9784,62.7375,1090.6,3.28479,1.91561,4.28245,10.8879,0.905892,12.7384,0.59469,39.4879,0,3.09235,0.165143,2.63371,83.2417,
1,477.438,2019.72,856.025,0.236389,99.9494,139.15,113.626,32.3053,5.83849,112.363,11.0146,532.372,0,60.144,5.45364,139.107,768.393,90.8506,243.206,93.1237,34.5352,3.64809,84.0901,7.73799,367.197,0,47.1302,3.83137,222.868,580.658,3.28479,1.91561,4.12259,10.8879,0.905892,12.7384,0.59469,27.7546,0,2.37276,0.165143,2.63371,31.7831,
2,477.438,1763.57,610.359,0.270722,94.1957,161.651,107.248,36.0489,5.50767,111.3,8.53615,440.561,0,58.8084,5.09833,161.632,572.985,62.3071,235.873,85.0407,33.8105,3.50697,87.7328,6.25779,326.698,0,47.633,3.67226,230.753,475.831,3.28479,1.91561,4.12259,11.8002,0.905892,11.7497,0.59469,27.7546,0,2.37276,0.165143,2.63371,31.7831,
3,477.438,1647.23,709.688,0.289843,96.8107,177.101,109.742,41.3229,5.69142,109.983,7.30843,384.199,0,56.7781,5.32329,177.299,475.669,62.6454,258.946,83.1161,44.8404,3.73294,90.1136,5.00092,269.333,0,51.6722,4.00183,257.794,359.47,2.45947,0.432603,3.31143,11.8002,0.977977,11.7497,0.193238,27.7546,0,2.66973,0.165143,0.660377,30.6923,
4,477.438,1517.8,517.488,0.314559,101.447,188.067,106.374,40.4446,5.93128,97.9212,6.28872,337.866,0,47.769,5.5745,188.014,392.105,62.3454,225.46,83.9928,40.1715,4.53431,78.6986,4.20949,293.527,0,40.1589,4.85001,222.831,288.219,2.45947,0.432603,4.28245,12.6159,0.714461,11.7497,0.193238,23.1048,0,3.08567,0.0144854,0.660377,30.6923,
5,477.438,1305.54,374.875,0.365701,97.3337,145.071,106.16,39.1121,5.90522,91.2642,5.5353,278.747,0,44.6427,5.57024,145.026,341.173,61.037,156.499,83.4206,38.5742,4.78191,73.7878,3.96146,216.855,0,38.1092,5.07333,159.882,262.954,8.23279,0.432603,4.28245,12.6159,0.714461,11.7497,0.193238,23.1048,0,3.09235,0.0144854,0.660377,30.6923,
6,477.438,1281.75,501.232,0.372489,91.3563,162.021,101.154,35.4745,5.88152,83.2664,4.9233,270.362,0,38.5404,5.56778,161.95,321.255,57.8459,175.923,83.5576,33.9571,5.36111,65.8306,4.45478,213.96,0,27.8977,5.65806,174.399,283.203,8.23279,0.432603,4.28245,11.2382,0.714461,11.7497,0.131599,23.1048,0,3.09235,0.132988,0.660377,30.6923,
7,477.438,1170.89,363.46,0.407755,82.2323,157.049,88.2961,35.485,5.34852,77.9353,4.85611,260.202,0,36.4001,4.92289,156.999,261.168,54.1712,156.204,72.8398,21.0378,4.54718,55.5557,3.37256,216.914,0,26.0268,4.79974,156.482,210.84,8.23279,0.432603,4.28245,15.0529,0.714461,12.7384,0.165081,20.1506,0,2.42122,0.132988,0.660377,30.6923,
8,477.438,1132.67,590.665,0.421516,84.2593,169.492,82.9497,32.5894,5.81186,79.3024,4.047,230.076,0,37.2346,5.42979,169.456,232.02,52.3445,237.632,71.9361,16.1604,4.53799,51.7373,3.28163,179.382,0,26.3421,4.76839,237.998,193.702,8.23279,1.67533,4.28245,8.69939,0.714461,12.2194,0.143077,20.1506,0,1.59621,0.132988,3.04038,31.664,
9,406.891,988.598,241.601,0.411584,75.9658,140.68,75.7957,32.6051,5.11075,79.8611,3.79703,201.094,0,35.8789,4.64765,140.634,192.528,49.9972,122.302,61.3525,13.5612,3.54417,49.5615,2.66101,150.921,0,25.3604,3.72105,124.979,132.832,8.23279,1.67533,4.28245,18.1712,0.714461,10.7727,0.165081,20.1506,0,1.59621,0.132988,3.04038,31.4886,
10,404.62,925.276,363.479,0.437296,80.1566,118.837,67.2816,33.1931,5.08767,73.2079,4.49558,181.086,0,34.0033,4.60709,118.803,204.517,57.7516,93.3016,49.8215,13.6187,2.81265,52.8479,4.03928,127.044,0,28.4713,2.90945,93.01,260.146,8.23279,1.67533,11.1028,12.9537,0.714461,10.7727,0.165081,20.1506,0,1.59621,0.0148856,3.04038,31.664,
11,404.62,923.082,770.921,0.438336,71.8993,149.024,64.4558,33.1106,5.06298,62.2438,3.97949,185.168,0,26.9009,4.568,149.302,167.368,47.6392,328.599,48.6641,12.879,2.75626,45.8368,2.55529,142.017,0,23.7786,2.84044,328.099,118.652,8.23279,1.67533,8.93583,18.2095,0.83235,10.7727,0.165081,20.1506,0,1.59621,0.0148856,3.04038,31.664,
12,404.62,856.064,411.316,0.472651,74.2249,116.059,73.7826,34.5208,5.27565,62.7609,4.46956,190.289,0,27.5779,4.73275,116.051,146.321,45.95,124.129,53.8565,10.3978,2.83,46.1145,2.52827,217.002,0,22.9453,2.9501,124.142,100.776,8.23279,1.67533,8.93583,19.863,0.83235,10.7727,0.165081,20.1506,0,1.83398,0.0148856,3.04038,31.664,
13,404.62,826.659,376.295,0.489464,78.7568,117.496,73.7997,33.7097,5.27202,59.8361,4.38307,167.498,0,27.0119,4.67612,117.495,136.724,54.0787,130.377,54.7319,8.51918,2.89451,49.9151,2.21416,170.912,0,26.1912,3.04573,130.224,93.6881,8.23279,1.67533,8.93583,19.863,0.83235,10.7727,0.165081,20.1506,0,1.83398,0.0148856,3.04038,31.2635,
14,395.937,762.807,194.297,0.519052,70.8238,104.222,70.3751,35.5961,5.04429,59.4904,4.79437,153.792,0,26.0537,4.43731,104.225,123.953,43.7431,83.3347,47.436,9.78635,2.81741,44.9732,2.33354,112.239,0,23.23,2.92822,83.9628,80.9308,9.06036,1.67533,8.93583,22.7816,0.83235,10.7727,0.165081,20.1506,0,1.62672,0.0148856,3.04038,31.2635,
15,395.937,796.232,557.842,0.497263,72.4819,113.343,66.6796,34.028,4.95679,63.507,4.6058,154.271,0,27.8722,4.37679,113.45,136.66,49.0563,200.721,46.2038,8.60577,2.96384,51.4885,2.41441,107.249,0,27.8357,3.08312,201.366,132.299,8.24122,1.67533,12.5358,12.4016,0.83235,10.7727,0.0744286,20.1506,0,1.62672,0.0148856,2.56428,31.2635,
16,395.937,820.16,904.757,0.482756,71.1602,121.42,66.1459,38.1984,5.39381,68.1925,5.12237,161.852,0,31.256,4.78473,121.757,124.877,44.2898,316.568,44.1426,23.5222,3.10536,61.149,2.47168,164.117,0,29.6399,3.18469,318.561,107.838,8.24122,1.63044,15.6721,8.14183,0.83235,10.7727,0.165081,20.1506,0,1.62672,0.0148856,2.56428,31.2635,
17,395.937,878.635,1121.17,0.450627,73.3753,124.649,62.5878,36.1288,5.47154,67.7128,5.28323,185.103,0,31.6492,4.92111,124.975,156.778,51.9958,350.489,44.2037,16.1051,3.10628,58.2307,3.75475,277.733,0,32.4757,3.20645,352.379,256.739,8.24122,1.34318,8.28818,10.8731,0.83235,10.7727,0.326223,20.1506,0,1.62672,0.0148856,2.17169,31.2635,
18,395.937,737.778,595.934,0.536661,69.5027,95.091,72.8854,34.57,5.32905,62.9724,4.78521,141.416,0,28.1775,4.73949,95.1566,123.153,41.2033,204.843,52.6037,8.87771,2.93999,51.3517,2.4962,114.603,0,25.7551,3.00654,204.887,154.232,8.24122,1.34318,15.6721,8.48375,0.83235,10.7727,0.326223,20.1506,0,1.62672,0.0148856,2.17169,31.2635,
19,395.937,899.278,1321.6,0.440283,74.8415,139.7,68.8036,37.0134,5.66205,68.4084,4.9447,184.517,0,29.4242,5.11576,140.256,140.593,51.6492,414.314,46.9458,26.2099,3.43953,63.0573,2.64356,316.191,0,30.424,3.50659,410.826,177.58,8.24122,1.34318,15.6721,10.4177,0.83235,10.7727,0.326223,20.1506,0,1.62672,0.0148856,2.17169,31.2635,
20,395.937,782.157,733.404,0.506211,72.6914,98.3089,63.1605,34.9781,5.71539,64.4229,5.51229,160.224,0,28.285,5.16482,98.3555,145.339,48.9547,144.743,41.0766,8.50612,3.31412,47.4077,4.22686,273.484,0,25.4748,3.3438,144.853,292.372,9.06036,1.34318,15.6721,10.9115,0.83235,10.7727,1.31341,20.1506,0,1.62672,0.0148856,2.17169,31.2635,
21,336.375,772.985,884.263,0.435164,72.8579,124.788,63.5327,38.9096,5.85871,60.5144,5.13279,136.924,0,25.9166,5.32407,125.102,108.124,43.6278,351.23,42.8726,37.7332,3.31263,52.15,2.13687,135.034,0,25.6881,3.36287,350.014,98.8714,9.06036,1.34318,0.709921,9.79409,0.83235,10.7727,1.3706,20.1506,0,1.62672,0.0148856,2.17169,31.2032,
22,336.375,680.526,508.64,0.494287,72.2789,92.0349,67.1233,34.9601,5.88383,55.2654,4.91217,118.221,0,25.0354,5.29963,92.1318,107.379,45.0295,169.806,42.4835,9.07675,3.24698,42.3288,1.88281,99.658,0,22.1764,3.25132,170.005,103.564,9.06036,1.34318,0.709921,12.0683,0.83235,10.7727,1.65507,20.1506,0,1.62672,0.0148856,2.17169,31.2032,
23,336.375,696.65,764.211,0.482846,73.9796,99.9816,71.2662,34.6905,6.32547,49.7784,5.191,112.126,0,22.1831,5.74581,100.337,115.046,45.8581,312.789,46.9527,7.03192,3.92427,32.9867,2.91596,86.7528,0,16.8674,3.95005,314.594,204.507,9.06036,1.34318,0.709921,11.0644,0.83235,10.7727,1.65507,20.1506,0,1.62672,0.0148856,2.17169,31.2032,
24,252.732,702.118,855.763,0.359957,75.3638,79.9514,60.4555,37.7376,5.78514,57.0541,5.63676,155.212,0,24.0813,5.21725,80.0794,115.543,44.5486,203.846,42.1773,18.8213,3.26058,53.6375,3.09748,295.568,0,24.1416,3.2695,203.734,186.636,9.06036,1.34318,0.709921,8.86442,0.858572,10.7727,1.83731,20.1506,0,1.62672,0.120608,2.17169,31.2032,
25,252.732,616.195,594.314,0.410149,68.5061,89.321,53.0466,35.2645,5.28906,47.904,5.29879,103.22,0,19.193,4.72575,89.4289,94.9973,34.3609,202.61,34.3746,6.94143,3.09101,32.8912,2.1546,96.0119,0,15.5017,3.0685,201.646,154.457,9.06036,1.47601,0.709921,8.43881,0.855791,10.964,1.83731,20.1506,0,1.62672,0.120608,3.04038,31.1888,
26,252.732,549.102,111.319,0.460264,70.4122,65.3972,51.5461,35.6078,5.50487,54.4902,5.15574,88.2589,0,22.3195,4.92405,65.5202,79.9655,33.854,57.1397,33.9819,5.93739,2.97789,36.957,1.5241,59.5777,0,17.8613,2.98075,56.7857,57.5555,9.06036,1.47601,0.709921,25.0274,0.855791,10.964,1.181,20.1506,0,1.62672,0.120608,3.04038,31.2032,
27,252.732,549.769,172.227,0.459706,69.7229,61.782,49.6867,36.6527,5.46266,54.8455,5.38029,98.4617,0,22.2659,4.90731,61.9042,78.6969,34.8393,47.8946,31.1248,7.81959,2.9887,41.1069,1.5939,72.947,0,21.3897,2.96795,47.9973,55.3868,9.06036,1.47601,0.709921,25.6475,0.855791,10.964,1.83731,21.5351,0,1.62672,0.103415,3.04038,31.2032,
28,252.732,548.14,307.909,0.461072,62.0712,57.3536,53.7929,39.2688,5.49632,52.0238,5.48314,110.079,0,20.454,4.94673,57.4888,79.6819,31.9392,43.9053,36.8899,30.9381,3.09409,35.457,1.74917,200.768,0,16.033,3.09249,44.1855,67.8752,9.06036,1.29287,0.709921,25.6475,0.855791,10.964,1.83731,21.5351,0,1.62672,0.0585213,2.63543,31.2032,
29,252.732,556.678,595.27,0.454,64.6088,67.6693,52.8416,36.1334,5.56864,57.5422,5.4824,82.1252,0,22.1613,5.02241,67.8651,89.6573,36.0117,203.176,33.5916,8.5748,3.02345,50.0583,2.07041,59.6341,0,20.6742,3.01421,202.48,149.907,9.06036,1.29287,1.79747,8.67776,0.855791,10.964,1.83731,16.5858,0,1.62672,0.0585213,2.63543,31.2032,
30,252.732,599.254,885.752,0.421744,64.5072,79.26,55.0632,35.404,5.68874,47.737,5.58514,111.001,0,20.1517,5.12688,79.7845,89.9448,35.8835,323.195,37.9937,5.01812,3.72701,36.7117,2.82974,125.263,0,21.7501,3.77376,325.091,212.612,9.06036,1.29287,2.15976,9.71759,0.858572,10.964,1.83969,21.5351,0,1.62672,0.0585213,2.63543,31.2032,
31,252.732,475.182,113.206,0.531863,62.7633,44.9701,55.6889,35.9069,5.16305,44.2249,5.36289,93.7039,0,17.5602,4.58529,45.1735,60.0794,30.0424,52.2755,35.5228,3.76773,2.99762,30.9241,1.0573,71.2738,0,14.695,2.98911,53.1421,46.7658,9.06036,1.29287,4.12173,26.343,0.858572,10.964,1.83969,20.9783,0,1.62672,0.0585213,2.63543,31.2032,
32,252.732,492.498,362.847,0.513164,56.9981,40.7991,57.1842,37.1012,5.25853,50.9116,5.68055,103.336,0,20.4376,4.70599,40.9747,69.1103,35.8231,31.5416,40.4781,6.20296,2.99288,49.9495,1.82602,203.461,0,23.0051,3.01371,31.9219,81.1711,7.58897,1.29287,4.12173,26.343,0.858572,10.964,1.83969,21.5351,0,1.62672,0.0585213,1.54057,31.2032,
33,252.732,515.495,547.33,0.490271,56.733,54.1498,61.4167,36.0579,5.63218,48.8637,5.69416,87.6794,0,19.1287,5.06382,54.317,80.7584,41.6761,101.35,40.5907,4.92313,3.02911,52.3349,2.43036,123.069,0,21.0103,2.99233,98.9249,191.393,7.58897,1.29287,4.12173,11.2866,0.858572,10.964,1.83969,21.5351,0,1.62672,0.0585213,2.63543,31.2032,
34,252.732,607.514,1141.99,0.41601,54.4825,104.708,57.2057,35.2667,5.62841,42.2024,5.72328,85.2058,0,16.963,5.07058,105.314,89.7439,40.5457,414.065,32.476,5.42343,2.68305,44.4735,2.56856,89.999,0,23.795,2.67832,415.308,220.916,4.64502,1.29287,4.12173,8.278,0.858572,10.964,1.83969,21.5351,0,1.62672,0.0585213,2.63543,31.2032,
35,252.732,492.991,802.108,0.51265,53.0253,68.7808,56.2415,35.8538,5.8862,40.0244,5.43083,77.6831,0,15.5102,5.34008,69.2433,59.9714,38.4139,323.903,29.6293,4.25807,2.81782,34.1094,0.935091,70.9274,0,12.0227,2.76823,326.23,56.4479,4.64502,1.29287,4.12173,10.0652,0.813391,10.964,3.35941,23.2867,0,1.62672,0.0585213,2.63543,31.2032,
36,252.732,577.815,959.623,0.437393,48.2494,97.3647,51.6067,35.5541,5.3349,39.6192,5.88599,85.836,0,14.7952,4.83023,97.5727,91.1655,30.4959,316.384,30.6366,5.75668,3.02168,35.9985,2.20413,104.153,0,14.904,3.04648,314.765,216.451,4.64502,1.29287,1.42329,8.4392,0.813391,10.964,3.9439,23.2867,0,1.62672,0.0585213,2.63543,31.2032,
37,252.732,405.134,203.033,0.623823,43.3967,38.7839,47.0613,37.1306,5.34634,37.5602,5.72741,75.3421,0,14.4512,4.84581,38.9873,56.5012,28.3621,75.9136,28.0672,5.54012,2.8167,38.6923,1.05036,56.3176,0,17.8221,2.83356,74.536,50.588,3.30612,1.29287,4.12173,30.6237,0.813391,10.964,3.9439,23.2867,0,1.62672,0.0585213,2.63543,31.2032,
38,252.732,587.665,1041.38,0.430061,45.313,74.5624,49.7525,44.8866,5.74124,39.9948,6.26489,116.917,0,16.4784,5.24589,74.8992,107.609,35.0533,275.498,42.7897,97.1105,3.62087,46.1875,3.50765,230.654,0,29.6465,3.65572,271.564,281.365,3.30612,1.3885,4.12173,7.03047,0.813391,10.964,3.9439,23.2867,0,1.62672,0.0585213,3.0591,31.2032,
39,252.732,636.544,1234.85,0.397037,52.238,104.025,46.9772,45.2294,5.88895,38.9253,5.95756,130.522,0,15.6415,5.40956,104.835,80.8943,56.2354,451.863,39.6652,64.4272,2.80652,42.6395,2.30807,336.02,0,23.2594,2.85491,454.102,142.984,3.30612,1.47601,4.12173,15.419,0.813391,10.964,3.61446,23.2867,0,1.62672,0.0585213,3.13757,31.2032,
40,233.868,460.414,676.284,0.507951,44.1068,60.2057,44.5267,36.403,5.91652,34.7962,5.82535,78.7304,0,13.1946,5.41313,60.3847,70.9107,38.5311,221.083,28.3448,10.2525,3.36699,21.9099,2.03219,139.456,0,11.0511,3.44613,220.538,156.401,3.30612,1.27513,4.12173,8.61588,0.8998,11.5094,0.22992,26.4997,0,1.62672,0.0585213,1.64638,31.2032,
41,215.944,650.23,1396.91,0.332105,39.567,107.03,51.3654,60.4128,5.8728,41.4214,6.30529,94.9566,0,15.8391,5.3926,107.229,114.837,37.6798,384.585,54.0808,253.182,2.55844,42.6752,3.6168,217.274,0,18.7221,2.64447,376.568,316.716,3.30612,1.27513,4.12173,6.76134,0.8998,11.5094,3.0496,26.4997,0,1.93842,0.0585213,1.64638,31.2032,
42,215.944,400.068,421.055,0.539769,40.4914,29.7457,40.6903,39.1656,6.00402,33.0497,6.28394,65.9052,0,13.0537,5.49307,29.9431,90.2427,36.5873,92.8606,23.8437,31.2103,2.44639,22.0157,3.39551,65.3976,0,14.7665,2.507,87.9763,274.057,3.30612,1.20132,4.12173,11.5408,0.94221,11.5094,4.17015,26.4997,0,2.22841,0.0585213,1.64638,31.2032,
43,215.944,385.291,370.767,0.560471,38.958,28.9036,41.5065,38.4692,5.98275,38.8961,5.90553,87.322,0,14.4071,5.46488,29.1131,50.3621,31.121,42.1522,26.3985,9.74131,2.56893,45.7802,1.19924,172.788,0,20.4704,2.63506,42.0651,56.2016,4.64502,1.20132,4.12173,31.4736,0.94221,11.5094,4.17015,26.4997,0,1.58612,0.0585213,1.64638,31.2032,
44,215.944,516.215,1239.52,0.418323,36.1811,80.9947,37.9211,35.8804,6.04525,35.3344,6.10835,96.5764,0,12.7835,5.51671,81.3418,81.5307,25.4134,346.838,20.4773,5.56991,2.59738,33.7918,2.31599,275.844,0,18.3267,2.64092,347.379,236.644,4.64502,1.20132,4.12173,8.01239,0.94221,11.5094,4.17015,26.4997,0,2.22841,0.0585213,1.64638,31.2032,
45,206.02,350.254,402.515,0.588203,35.6894,36.3433,37.3738,36.7637,6.01657,33.0186,5.72517,62.4498,0,13.0453,5.48494,36.6413,41.7018,27.5163,136.458,20.2129,2.78966,2.43635,42.3244,0.589321,109.721,0,29.6147,2.46225,139.435,29.3691,8.85354,0.874032,9.4369,23.8728,0.94221,11.5094,4.2726,27.2958,0,2.08995,0.0585213,1.64638,31.2611,
46,206.02,444.455,949.539,0.463535,39.3213,54.4575,37.4736,36.8071,5.92961,35.7898,6.14747,72.0097,0,14.2875,5.42566,55.0653,81.7402,43.029,327.035,28.449,8.22071,2.37138,40.768,2.86603,116.077,0,25.9658,2.44742,330.345,247.407,9.04327,1.00696,4.84041,13.0795,0.94221,11.5094,1.82284,27.7145,0,2.01723,0.0585213,1.64638,31.2611,
47,206.02,470.505,1124.28,0.437871,34.5947,80.7879,33.2236,35.9578,6.05149,28.4746,5.88872,81.0109,0,10.2932,5.5513,81.379,67.2917,31.4395,378.036,21.9588,4.41962,3.09838,15.7108,1.41588,217.797,0,9.8923,3.18174,380.676,167.848,9.72491,1.00696,9.4369,9.90655,0.94221,11.5094,4.33045,27.7145,0,2.01723,0.0585213,1.64638,31.2611,
48,206.02,514.013,1134.89,0.400808,40.2853,77.4447,32.4542,38.716,5.89937,36.5373,6.20601,89.72,0,11.1265,5.40336,77.8605,92.3596,41.517,349.158,18.6041,33.239,2.16477,49.1994,3.07175,231.396,0,13.4205,2.20221,350.61,268.429,10.7227,1.00696,4.69582,9.22178,0.857543,11.7127,0.975689,27.7145,0,2.01723,0.0585213,1.51517,31.2954,
49,197.332,484.446,1163.7,0.407334,34.7786,69.8695,29.6675,36.6562,5.68312,35.5241,6.03536,109.98,0,12.6663,5.18356,70.4893,67.9126,24.8108,379.386,16.7554,6.33299,2.05833,41.3219,2.0492,335.85,0,20.4663,2.06174,382.199,166.275,10.7227,0.639446,2.01726,8.7839,0.857543,11.7127,3.94878,27.178,0,2.01723,0.0585213,1.26304,31.2954,
50,197.332,381.447,734.626,0.517323,33.3684,34.9338,31.5911,36.3753,5.79937,32.0157,6.23836,70.2303,0,12.1503,5.33569,35.3001,78.1091,30.3715,198.224,31.256,4.64526,2.09322,30.4702,2.94656,201.357,0,20.8294,2.15664,198.712,241.229,10.7227,0.639446,0.561558,10.7772,0.857543,11.7127,4.33045,27.7145,0,2.01723,0.300899,1.26304,31.2954,
51,197.332,286.676,255.573,0.688344,32.6772,14.2611,25.5299,38.4449,5.59285,29.5239,5.86684,60.3376,0,9.67505,5.12539,14.5697,45.0711,20.6759,24.717,18.8399,17.0041,2.1402,21.1009,1.25388,116.197,0,12.3594,2.21008,24.0675,65.9907,10.7227,0.639446,0.561558,32.1315,0.857543,11.7127,4.33045,27.7145,0,2.01723,0.300899,1.26304,31.2954,
52,173.334,440.423,1079.63,0.393561,29.6418,78.0247,23.5968,36.5672,5.69083,30.8115,5.81303,83.145,0,9.15072,5.23193,78.6327,54.1169,16.6743,398.286,17.7811,10.3623,2.13203,27.1303,0.900806,224.199,0,8.91167,2.17849,391.524,110.027,10.7227,0.639446,0.561558,7.53758,0.857543,11.7127,3.96903,27.7145,0,2.01723,0.300899,1.26304,31.2437,
53,173.334,354.176,847.033,0.489399,31.7168,47.9785,20.7437,35.8648,5.37389,30.063,5.81837,67.3824,0,9.77007,4.90695,48.365,46.1927,32.5333,258.81,13.2942,3.69358,1.76313,29.6724,0.817011,196.776,0,18.8561,1.75179,262.67,110.333,10.7227,0.639446,0.561558,11.4214,0.857543,11.7127,4.87356,27.7145,0,1.60619,0.300899,1.26304,28.4482,
54,173.334,545.644,1428.66,0.317668,35.6506,112.113,20.1769,35.0009,5.44208,33.147,6.06901,86.5647,0,11.9206,5.01079,112.931,81.6176,47.2874,472.656,17.4803,5.37276,1.87523,37.4868,2.27114,223.814,0,25.7394,1.94512,469.152,237.261,10.7227,0.364622,0.773381,8.36762,0.857543,12.379,3.8553,27.9915,0,1.60619,0.300899,0.85262,31.2437,
55,173.334,356.444,590.359,0.486286,32.5897,16.2332,21.8673,57.6767,5.52386,36.0593,6.05546,86.6692,0,11.2388,5.10354,16.5799,60.8466,43.7388,108.764,39.0625,193.847,2.07697,47.1936,1.66468,224.04,0,20.1881,2.18252,85.8065,140.588,10.7227,0.364622,0.773381,12.7941,0.857543,12.379,4.86622,32.9372,0,1.60619,0.300899,0.85262,31.2437,
56,173.334,323.447,605.101,0.535895,30.6969,10.1142,19.114,38.436,5.58394,30.1143,6.25247,87.9168,0,9.50899,5.14143,10.4837,70.084,35.4289,19.3458,23.9991,31.3306,2.88092,35.7535,3.19167,271.8,0,20.8389,2.98053,19.4739,230.564,10.7227,0.364622,0.773381,11.2156,0.857543,12.379,5.02732,32.9372,0,1.60619,0.300899,0.85262,31.2437,
57,173.334,455.051,1253.7,0.38091,31.6789,67.7853,18.1286,36.4197,5.42142,36.6722,6.28506,83.1783,0,10.5637,4.98491,68.1986,85.7344,39.2972,341.368,20.3242,11.502,1.91591,59.35,2.87947,225.844,0,22.951,1.95838,341.868,263.768,10.7227,0.364622,0.773381,8.60927,2.03993,12.2788,5.02732,32.9372,0,1.65131,1.49225,0.85262,31.2437,
58,170.882,378.997,941.077,0.450879,30.4487,40.8649,17.4604,42.9123,5.41682,30.8772,5.94954,95.6702,0,9.16087,4.99428,41.4858,53.7563,38.0931,327.642,20.4333,54.4493,1.87132,38.7974,1.83371,277.804,0,14.4339,1.9442,329.981,102.677,14.4576,0.364622,0.773381,16.5049,2.03993,11.9919,2.17235,32.9372,0,1.65131,1.49225,0.85262,31.2687,
59,164.02,398.43,1001.45,0.411666,25.7586,57.0106,14.3673,35.5237,5.28671,27.9889,5.9412,94.1249,0,8.62096,4.86049,57.4178,61.5284,19.8341,274.499,16.6447,8.39157,1.79761,21.6744,1.61749,271.99,0,14.1786,1.83722,274.392,179.278,12.7136,0.364622,0.445378,8.21912,2.7595,12.2788,2.35054,32.9372,0,1.38831,2.35051,0.85262,31.2687,
60,164.02,482.068,1397.88,0.340242,26.8441,101.71,12.2511,37.5338,5.01426,30.4603,5.99022,80.6926,0,8.56708,4.5874,102.682,65.7352,28.0986,505.447,18.8028,22.4373,1.62872,37.1756,1.8445,179.754,0,18.8203,1.62338,502.712,180.861,12.7136,0.364622,0.401097,8.44233,2.7595,12.2788,5.311,33.148,0,1.38831,2.35051,0.85262,31.2401,
61,164.02,403.977,1195.16,0.406012,28.1103,58.2111,13.7037,35.2844,5.15072,25.7277,6.12833,87.3778,0,6.52512,4.7436,58.8976,74.117,35.8623,379.035,24.391,4.88483,2.13426,16.8101,2.8552,272.016,0,4.5139,2.21959,386.107,255.792,12.6247,0.639446,0.401097,7.96822,2.7595,12.2788,5.311,32.7066,0,1.38831,2.35051,1.26304,31.2401,
62,164.02,408.157,1102.48,0.401854,26.6752,44.111,16.9697,36.817,4.98887,31.0813,6.10397,106.224,0,11.8953,4.59546,44.6675,74.0275,26.9918,256.746,44.1029,15.2687,1.64261,43.2805,2.15873,332.817,0,34.0915,1.72388,258.084,222.071,12.6247,0.639446,0.401097,11.2568,2.7595,12.2788,5.30394,31.9446,0,1.29211,2.35051,1.26304,31.1105,
63,164.02,366.403,913.295,0.447648,22.7616,46.3949,11.723,40.2928,4.99225,27.0217,6.12127,79.6067,0,7.29826,4.57732,46.7764,68.8369,13.4281,281.739,23.4751,44.5887,1.85997,22.1323,2.14013,210.653,0,11.3506,1.90566,281.8,205.038,12.6247,0.702114,0.401097,8.03823,2.66212,12.2788,5.311,31.9446,0,1.29211,2.23164,1.26304,31.1105,
64,164.02,477.837,1322.85,0.343254,25.9051,96.1186,11.6882,35.1525,4.75642,30.9284,5.9778,81.0798,0,10.9716,4.35938,96.9683,73.9312,30.83,458.593,20.7965,7.32829,1.62783,48.0111,1.69648,164.349,0,30.9771,1.70858,456.029,205.956,12.6247,0.370648,0.445378,8.99155,2.66212,12.2788,4.03876,31.9446,0,1.29211,2.23164,0.508555,31.1105,
