Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
187,1384.68,2435.1,2169.53,0.568634,163.63,0,378.534,2.93555,125.762,33.858,1493.4,79.1192,157.857,347.305,0,598.43,2.33889,293.124,14.5798,654.094,123.011,361.545,2.23239,0,108.377,0.706479,7.72529,18.1197,1200.89,21.7371,1.00332,
188,1384.68,2654.34,2439.22,0.521666,147.609,0,486.483,3.53609,148.855,36.4486,1617.36,70.9367,143.112,391.634,0,696.061,3.06242,339.113,24.7265,940.294,135.9,386.477,2.23239,0,108.377,0.448901,5.84957,8.56626,1048.7,11.1909,1.00332,
189,1384.6,2033.99,2001.39,0.680733,75.9676,0,362.886,2.45749,68.8484,32.6651,1363.24,53.2081,74.7118,261.674,0,825.26,1.25686,217.115,15.2138,640.016,100.937,252.424,2.23239,0,108.377,2.26487,6.32265,28.6078,1200.89,21.523,1.00332,
190,1384.55,2920.91,2738.44,0.474015,215.129,0,532.298,3.7371,190.186,37.9387,1662.52,68.709,210.389,439.933,0,893.411,3.41952,411.63,22.6262,943.496,109.911,424.902,2.23239,0,108.127,0.470173,4.92833,19.2158,1040.22,14.2524,1.00332,
191,1384.47,2269.68,2259.71,0.609985,107.008,0,316.816,2.86849,99.2885,37.6649,1526.55,74.2709,105.213,347.841,0,682.593,2.00985,293.493,24.4144,925.065,141.779,328.749,2.23239,0,37.3979,2.17781,4.64314,21.3871,1041.02,21.9342,1.00332,
192,1384.47,2694.67,2822.03,0.513781,142.339,0,528.03,2.8197,163.595,34.6104,1636.91,52.6396,133.73,386.858,0,904.891,2.42734,372.109,19.7316,967.944,92.7814,367.047,2.23239,0,107.888,0.333919,6.23499,18.806,1200.89,7.11138,1.00332,
193,1384.47,2558.46,2509.73,0.541134,158.395,0,446.7,3.72301,153.641,36.5081,1565.25,39.0603,155.184,354.845,0,873.474,3.09265,350.012,21.7924,940.105,64.8948,351.489,2.23239,0,107.259,2.26959,12.1139,19.6812,1145.04,11.0609,1.00332,
194,1384.47,2768.96,2532.78,0.499996,188.775,0,525.833,3.41243,123.313,39.5063,1614.38,87.1257,186.615,446.6,0,806.275,2.9587,333.467,25.2055,902.231,135.076,435.105,2.1965,0,107.259,0.481154,4.71288,9.55817,1200.89,21.8749,1.1623,
195,1384.47,2824.42,2868.5,0.490179,171.653,0,541.076,3.2162,148.255,38.1687,1679.43,77.1765,165.438,433.513,0,923.466,2.62499,389.321,22.1683,1016.54,149.113,418.095,2.31253,0,107.433,0.295091,9.45006,19.696,1200.89,21.8749,1.1623,
196,1384.47,2736.39,2366.63,0.505947,131.474,0,531.512,3.82928,128.905,37.869,1694.29,83.3767,125.14,263.445,0,845.53,3.48005,278.39,23.2235,957.568,131.491,254.257,2.31807,0,107.433,0.411991,7.43247,18.6549,1132.56,11.4924,1.17405,
197,1384.47,2671.66,2926.73,0.518205,106.125,0,433.583,3.31719,198.55,36.6478,1724.87,72.3151,96.2572,260.077,0,744.316,2.97388,621.581,23.8995,1253.66,135.992,236.895,2.31532,0,107.433,0.940893,8.36388,5.28885,1200.9,15.5949,1.17067,
198,1384.47,2888.2,2766.55,0.479354,162.498,0,539.733,2.9116,147.504,42.5492,1755.1,78.4255,159.475,366.579,0,836.845,2.32422,337.001,30.4047,1146.74,138.531,353.658,0.905713,0,108.113,0.470269,5.63594,21.2086,1045.87,22.2292,0.493683,
199,1384.47,2780.31,2917.67,0.497956,208.989,0,472.427,3.49198,178.791,36.1627,1610.16,65.2553,205.026,498.883,0,796.501,2.9827,461.058,21.6855,1029.02,105.553,477.574,2.30382,0,108.149,2.26722,4.72278,17.9518,1053.55,14.2303,1.15403,
200,1384.47,2617.82,2565.43,0.528862,111.475,0,506.154,2.82512,129.409,37.8109,1634.06,87.9343,108.158,307.265,0,869.79,2.07176,348.084,24.6035,975.002,153.904,323.194,1.16984,0,108.074,0.184036,4.71978,16.6211,1072.14,22.5948,0.799696,
