Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.half_track_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.half_track_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.half_track_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
183,80.9473,112.558,77.7944,0.719158,0.549152,61.875,0.939593,2.01458,1.12846,40.9753,4.29616,0.780066,0.51612,41.4909,1.64366,1.48163,2.16815,70.9133,9.94839,0.939077,0.130384,25.375,0.00365978,0.633071,0.0260999,8.17016,0.00962131,0.227053,
184,80.9472,118.802,78.9167,0.681364,0.718711,67.2719,1.02068,2.17467,1.12862,44.0766,1.60164,0.808929,0.953879,51.249,1.80738,1.77018,2.23876,69.7815,5.6162,0.913349,0.253792,26.8502,0.00371071,0.632425,0.0260999,5.99073,0.00961177,0.316682,
185,80.9471,105.529,44.9767,0.767058,0.820943,63.4106,1.04224,2.06209,0.841269,33.6405,2.79184,0.919795,1.00656,45.127,1.85138,1.6307,1.65286,21.8724,7.70187,1.11819,0.33599,27.4589,0.0036529,0.681803,0.0260999,8.01476,0.00953877,0.182935,
186,80.9471,107,45.2276,0.756518,0.713067,66.4634,1.06588,2.18896,0.99964,29.524,5.0502,0.994432,0.843994,44.9738,1.59278,1.59943,1.60806,12.7725,10.2597,1.19665,0.0395309,27.6719,0.0036529,0.738894,0.0260999,6.86264,0.00961177,0.316682,
187,80.9471,115.48,79.1532,0.700962,0.637748,62.4658,1.03798,2.04349,0.96374,42.1196,5.33662,0.875117,0.7634,39.0822,1.78781,1.41641,1.7386,77.2767,10.0879,1.0005,0.0994454,25.3081,0.00355998,0.598495,0.0262077,1.08615,0.00961177,0.317368,
188,80.9471,294.523,1213.12,0.274842,0.635423,53.9008,0.855409,1.7095,0.791023,233.777,2.02962,0.823694,0.804626,36.3093,1.7001,1.31452,1.66231,1231.82,7.54587,0.97405,0.0941866,25.2896,0.0036529,0.595844,0.0262077,0.360702,0.00963418,0.317493,
189,80.9471,98.3151,45.5081,0.823343,0.525238,55.4022,0.679809,1.76916,0.483374,36.5811,2.21574,0.658543,0.624549,33.6146,1.55292,1.19955,1.26047,198.405,6.68004,0.800539,0.336551,25.4704,0.0036529,0.597729,0.0262698,2.53776,0.0095858,0.317412,
190,80.9471,105.431,58.353,0.767774,0.709927,54.7877,1.11326,1.76956,0.688998,42.1344,3.22864,0.99847,0.787077,32.2326,2.01763,1.16967,1.87964,53.8279,8.5493,1.28649,0.336511,25.5983,0.00366861,0.658761,0.0262698,2.4927,0.00963418,0.317412,
191,80.9471,950.902,5929.21,0.0851266,0.651672,63.3953,0.93042,2.07209,0.930309,878.179,3.92161,0.821358,0.855009,41.2429,1.79053,1.52311,1.99286,5993.9,8.8543,1.03033,0.101724,25.2431,0.00374499,0.609805,0.0262698,7.8442,0.00963418,0.317412,
192,80.9471,105.342,46.765,0.768424,0.611129,63.8723,1.11482,2.07456,0.948887,32.5612,3.32147,0.837259,0.575808,46.387,1.77089,1.63283,1.7082,836.959,8.15622,0.958081,0.336511,26.188,0.00373058,0.727842,0.0262902,8.20786,0.00963418,0.317412,
193,80.9471,101.578,43.4018,0.796895,0.67486,61.3018,0.888822,1.99269,1.16898,31.3159,3.38729,0.847796,0.893474,42.5781,1.72042,1.49887,2.31397,12.6545,8.05133,0.981188,0.311583,30.3656,0.00372945,0.902205,0.0262904,3.4219,0.00963418,0.317399,
194,80.9471,139.762,206.471,0.579178,0.788721,65.4753,1.22248,2.14717,1.12303,63.4503,4.45645,1.09853,0.956685,42.7146,1.96122,1.5016,2.01293,207.788,9.02671,1.29286,0.251411,25.4717,0.00367191,0.651726,0.026313,2.39155,0.00966852,0.317399,
195,80.9471,101.834,36.2302,0.794889,0.873406,55.493,1.32921,1.82916,1.17612,35.2395,4.88831,1.0057,1.07088,32.9818,1.94774,1.26195,1.95782,34.494,10.5735,1.09836,0.257021,26.2258,0.00367191,0.731105,0.026313,9.90115,0.00966852,0.317412,
196,80.9471,100.64,39.0618,0.804321,0.587606,59.7122,0.856151,1.96044,0.99994,30.3557,5.36437,0.803805,0.643564,35.1823,1.64634,1.26245,1.82397,10.9895,11.3461,1.00705,0.335247,28.5894,0.00364506,0.796877,0.0263457,8.3133,0.00960265,0.317412,
197,80.9471,323.01,1510.34,0.250602,0.525576,55.3106,0.605689,1.77213,0.658334,261.178,2.20508,0.754551,0.529842,35.5679,1.48126,1.29874,1.55966,1531.84,7.65334,0.956124,0.336511,25.2353,0.00366403,0.601536,0.0263309,5.88155,0.00967294,0.317484,
198,80.9471,103.85,49.3334,0.779461,0.598037,59.057,0.735044,1.88924,0.625976,38.2852,1.9603,0.699273,0.90058,40.3627,1.54367,1.43755,1.43025,222.902,6.68022,0.870917,0.206676,26.8711,0.00366403,0.63348,0.0263309,7.73276,0.00966575,0.317616,
199,80.9471,131.11,145.578,0.617397,0.706532,67.3258,1.15095,2.19532,0.847648,55.1466,2.7706,0.966759,0.860293,48.3225,1.81087,1.72407,1.67779,144.884,7.85906,1.15847,0.208438,25.0049,0.00366403,0.578262,0.0263309,8.41307,0.0092044,0.31776,
200,80.9471,108.253,47.2803,0.747756,0.895037,68.7847,1.08765,2.26433,0.981014,28.8127,4.38593,1.04209,1.23974,46.4527,1.72173,1.64481,1.73374,28.6644,9.55352,1.28233,0.146855,30.726,0.00366403,0.919695,0.0239496,2.55749,0.00935605,0.311702,
