Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
175,38.9209,62.8892,96.8805,0.61888,0.13485,2.08498,20.0988,0.555421,6.47757,4.38439,0.312962,0.271587,2.64945,21.3822,2.40805,1.39133,0.737635,0.539751,1.99838,48.7773,1.16101,14.2146,22.4103,0.0700815,0.954262,9.95712,2.69594,9.83683,0.947904,1.86032,0.0264434,1.47255,9.30497,0.271265,3.18197,0.0985441,0.149711,0.0880779,0.372047,5.58305,0.122386,0.531691,0.296888,
176,38.9153,88.2688,147.592,0.440873,0.28924,2.23579,35.2665,0.804024,7.91023,11.5864,0.311939,0.218558,2.93927,21.7811,2.69733,1.25317,0.975171,0.758061,2.18072,83.934,1.56261,13.4618,37.0535,0.0808511,0.430374,10.1613,5.14943,10.1886,0.563506,1.98959,0.0259843,0.65932,9.30975,0.26901,3.18197,0.0980566,0.0309509,0.0880779,0.372047,11.8228,0.122386,0.215092,0.296888,
177,38.9119,103.845,196.544,0.374713,0.380129,2.8412,52.9245,0.750465,7.70844,9.1576,0.342417,0.162653,3.63676,20.4672,3.38349,1.32082,0.76892,1.11288,3.55605,138.636,1.31698,14.3154,27.833,0.143798,0.23144,10.1064,4.55956,10.0873,0.359542,1.39542,0.0264808,1.72021,9.30975,0.281846,3.18225,0.0980566,0.13521,0.0865459,0.372047,1.01863,0.122386,0.575655,0.296759,
178,38.9119,96.1437,180.158,0.404726,0.268569,2.077,40.743,0.616867,11.0152,7.85002,0.335343,0.169963,4.91843,21.1779,4.68135,1.59937,0.690771,0.749815,1.79212,97.0952,0.993218,29.1731,26.6172,0.123919,0.359958,14.9471,4.49344,15.0414,1.87485,1.43586,0.0264808,0.581156,9.30884,0.281177,3.18194,0.0989389,0.307995,0.0607201,0.372047,0.858745,0.122222,0.423889,0.296759,
179,38.9107,80.981,159.53,0.480492,0.245716,2.48948,33.5429,0.580098,7.19031,6.64772,0.325811,0.342303,2.43431,22.7681,2.16536,1.41033,0.838492,0.804806,3.3912,105.101,1.00621,15.7142,24.1019,0.140104,1.00256,9.46814,6.94647,9.7449,0.916244,1.94804,0.0264808,0.813771,9.30884,0.282641,3.18194,0.0976797,0.0214592,0.0864204,0.372446,3.56471,0.122222,1.22953,0.296759,
180,38.9064,71.1891,108.963,0.546522,0.239789,1.86456,27.616,0.542582,6.49033,6.34827,0.304489,0.30091,2.26054,20.9454,2.02787,1.37253,0.875794,0.666585,1.22362,65.3043,0.824132,10.1372,19.4539,0.050343,0.963066,8.98305,3.93682,8.9943,0.532328,1.8617,0.0264808,0.42902,9.30884,0.283054,3.18194,0.0963642,0.0191151,0.0848906,0.187247,4.87796,0.0636954,1.17934,0.296759,
181,38.9064,59.7718,103.007,0.650917,0.0725401,1.72425,20.318,0.423678,5.69516,1.84471,0.30882,0.223573,2.88768,21.6915,2.63873,1.27735,0.665804,0.284633,0.259562,58.3132,0.638658,13.4017,9.41575,0.0466774,0.696943,12.2885,2.52467,12.3636,0.245814,1.84961,0.0264808,0.662953,9.31491,0.286023,3.18225,0.0963642,0.0936786,0.0848906,0.372142,6.74261,0.121754,1.22915,0.296752,
182,38.9064,78.6399,176.527,0.494742,0.0972718,2.20325,31.0704,0.464878,8.92631,5.18926,0.339374,0.308359,2.31389,23.4648,2.00335,1.55293,0.705842,0.273672,2.10705,115.077,0.712154,24.7849,22.8458,0.162588,0.996582,8.20215,8.53663,8.04563,1.77426,1.63368,0.0258614,1.71761,9.31768,0.289621,3.18302,0.0963642,0.308054,0.0848507,0.372428,21.8176,0.121754,1.22909,0.296746,
183,38.9064,50.8802,83.7836,0.764667,0.0860859,1.78765,17.4519,0.406148,3.79964,0.9084,0.312395,0.098882,1.47945,21.6813,1.23534,1.22657,0.406494,0.408322,0.613592,56.8961,0.775672,5.77812,7.05832,0.040256,0.222571,7.78682,2.06145,7.80483,0.324947,0.819603,0.0258614,1.71761,9.31702,0.289621,3.18302,0.0963642,0.308054,0.0845309,0.372428,14.2698,0.121754,0.992574,0.29666,
184,38.9054,111.755,292.879,0.348131,0.268161,2.27078,43.372,0.46753,9.80188,9.83688,0.330561,0.238056,4.01529,35.3219,3.73762,1.34403,0.750499,1.00322,2.04486,122.325,0.601529,28.8803,38.9744,0.0969789,0.567556,14.3781,102.088,13.8282,0.534004,1.59441,0.0258614,1.71761,9.31702,0.291009,3.18324,0.096212,0.308054,0.0841646,0.372405,0.737517,0.122644,0.805325,0.296658,
185,38.9046,85.7893,153.558,0.45349,0.235423,1.98098,33.7553,0.565468,10.2322,6.43586,0.312947,0.193271,4.10737,21.7218,3.8759,1.5993,0.773556,0.681115,1.22938,87.8975,0.910917,23.7894,22.9402,0.0962685,0.400149,13.3426,13.6656,13.3949,1.71376,1.66249,0.0255724,1.18272,9.31836,0.293057,3.18324,0.096212,0.133918,0.081851,0.372405,10.9417,0.122644,0.363892,0.296627,
186,38.902,52.3569,94.1451,0.743015,0.0352326,1.89167,18.6338,0.309786,5.42638,0.524784,0.3171,0.186825,1.03846,21.5206,0.772608,1.27247,0.427138,0.198447,1.19471,65.5523,0.215767,15.9854,5.64424,0.0630477,0.712387,5.53379,2.19137,5.47021,0.434403,0.972113,0.0250926,1.71589,9.3183,0.291058,3.18379,0.0961382,0.308001,0.081851,0.372275,6.24865,0.122644,1.22811,0.296597,
187,38.9016,111.863,318.963,0.347761,0.139827,2.04445,28.0608,0.596868,7.08856,5.84278,0.316651,0.230152,2.99595,59.8229,2.67753,1.31432,0.732113,0.438068,1.51023,76.9856,1.04326,14.3815,20.6384,0.0908281,0.515309,10.5659,268.477,10.8749,0.578578,1.61858,0.0250926,0.916344,9.3183,0.291058,3.18379,0.0961382,0.0101876,0.081851,0.372275,0.861392,0.123085,0.926575,0.29645,
188,38.9003,86.3294,153.939,0.450603,0.270182,2.21725,33.9663,0.587017,9.43298,8.63397,0.308806,0.257536,3.81788,21.1702,3.58338,1.42261,0.66126,0.776401,1.7574,96.4193,0.892553,21.6901,27.6506,0.11126,0.67102,11.1952,39.016,11.218,0.819888,1.13343,0.0244358,1.71476,9.31673,0.290953,3.18379,0.0955291,0.0152161,0.081851,0.372275,2.41196,0.123274,0.622044,0.296432,
189,38.8985,66.039,123.445,0.589024,0.143162,1.85943,28.1202,0.471108,5.82324,3.49474,0.318797,0.230472,1.25101,21.3075,1.01461,1.32598,0.678714,0.480916,1.22691,94.9935,0.71621,12.1003,14.0011,0.0961786,0.696648,4.60396,2.19541,4.90887,0.43226,1.70087,0.0245814,0.158076,9.31673,0.292432,3.18379,0.0955291,0.142821,0.081851,0.372275,9.97981,0.123274,1.22811,0.296389,
190,38.8976,75.4998,133.236,0.515202,0.237427,2.02546,31.7054,0.596506,5.36923,6.42163,0.335592,0.125678,2.72927,21.5129,2.49143,1.22154,0.727669,0.762125,1.47132,89.006,1.07182,9.13411,21.8648,0.124144,0.215071,9.17595,4.1358,9.01916,0.178671,1.50046,0.0245814,1.01251,9.31673,0.292288,3.1855,0.0955291,0.30797,0.0809455,0.372275,5.1527,0.123389,0.504277,0.296127,
191,38.8976,77.3166,138.938,0.503095,0.17442,2.15515,27.9785,0.645486,7.56845,7.43259,0.307901,0.251858,3.86988,21.2641,3.61824,1.36671,0.683352,0.531115,2.15545,70.5083,1.23162,15.5407,28.1721,0.0426047,0.734772,13.719,2.8875,13.7513,0.539159,1.41904,0.0245814,1.3953,9.31632,0.295119,3.1855,0.0955291,0.215689,0.0809455,0.372275,3.6595,0.123389,1.22788,0.295841,
192,38.8958,78.0216,155.778,0.498526,0.113459,2.18886,32.4744,0.429412,6.4225,7.07783,0.317592,0.185401,3.01148,21.1342,2.76394,1.31341,0.589044,0.417124,2.21346,97.817,0.547128,14.0431,28.7009,0.0550968,0.661549,11.3374,3.02241,11.3821,0.45418,1.19003,0.0243129,1.71328,9.31386,0.296276,3.1846,0.0957689,0.308012,0.0809455,0.372408,5.37242,0.123765,1.22745,0.295948,
193,38.8949,93.2462,171.055,0.417121,0.208621,2.67415,42.5466,0.643012,9.93192,7.55415,0.338406,0.253507,2.58787,21.5542,2.31499,1.66499,0.973872,0.569332,3.2366,120.229,1.11782,23.8559,25.714,0.148154,0.71846,7.45673,4.43,7.40529,1.5496,2.1598,0.0243129,1.71328,9.31386,0.296157,3.1846,0.0957689,0.0238981,0.0809455,0.372503,5.78777,0.124005,1.22788,0.296204,
194,38.8947,74.6754,143.017,0.520851,0.174509,2.14944,30.3329,0.532613,6.43779,6.1227,0.314622,0.154741,2.84608,21.2122,2.61178,1.289,0.497029,0.608384,2.06235,85.3326,0.944095,14.1762,25.3207,0.0673625,0.373431,10.1436,2.6162,10.1952,0.460736,1.00924,0.0241175,1.71328,9.31386,0.296157,3.1846,0.09543,0.126049,0.0809455,0.372571,6.48672,0.124067,1.22782,0.296474,
195,38.8904,86.6844,162.901,0.448643,0.209919,1.92331,42.61,0.59363,6.4491,4.92475,0.325843,0.190687,3.24104,21.0313,3.00857,1.29137,0.884927,0.65854,1.26031,113.56,0.999398,12.7421,17.4285,0.0752991,0.484235,10.4763,2.77674,10.515,0.618311,2.06662,0.0240418,1.08629,9.31386,0.295543,3.1846,0.09543,0.29419,0.0381789,0.372613,7.94307,0.124157,0.225191,0.296115,
196,38.8904,77.3386,138.493,0.502858,0.172031,1.84945,30.4343,0.496353,7.93313,5.06938,0.300623,0.254722,3.53877,21.849,3.28148,1.29734,0.862105,0.543331,0.635346,83.8788,0.708677,17.2201,17.9828,0.075205,0.60978,12.4597,4.56489,12.4233,0.538402,1.99249,0.0240418,1.06961,9.31386,0.295543,3.18432,0.095334,0.0751031,0.0823475,0.372597,5.62431,0.124193,0.58982,0.295337,
197,38.8904,69.4664,121.713,0.559844,0.181365,1.92116,28.0396,0.517586,5.11144,4.64777,0.311953,0.185045,2.75127,21.4567,2.51366,1.24218,0.5867,0.623077,1.70174,76.3536,0.897862,10.205,19.0023,0.0775464,0.524467,10.9463,1.63372,10.876,0.113471,1.19403,0.0240418,0.238744,9.31386,0.295543,3.18432,0.0954592,0.0452815,0.0822511,0.372597,12.3685,0.124193,0.987751,0.296253,
198,38.8894,87.6767,173.895,0.443555,0.168948,2.46661,42.2296,0.590212,6.33078,6.1763,0.336418,0.266544,2.87844,21.2907,2.64536,1.44303,0.853692,0.534902,2.95641,121.753,1.01831,15.5137,24.7795,0.118487,0.92148,10.3736,2.31164,10.4352,1.26102,2.046,0.0240418,1.71483,9.31705,0.294224,3.18475,0.0955109,0.308021,0.0823019,0.372597,7.56021,0.124193,1.0979,0.296037,
199,38.8894,64.2788,100.529,0.605012,0.161571,2.06377,22.9683,0.500039,5.83063,3.19293,0.308424,0.274062,2.96517,21.3892,2.72847,1.30005,0.596122,0.542093,1.48953,54.4511,0.815773,12.3814,13.1132,0.0384932,1.15305,10.7321,2.46,10.7731,0.3741,1.31168,0.0240418,1.71286,9.31412,0.289359,3.18503,0.0954853,0.173969,0.0823019,0.372566,6.70309,0.123628,1.22782,0.296037,
200,38.8882,97.635,200.609,0.398302,0.201463,2.25042,45.5793,0.556155,8.71956,7.65151,0.333584,0.140467,4.48468,21.3315,4.21671,1.42561,0.744116,0.6975,2.60143,123.629,0.946118,20.9611,26.1205,0.0958237,0.25337,14.3264,1.92161,14.2497,0.840467,1.53426,0.0240418,1.39028,9.31114,0.289359,3.18527,0.0954853,0.308066,0.0823019,0.372566,11.3081,0.123628,1.22853,0.296037,
