Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.half_track_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.toe_angle_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_r.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.half_track_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_r.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.half_track_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.toe_angle_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_r.best,Steering.front.tie_rod_angle_front_view_l.best,
163,50.9479,153.398,447.962,0.332129,0.930638,39.2652,0.845552,0.538089,2.71857,0.925233,107.1,0.215334,0.858647,0.447636,27.3384,1.58888,0.75059,8.00311,1.80499,442.263,0.34114,1.05829,0.219947,16.882,0.00134336,0.16756,0.000179523,0.0492106,7.92103,0.0409142,0.292896,
164,50.9474,60.172,25.7728,0.846695,0.972146,33.7091,0.563151,0.404028,2.88912,0.426083,20.5164,0.134401,0.557589,0.335796,23.4327,1.45543,0.702103,9.15742,1.2628,85.8102,0.258383,0.814735,0.87002,22.3085,0.00134336,0.160217,0.000190238,0.0457286,9.00214,0.0319939,0.165522,
165,50.9474,233.794,1134.13,0.217916,0.979251,40.4102,0.800574,0.377715,3.23553,1.02489,185.935,0.26344,0.766498,0.465888,31.1858,1.40429,0.516573,9.63051,2.10901,1141.29,0.546721,1.01656,0.239064,18.4119,0.00134336,0.0915371,0.000190238,0.0457286,8.18816,0.0562934,0.292896,
166,50.9474,80.8716,74.0821,0.629979,1.05461,42.1851,1.06627,0.617776,5.29892,0.778542,28.5743,0.240372,1.05578,0.485695,32.7672,1.76221,0.892968,11.7075,1.5214,166.951,0.348694,1.25476,0.224899,9.45008,0.00134336,0.106746,0.000190238,0.0457286,8.07323,0.05636,0.292896,
167,50.9474,74.6263,42.5336,0.6827,0.988938,37.5849,1.03538,0.668856,7.04842,1.04365,25.0749,0.202985,0.978237,0.428656,25.0499,1.67103,0.992458,13.6693,1.79618,24.5032,0.276417,1.21748,0.227166,18.0021,0.00134336,0.165435,0.000190238,0.0457286,7.88411,0.0563839,0.292896,
168,50.9474,423.067,2242.33,0.120424,0.972841,36.8164,0.979188,0.43761,4.79439,1.13055,376.831,0.300646,0.804532,0.391278,23.7881,1.76718,0.666701,11.3818,2.09867,2264.45,0.919277,1.00703,0.238778,22.4895,0.00134336,0.114393,0.000196903,0.0457286,7.25167,0.0279565,0.292795,
169,50.9474,100.873,239.157,0.505067,0.934883,35.7331,0.90722,0.595493,3.59417,0.857,57.2049,0.170018,0.875832,0.387226,23.2308,1.78251,1.00783,10.4494,1.9603,392.231,0.288006,1.14395,0.240321,12.8348,0.00134336,0.165596,0.000196903,0.0457286,8.44532,0.0563786,0.292894,
170,50.9474,73.0833,40.3077,0.697114,1.08589,44.1598,1.08495,0.291844,3.84799,0.812609,20.8099,0.251651,0.738668,0.507763,37.4225,1.97242,0.37945,10.4999,1.54982,37.7368,0.398177,0.931377,0.336443,21.5238,0.00134336,0.165596,0.000196903,0.0457286,8.78543,0.0563786,0.292894,
171,50.9474,74.6812,60.5621,0.682198,0.931166,36.6105,0.762574,0.515403,2.06756,0.642645,32.3003,0.163646,0.687371,0.416407,21.5456,1.65272,0.918348,6.51808,1.39947,47.5465,0.270316,0.917991,0.258159,27.6273,0.00134336,0.165596,0.000196903,0.0457286,8.14612,0.0563786,0.292881,
172,50.9472,87.2128,96.8186,0.584172,0.916678,36.9065,1.06407,0.621165,5.24123,0.9616,40.2573,0.187456,1.05683,0.389397,19.5692,1.7433,1.03352,11.8404,1.67755,86.7888,0.234853,1.26186,0.225282,22.0762,0.0013902,0.0402766,0.000225935,0.0457286,4.57421,0.0563924,0.292881,
173,50.9472,74.7887,38.8478,0.681215,1.09698,42.214,1.35806,0.695089,6.72009,1.3523,20.2739,0.243762,0.834571,0.469971,30.8564,2.09714,1.12149,12.8988,2.3931,22.4171,0.333202,0.940313,0.323909,12.9751,0.0013902,0.149864,0.000225935,0.0457286,7.6979,0.0563924,0.292881,
174,50.9442,69.9283,35.9875,0.728521,1.08199,42.0424,0.909417,0.691606,4.06223,0.61641,19.4924,0.225887,0.805999,0.450894,30.5938,1.8145,1.09071,9.58405,1.46103,8.74825,0.334757,1.05382,0.42385,16.3387,0.0013902,0.16571,0.000225935,0.0280684,1.09322,0.0563626,0.283974,
175,50.9442,86.3865,108.19,0.589724,0.851111,35.4074,1.0986,0.47803,2.64068,0.778273,44.0725,0.161522,0.898353,0.410187,21.3089,1.95767,0.657415,9.04487,1.69016,100.813,0.236778,1.06363,0.239455,18.7064,0.0013902,0.130486,0.000225935,0.0457286,3.17208,0.0199134,0.292827,
176,50.9442,70.5735,36.9131,0.72186,1.09553,41.8436,0.843749,0.621611,3.74919,0.883865,20.4637,0.224543,0.847723,0.535796,31.0646,1.60379,1.02434,9.65056,1.76051,24.7702,0.342047,1.05018,0.424586,27.623,0.0013902,0.161652,0.000225935,0.0457286,7.90818,0.0561518,0.292827,
177,50.9442,73.0698,61.2667,0.6972,0.950803,35.7922,0.755189,0.431002,4.69945,0.935702,28.6521,0.168217,0.68515,0.355887,20.7927,1.55179,0.517533,10.6458,1.86324,50.9427,0.237863,0.77507,0.272691,21.5686,0.0013902,0.166422,0.000225935,0.0277775,5.2604,0.0563626,0.28496,
178,50.9442,252.662,1313.92,0.20163,0.935335,34.4963,1.18444,0.45278,5.6394,1.13754,207.878,0.224137,0.714052,0.360575,23.6791,1.99926,0.568411,12.391,2.12544,1320.22,0.559875,0.774176,0.239921,12.5278,0.00135818,0.160681,0.000225935,0.0457286,1.62461,0.0517819,0.292827,
179,50.9442,72.5181,38.2113,0.702504,1.02409,41.0557,1.1662,0.516533,4.5019,0.900159,22.1938,0.221284,0.938449,0.475197,31.3291,1.93669,0.787216,11.0999,1.78651,184.269,0.333906,1.23804,0.291217,22.8528,0.00132751,0.166883,0.000225935,0.0457286,7.93532,0.0564043,0.292879,
180,50.9442,114.152,179.54,0.446284,0.992281,44.096,1.31648,0.574431,3.88412,0.794852,61.356,0.25752,0.880503,0.505139,29.7231,2.07297,0.881349,10.1591,1.42216,175.094,0.338814,0.999256,0.238489,16.5161,0.00131442,0.165653,0.000225935,0.0457286,7.74438,0.0563646,0.292879,
181,50.9442,75.5203,55.9922,0.674577,1.02198,37.8374,1.00688,0.651532,4.7114,0.976449,28.2885,0.184529,0.841573,0.421747,23.4696,1.79758,1.09186,9.51111,1.83468,53.8951,0.266838,1.05294,0.264643,27.4633,0.00132751,0.164947,0.000225935,0.0457286,8.1282,0.0418289,0.292879,
182,50.9442,92.3213,135.27,0.551815,0.918769,36.3149,0.907693,0.335937,4.55727,0.776549,47.6005,0.173234,0.736415,0.362931,21.7568,1.74333,0.450404,10.8983,1.59244,127.381,0.245471,0.896141,0.243715,16.8873,0.00132751,0.0771102,0.000225935,0.0457286,5.74232,0.0562573,0.292879,
183,50.9442,70.5192,37.0061,0.722417,1.06692,41.387,0.917417,0.331965,4.73163,0.719586,20.3233,0.223158,0.818243,0.481028,31.9148,1.73884,0.470303,11.3744,1.49919,27.6665,0.344864,0.966399,0.39763,23.4677,0.00130013,0.0683262,0.000225935,0.0457286,8.09644,0.0563883,0.292879,
184,50.9438,70.3972,36.9172,0.723662,1.06523,41.2179,0.997869,0.502602,4.38257,0.913064,20.1189,0.221285,0.977669,0.46483,32.1163,1.88885,0.799909,10.9521,1.92711,5.61146,0.341936,1.30917,0.389623,16.2123,0.00130013,0.162956,0.000276351,0.0445942,8.15745,0.0562352,0.292879,
185,50.9438,68.0249,38.7804,0.748899,0.938531,35.0974,0.620825,0.531798,3.71318,0.911971,25.3427,0.158319,0.710158,0.401328,22.7134,1.31327,0.976766,10.5256,1.90482,22.1863,0.251098,0.99467,0.232622,14.614,0.00130013,0.162956,0.000276351,0.051863,4.3763,0.0562352,0.292879,
186,50.9438,80.8174,93.2772,0.630356,1.05185,40.8554,0.853028,0.604121,2.47654,0.93102,32.9619,0.206757,0.876781,0.502634,30.2833,1.68694,1.05457,7.11572,1.89265,83.1438,0.328385,1.24242,0.234658,27.6264,0.00130013,0.166117,0.000276351,0.0521033,7.97343,0.0563802,0.292879,
187,50.9438,65.0508,46.5842,0.783139,0.925943,34.1148,0.474368,0.358696,1.90475,0.388581,26.0934,0.134758,0.655475,0.344066,20.3738,1.29045,0.65105,6.68412,1.09961,34.6541,0.239066,0.968892,0.234435,27.6266,0.00130013,0.16651,0.000276351,0.0521033,3.80892,0.0563992,0.292862,
188,50.9438,71.445,48.9934,0.713049,0.947916,34.7297,0.905471,0.387547,5.67837,0.9761,26.862,0.16433,0.793467,0.349932,22.069,1.63174,0.53615,13.0645,2.1615,36.5324,0.244839,1.00915,0.260233,17.3912,0.00130013,0.0559471,0.000306312,0.0529201,8.08264,0.0563549,0.292862,
189,50.9438,68.872,44.6656,0.739687,0.961635,35.7968,0.780746,0.589101,2.3037,0.676669,26.9282,0.154013,0.681107,0.384263,20.2715,1.67279,1.00676,7.41153,1.54517,31.5073,0.234971,0.89796,0.264064,26.9637,0.00130013,0.1671,0.000306312,0.0518725,8.3696,0.038012,0.292862,
190,50.9438,84.5046,115.308,0.602852,0.928162,35.5057,0.668774,0.400499,3.78895,0.6353,41.6533,0.160633,0.763294,0.37447,22.9396,1.50853,0.624148,10.0226,1.38299,107.241,0.252001,0.930811,0.233423,16.5474,0.00130013,0.16655,0.000306312,0.0518725,0.781325,0.0359225,0.292862,
191,50.9438,88.4089,103.829,0.576229,1.11453,46.1295,0.898679,0.725033,4.26459,0.972953,33.0282,0.271994,1.00339,0.572276,33.9816,1.4814,1.04033,9.57113,1.55345,93.5245,0.387857,1.14476,0.225918,23.2939,0.00130013,0.167675,0.000306312,0.0518725,8.01122,0.056429,0.292862,
192,50.9438,76.824,56.5362,0.663123,1.05326,41.9907,0.96039,0.556859,3.80708,0.838628,26.5662,0.227118,0.82384,0.48443,31.688,1.73976,0.918416,9.99125,1.62909,41.0163,0.340474,1.02441,0.243123,22.3971,0.00137214,0.167853,0.000298508,0.0519253,7.85732,0.0564466,0.177207,
193,50.9434,63.4232,26.2712,0.80323,0.871887,31.2765,0.791195,0.383525,4.55251,0.584981,24.1044,0.126054,0.732117,0.317903,18.1968,1.59828,0.524701,12.2331,1.46341,12.7757,0.209199,1.03014,0.368556,15.6681,0.00137214,0.167853,0.00026824,0.0507657,6.07487,0.0564466,0.292881,
194,50.9434,74.8521,51.4057,0.680588,0.986184,37.8255,0.961116,0.592926,5.23199,1.00327,27.3074,0.194873,0.748847,0.440964,24.3576,1.56704,1.01674,12.0908,1.80454,37.8325,0.283737,0.877403,0.245849,21.4284,0.0014386,0.168999,0.00026824,0.0529201,7.77456,0.0564995,0.292878,
195,50.9434,78.071,83.4741,0.652527,0.972865,37.3929,0.895226,0.513222,3.66015,1.04176,32.6725,0.181086,0.741302,0.411168,24.9231,1.69355,0.9005,10.4264,1.97564,72.7475,0.274833,0.984688,0.247769,15.3389,0.0014386,0.140188,0.00026824,0.0529201,7.97435,0.055269,0.292876,
196,50.9433,91.4832,137.504,0.556859,1.05778,44.8224,0.988044,0.58192,2.4899,0.963136,39.4775,0.251251,0.851213,0.527938,32.3806,1.71765,1.06315,6.73601,1.83219,127.542,0.37376,1.04343,0.238147,27.6295,0.00157456,0.0486357,0.00026824,0.0529201,8.165,0.0565932,0.292899,
197,50.9433,68.887,35.2885,0.739519,1.08044,40.3289,0.963527,0.590255,4.4872,0.791556,19.6906,0.212456,0.742139,0.494532,31.6966,1.76933,0.974412,11.0185,1.58883,20.2398,0.337162,0.956347,0.415443,14.7028,0.00157456,0.17115,0.00026824,0.0529201,8.15815,0.0565932,0.292902,
198,50.9433,79.3068,76.754,0.642357,0.961332,38.4744,0.792676,0.443776,3.00615,0.773553,33.8632,0.188082,0.803705,0.426201,25.473,1.65042,0.65601,8.74869,1.53039,66.4302,0.280679,1.03569,0.253048,21.5233,0.00157456,0.17115,0.00026824,0.0529201,7.81612,0.0565766,0.292899,
199,50.9433,77.7493,41.2079,0.655224,1.07322,45.3754,1.23887,0.52364,4.72912,0.934538,22.6817,0.265538,0.927339,0.521219,32.9539,1.97877,0.704374,10.0931,1.85286,20.002,0.359662,1.10984,0.297339,27.6292,0.00157456,0.143835,0.000273268,0.0529201,3.30063,0.0565766,0.180221,
200,50.943,84.7244,94.998,0.601279,0.957558,38.4498,1.25536,0.551497,3.94887,0.931127,37.617,0.194516,0.818707,0.444627,24.5006,2.1848,0.902187,10.3657,2.0958,82.867,0.285175,1.03253,0.228581,23.1996,0.00157456,0.075438,0.000273268,0.0529201,8.27556,0.0565766,0.292899,
