Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
71,205.828,347.796,740.967,0.591806,22.5005,32.4293,5.80359,33.0789,24.0901,4.55725,0,65.4546,5.46876,3.5787,33.1741,117.66,50.7567,219.854,24.4438,17.7756,41.627,2.41418,0,159.444,1.53915,8.12753,219.869,162.23,5.98264,0.6982,0.61445,8.92091,13.2256,1.14417,0,30.1631,3.78252,0.970548,1.48376,63.9354,
72,205.828,439.084,1174.68,0.468766,16.8012,71.2394,5.51946,33.4917,23.5144,4.4887,0,81.4939,5.43251,5.92262,72.2736,118.907,24.7799,408.624,15.6941,25.5723,34.1119,1.95654,0,195.229,1.44806,20.1217,411.02,159.54,5.98264,0.6982,0.457965,8.24698,13.0212,2.81707,0,38.4261,3.77,0.970548,1.48376,63.9354,
73,205.828,400.533,1041.87,0.513885,21.9259,54.8729,5.11708,31.4944,22.1118,4.64123,0,64.8138,5.23804,4.25726,55.915,130.145,55.5917,376.288,13.4125,11.0804,31.2469,3.03727,0,124.239,1.07423,12.4889,378.824,237.688,5.98264,0.669168,0.61445,9.43402,13.2256,2.72184,0,38.4261,3.76896,0.970548,1.48376,63.9354,
74,205.828,557.268,1459,0.369352,22.2415,126.875,7.58347,30.0241,28.4255,4.62272,0,53.4426,5.4898,7.0545,128.409,143.1,50.6066,575.622,26.8618,4.46081,54.0558,3.05321,0,71.4137,1.66269,24.4299,579.79,255.952,5.98264,0.669168,0.61445,8.56569,13.2256,0.235342,0,32.0196,0.527504,0.948281,1.48376,63.9354,
75,205.828,474.332,1275.86,0.433932,22.9382,77.0456,10.3213,30.8203,19.4902,4.82417,0,75.0128,5.7806,4.15289,78.1255,145.821,47.7818,427.937,44.0106,7.03386,20.0397,3.30473,0,172.569,2.46156,12.57,430.422,273.272,5.98264,0.669168,0.61445,8.0093,13.1257,3.96496,0,30.8727,3.7856,0.970548,1.48376,63.9354,
76,205.828,509.108,1226.48,0.404291,22.9817,66.1336,15.7278,67.7381,29.2557,5.09212,0,61.4054,5.53923,5.93415,67.2348,162.065,46.8565,388.638,60.1497,371.618,59.6673,4.23698,0,106.646,1.64485,21.3502,392.596,310.549,5.98264,0.669168,0.61445,8.68108,13.2256,2.27096,0,28.6472,2.46243,0.970548,1.48376,63.9354,
77,205.828,454.948,1097.52,0.452421,24.073,66.664,7.84499,31.2519,25.2209,4.87726,0,70.679,5.54384,6.56723,67.4221,144.804,58.9587,350.597,34.3523,37.8101,44.9247,3.6122,0,166.756,1.61704,23.236,350.899,279.969,5.98264,0.669168,0.61445,2.27323,13.1353,0.886521,0,22.3579,0.953545,0.970548,1.48376,63.9354,
78,205.828,386.371,959.174,0.532721,17.566,51.0242,6.06178,31.5413,19.1884,4.5326,0,78.7396,5.50438,2.65824,51.7947,117.76,32.3597,310.048,30.9614,10.4439,17.5077,2.06867,0,182.047,2.4197,7.35334,311.347,175.395,5.98264,0.669168,0.61445,4.56222,13.1389,4.01036,0,39.3237,3.25508,0.958208,1.48376,63.9354,
79,205.442,370.901,955.459,0.553899,20.6716,43.1791,3.95937,31.9607,21.542,4.55838,0,70.7134,5.32269,5.92708,44.006,119.061,48.8865,276.825,9.68513,10.1163,25.8436,1.94332,0,160.206,1.33573,21.4779,278.419,169.563,5.98264,0.669168,0.481749,8.88461,13.2256,4.02535,0,28.3133,2.84264,0.958208,1.48376,63.9354,
80,205.442,409.134,1124.58,0.502138,17.278,22.2063,7.9422,97.7047,22.2754,4.62652,0,86.6885,5.43485,5.54227,23.0845,116.351,31.2844,197.107,34.3755,650.862,34.5366,2.29969,0,222.375,1.55651,23.6861,197.745,140.365,5.82613,0.665997,0.481749,10.6666,13.2256,4.04377,0,38.8982,3.03385,0.958208,1.48376,70.9751,
81,205.442,439.613,1084.89,0.467324,25.4957,51.139,5.55914,36.0183,22.2192,4.88277,0,90.2234,5.30813,3.73273,51.9313,143.104,70.0906,296.55,23.719,82.3418,32.3274,3.45065,0,209.794,1.30376,12.3417,296.882,271.027,4.78447,0.665997,0.474399,8.84608,12.72,4.01107,0,37.7182,0.556136,0.958208,1.48376,70.9751,
82,205.442,380.789,804.653,0.539516,16.7014,36.0469,8.15692,34.4177,23.46,4.57398,0,90.1381,5.63193,6.51391,36.7899,118.359,28.6467,227.588,37.2051,32.7259,34.6051,2.18871,0,241.262,2.73248,26.7078,227.866,151.6,4.78447,0.624172,0.474399,9.2021,13.2176,4.02838,0,38.6162,3.08861,0.958208,1.48376,70.9751,
83,205.442,351.496,922.341,0.584479,16.9301,44.5732,3.31013,33.1104,21.8033,4.40043,0,69.0204,5.2684,4.69867,45.5978,102.783,36.2999,334.145,10.3554,14.706,33.8822,1.33748,0,149.284,1.3614,17.3856,337.027,67.2737,4.78447,0.624172,0.474399,18.5738,11.1445,4.0317,0,37.9977,3.69349,0.958208,1.48376,70.9751,
84,205.097,445.951,1185.16,0.459909,18.6855,61.6657,8.34476,31.9647,28.8574,4.65923,0,78.5801,5.33242,10.3289,62.9658,134.567,36.9454,360.922,35.6045,16.9162,57.7902,2.69596,0,183.942,1.19583,44.9871,365.321,223.804,4.78447,0.624172,0.474399,4.44686,13.5483,1.77436,0,38.4898,3.01401,0.958208,1.48376,70.9751,
85,205.097,557.098,1216.51,0.368153,29.8351,82.9847,8.03362,30.9235,33.6999,5.20729,0,85.8382,5.49991,13.0395,83.8009,178.235,65.5668,330.078,25.0463,9.1468,69.4059,4.01897,0,177.82,1.73637,46.2766,326.737,333.297,4.78447,0.624172,0.474399,8.195,13.0395,1.21868,0,29.0261,3.80905,0.967703,1.31336,70.9751,
86,205.097,611.208,1617.74,0.33556,25.2803,106.822,11.4883,31.4059,29.7797,5.07317,0,122.687,5.59137,10.9042,108.266,153.91,62.8744,506.682,45.6871,10.1005,59.1699,3.77903,0,304.087,2.88445,40.8565,507.893,281.014,4.78447,0.624172,0.472266,9.47021,13.2679,4.05826,0,35.7143,3.74832,0.967703,1.31336,70.9751,
87,205.097,437.564,1105.8,0.468724,20.4588,66.7618,7.51257,40.5225,21.4247,4.58552,0,75.3585,5.12384,4.68138,67.7979,123.337,50.7426,390.543,32.5732,72.6376,26.5433,1.9892,0,178.795,1.76426,18.928,392.68,159.407,4.78447,0.624172,0.472266,8.89466,13.2657,4.03834,0,31.4054,0.438801,0.967703,1.31336,70.9751,
88,205.097,329.638,776.598,0.622189,16.8478,22.9623,3.25066,34.9509,23.324,4.60866,0,76.1311,5.04016,3.2629,23.7208,115.539,43.5568,210.892,11.413,33.3499,37.8566,2.45077,0,199.488,1.21901,9.39768,212.343,168.165,4.78447,0.624172,0.472266,9.18774,13.2814,4.03714,0,38.2122,3.76239,0.967703,1.31336,70.9751,
89,205.097,363.853,939.137,0.56368,17.1874,48.8489,6.15373,30.6004,22.9705,4.51426,0,59.6216,5.02512,3.40797,49.6179,115.905,45.3762,291.046,31.9439,5.4135,38.7467,2.06257,0,113.923,1.53368,12.1699,291.191,188.18,4.78447,0.624172,0.472266,7.70567,13.5838,4.07841,0,31.4865,3.80903,0.967703,1.31336,70.9751,
90,205.097,523.409,1334.72,0.391848,21.2757,82.2156,4.98097,31.6527,31.1998,4.95435,0,104.526,5.0553,6.6095,83.2915,147.648,50.585,429.111,14.0645,9.39103,55.5425,3.17669,0,257.201,1.57097,22.2968,430.038,234.224,4.78447,0.624172,0.472266,8.56575,13.276,4.05056,0,38.2122,3.19761,0.967703,1.31336,70.9751,
91,205.097,431.085,1172.01,0.475769,23.3066,60.7454,6.57201,30.8508,24.0385,4.89142,0,61.6525,4.9578,5.46244,61.9221,146.685,64.9136,398.438,29.305,8.37505,40.345,3.56194,0,152.955,1.63524,21.6056,403.682,284.484,4.78447,0.624172,0.472266,1.68801,13.5838,4.07491,0,31.3545,3.05733,0.967703,1.31336,82.8211,
92,205.097,390.264,969.55,0.525534,12.8511,53.1839,4.23648,30.6009,23.8571,4.69468,0,66.0265,4.70854,4.61496,53.9498,131.54,23.781,297.867,18.1016,4.28791,43.2098,2.73505,0,116.607,0.990731,23.5127,297.867,241.291,4.78447,0.624172,0.472266,8.19062,13.2287,4.07018,0,38.2122,2.29079,0.967703,1.31336,81.2661,
93,204.03,418.936,1192.14,0.48702,17.2844,68.0001,6.40069,39.5141,24.7355,4.44673,0,71.5331,5.10974,4.64878,69.2892,107.974,39.1768,453.485,27.906,77.1229,35.9213,1.50781,0,158.48,2.86282,16.5523,455.611,90.3154,4.78447,0.624172,0.472266,11.3579,13.5838,4.07841,0,39.5921,3.09746,0.967703,1.31336,82.6191,
94,202.272,383.715,748.49,0.527141,20.9593,24.5137,12.5758,36.4882,25.3125,4.88683,0,85.8901,5.32265,6.42293,25.3162,136.026,58.668,178.076,51.341,50.7684,41.1001,3.50878,0,193.962,3.53872,24.688,182.035,240.907,4.78447,0.634099,0.472266,11.2396,13.2997,2.16014,0,31.9259,3.80904,0.967703,1.31336,82.6191,
95,202.272,364.527,800.786,0.554888,20.0248,37.757,6.33795,30.5995,23.2433,4.48941,0,70.4373,4.93329,7.51018,38.6018,120.593,50.3141,225.781,24.3179,6.43901,38.14,2.51734,0,167.137,1.49201,28.8755,224.826,210.23,4.78447,0.634099,0.472266,10.7836,11.313,1.45645,0,30.8906,3.80904,0.967703,1.31336,83.73,
96,202.272,479.247,1206.24,0.422062,26.1505,71.5339,11.5345,31.5857,29.4611,4.68729,0,83.6523,5.30657,8.61616,72.5253,134.194,67.6367,348.823,47.4409,11.3101,52.6297,2.27706,0,190.578,3.11718,33.3452,344.036,207.775,4.78447,0.634099,0.474399,8.57238,13.5838,4.09118,0,22.3591,3.33589,0.967703,1.31336,83.73,
97,202.272,328.847,639.934,0.615094,19.8634,22.5832,3.7824,41.1455,24.2496,4.69078,0,56.6466,4.94328,4.58262,23.3404,123.019,58.7553,166.436,13.5116,74.1226,38.3325,2.96104,0,101.883,1.47063,21.2341,169.398,211.877,5.61443,0.634099,0.474399,11.4035,13.5838,4.09118,0,30.782,3.80904,0.967703,1.31336,83.4518,
98,202.272,331.952,631.003,0.60934,17.2685,27.366,5.73207,36.3941,28.295,4.63935,0,55.7767,4.98633,5.25723,28.1022,118.135,44.899,173.147,23.3584,40.4186,54.092,2.2151,0,72.4199,1.21317,18.1979,172.938,132.227,5.61443,0.634099,0.474399,13.3908,13.5838,4.09118,0,31.3842,3.80904,0.967703,1.31336,81.3981,
99,202.272,305.051,711.914,0.663076,12.4476,23.6616,5.46127,31.5871,23.013,4.41787,0,65.84,4.9507,5.99386,24.4962,103.181,22.847,196.765,22.0918,7.89342,38.9762,1.3912,0,159.59,1.39915,27.3963,197.364,117.637,4.39011,0.634099,0.474399,10.2593,13.5838,4.09118,0,40.5144,3.80904,0.967703,1.31336,83.73,
100,202.272,391.218,972.769,0.517031,18.1862,46.9988,4.83987,30.8343,22.3303,4.69214,0,73.3115,5.05432,6.32042,47.862,130.788,50.3851,268.599,18.4279,5.05631,30.3804,2.53748,0,162.806,1.47655,23.5271,269.177,226.588,4.39011,0.634099,0.474399,10.2706,13.3618,4.09118,0,40.8278,3.16073,0.991841,1.31336,83.73,
101,202.046,408.87,1078.76,0.494157,16.4559,56.2118,5.38288,33.0523,26.4418,4.53055,0,82.423,4.96216,3.67304,57.3137,118.423,44.8892,380.25,18.2889,17.079,45.1084,2.14079,0,200.978,1.54065,10.3752,382.283,155.88,4.39011,0.544815,0.454739,9.04112,13.4818,0.340473,0,40.8278,3.57019,0.991841,1.22133,83.73,
102,202.046,730.926,1874.56,0.276425,22.4275,161.587,11.153,105.311,30.4218,4.82742,0,70.7809,5.27228,8.36642,163.476,147.303,53.1927,655.741,43.4748,742.072,51.7924,2.69887,0,165.725,3.49232,31.8149,639.174,220.096,4.39011,0.544815,0.454739,3.40114,13.5838,2.31422,0,26.7815,2.26684,0.991841,1.22133,83.5196,
103,202.046,514.259,1316.15,0.392888,18.6003,78.5108,5.70573,44.0316,25.9352,4.90974,0,100.808,5.00922,6.26548,79.6774,144.806,42.7633,422.605,23.5417,141.36,43.8793,3.36355,0,240.696,2.62354,26.999,426.583,259.701,4.39011,0.544815,0.454739,9.75105,13.5838,4.09118,0,40.8278,3.08893,0.991841,1.22133,83.6219,
104,201.765,419.542,1193.44,0.480917,15.1021,72.576,5.20408,31.7626,25.7656,4.57216,0,65.2348,4.77874,5.96815,73.9755,114.602,38.4892,454.694,23.9868,14.5918,47.4269,2.42831,0,127.289,0.992628,32.4472,459.267,134.607,4.39011,0.544815,0.454739,18.8391,13.5838,4.09118,0,40.8278,3.18212,1.00072,1.22133,83.73,
105,201.765,504.381,1293.44,0.400024,27.5355,76.5038,5.03826,40.8411,25.4355,4.92914,0,98.5417,5.0305,5.27766,77.5589,137.689,79.5782,425.111,16.8793,78.732,35.5113,2.93887,0,254.795,1.50423,20.2653,426.841,213.226,4.39011,0.544815,0.454739,8.50241,14.0765,4.11815,0,31.3556,3.8805,1.00652,1.22133,83.73,
106,201.613,485.079,1391.55,0.41563,19.8752,92.6976,7.22411,30.2029,20.1129,4.6097,0,74.0923,5.12559,5.89033,93.8391,131.409,63.0362,460.575,37.9194,11.4263,17.6096,2.3059,0,181.118,2.74522,27.4544,462.744,218.835,4.39011,0.544815,0.454739,7.12655,13.6203,4.08026,0,32.6987,3.8805,1.00652,1.22133,83.73,
107,201.613,273.462,409.238,0.737263,17.073,4.09359,2.86817,31.4468,23.805,4.6374,0,59.5913,4.73437,4.85326,4.86228,115.497,54.2013,90.9009,12.1202,4.80577,40.9563,2.94898,0,99.5534,0.675495,23.9646,90.3155,205.108,4.39011,0.544815,0.454739,11.4987,13.4387,4.07117,0,41.8748,3.57955,1.00652,1.22133,83.73,
108,200.926,490.783,1262.61,0.409399,21.6198,95.0468,5.57558,30.8015,27.9969,4.58202,0,81.6296,4.88952,6.29943,96.1339,116.208,60.9433,473.226,25.9496,5.88929,53.4516,2.22899,0,171.957,1.13562,24.3984,476.248,160.6,4.39011,0.544815,0.489931,3.32655,12.7076,3.33217,0,30.1959,3.88978,0.986048,1.22133,20.7441,
109,200.926,391.311,836.348,0.513469,22.2625,28.3808,8.30452,54.3113,28.836,4.75815,0,80.8954,5.00971,9.39892,29.1346,120.019,61.3019,217.261,33.3895,194.719,57.1039,2.56748,0,178.573,1.57708,45.2607,216.288,162.587,4.39011,0.544815,0.489931,8.35471,14.0765,1.96036,0,30.6967,3.89926,0.986048,1.22133,36.3105,
110,200.926,420.2,1140.08,0.478168,15.1935,59.5394,7.44928,35.0272,19.6114,4.62458,0,92.6005,5.09075,3.09626,60.5108,117.456,43.2887,376.419,30.4292,42.5554,14.7618,2.16612,0,241.013,2.49764,10.4579,376.726,164.365,4.39011,0.544815,0.489931,7.97929,12.4674,4.11815,0,40.1846,3.84955,0.986048,1.22133,83.73,
111,200.926,529.386,1311.73,0.379546,24.1565,97.205,9.03865,29.9526,24.8262,4.84007,0,79.4834,5.16539,4.41333,98.3248,151.98,69.2521,471.211,40.6134,6.98994,32.8808,3.7792,0,134.416,2.61688,13.2954,467.7,296.071,4.35106,0.544815,0.489931,2.89778,14.6986,1.98548,0,42.3863,3.09146,0.986048,1.22133,83.73,
112,200.476,301.792,511.7,0.664284,14.0271,16.9323,2.66581,38.699,19.0624,4.34132,0,77.3741,4.93663,2.3911,17.6521,103.71,39.2565,136.943,11.8242,58.5055,15.6096,1.53246,0,179.689,1.51579,6.78027,134,81.8334,4.35106,0.541482,0.489931,18.9718,13.6163,1.35909,0,41.1266,3.24879,0.986048,1.22133,85.3202,
113,200.476,537.797,1333.36,0.372772,24.6508,86.2352,12.3086,30.1715,26.6216,5.1542,0,83.6462,5.25036,4.92591,86.9899,171.843,78.1846,390.164,49.6657,10.366,47.7206,4.3187,0,161.105,2.66667,18.7618,390.825,346.429,4.3672,0.541482,0.489931,8.00871,13.9376,0.540126,0,31.8128,3.84955,0.986048,1.22133,85.3202,
114,200.476,490.817,1226.79,0.408453,18.8114,82.0388,5.09491,31.0108,21.7039,4.5738,0,104.705,4.81652,3.4468,82.9027,131.713,55.7121,379.408,24.6543,10.9875,23.424,2.63857,0,247.022,1.3165,12.9386,380.358,220.112,4.3672,0.541482,0.489931,0.794881,14.3548,0.972237,0,42.3989,2.94039,0.908149,1.22133,85.8125,
115,200.476,392.416,881.961,0.510876,18.0238,42.393,7.042,36.7331,29.0458,4.86627,0,67.9976,5.27935,6.78663,43.2153,131.033,49.7326,271.031,31.3678,42.2622,52.8649,2.76898,0,130.095,2.8266,26.4532,271.552,189.156,4.44416,0.541482,0.489931,9.07601,14.6986,4.13858,0,22.0646,3.84955,0.986048,1.22133,86.6557,
116,200.462,389.642,858.905,0.514477,20.7396,38.3323,6.64861,34.6352,25.2675,4.92085,0,70.3696,4.82699,4.31805,39.0737,140.51,63.1486,248.8,32.742,31.7254,37.9444,3.34579,0,164.639,1.02282,14.9231,248.731,253.353,4.44416,0.541482,0.489931,8.66368,13.9856,4.12635,0,28.352,2.91593,0.986048,1.22133,83.662,
117,200.462,420.45,1098.07,0.476779,14.694,63.8543,7.10323,31.9364,23.2631,4.889,0,60.2304,5.13986,3.87387,64.677,140.788,44.5339,350.674,27.8747,12.3677,30.7692,3.11088,0,120.676,1.70208,13.7491,347.586,247.782,4.44416,0.541482,0.489931,7.22684,14.6986,4.13858,0,31.4755,3.89208,0.986048,1.25304,87.065,
118,200.462,573.331,1489.91,0.349644,26.6397,108.311,10.2985,33.9485,27.7382,4.79732,0,103.836,5.11856,8.36611,109.422,134.856,99.133,461.274,45.7972,31.1548,50.0003,2.67879,0,269.678,1.70118,33.8501,454.147,216.083,4.44416,0.541482,0.489931,3.03597,14.1929,1.98007,0,31.295,1.59854,0.986048,1.25304,87.5651,
119,200.462,564.374,1496.03,0.355193,20.1574,132.493,6.05658,30.1644,19.6698,4.60922,0,70.5637,5.05192,5.85708,134.02,135.732,66.2354,554.01,27.2546,5.45638,17.6853,2.00206,0,140.534,1.48751,25.1,554.664,211.307,4.44416,0.541482,0.489931,10.8548,14.6986,4.13858,0,38.0368,3.89208,0.979655,1.25304,87.5651,
120,200.462,356.876,734.131,0.561712,15.5401,26.9933,5.71957,38.1086,24.7739,4.96718,0,65.2102,5.02954,7.3479,27.7633,135.422,36.5314,227.932,23.5498,38.599,35.5575,3.0587,0,107.683,1.53747,25.6156,225.58,217.581,4.44416,0.541482,0.489931,8.59652,14.5974,4.13858,0,40.1345,3.05546,0.979655,1.25304,87.5252,
121,200.462,417.15,1089.33,0.48055,14.3763,55.7621,4.28435,30.3809,26.9745,4.68928,0,80.078,4.86934,6.3466,56.5531,132.836,40.8114,310.643,19.3452,8.45924,53.76,2.86737,0,210.242,1.16293,31.5351,306.534,248.681,4.44416,0.541482,0.481732,7.13889,14.3577,4.12151,0,42.3995,3.88719,0.979655,1.25304,67.5209,
122,200.462,306.42,738.448,0.654205,7.76241,31.8782,1.33664,30.6304,18.5154,4.32424,0,66.0211,4.73115,1.41109,32.6495,107.16,9.26472,218.348,5.96732,2.88055,17.1898,1.02979,0,160.865,1.05447,5.08036,218.221,126.738,4.44819,0.541482,0.492529,10.1149,14.6986,4.13858,0,42.3995,2.89289,0.979655,1.25304,87.5252,
123,200.085,403.422,1096.42,0.49597,16.4559,66.4173,5.69583,39.6369,22.1085,4.51907,0,60.4643,4.9272,3.57773,67.7722,111.847,45.2175,451.345,25.2999,64.0871,30.142,1.75035,0,95.4793,1.56618,13.9517,450.894,101.887,4.6911,0.541482,0.480896,12.6603,14.6986,4.13858,0,28.5484,3.53054,0.979655,1.25304,87.4264,
124,199.781,403.089,898.815,0.495625,17.721,50.6298,8.72294,32.4694,25.155,4.69887,0,77.2714,5.08383,7.53368,51.5443,122.259,51.9998,279.644,37.2631,13.3286,43.0808,2.22362,0,164.559,2.79251,29.333,280.57,166.631,4.6911,0.533015,0.480896,8.67362,14.9563,4.1485,0,31.4411,3.4095,0.979655,1.25304,87.5941,
125,199.49,371.898,1128.37,0.53641,12.8821,66.0772,3.55375,31.0265,20.0735,4.30922,0,55.603,4.71978,3.13159,67.3785,103.142,37.9513,448.968,19.7409,4.99464,28.2017,0.827087,0,117.367,1.16667,14.0666,452.573,87.4421,4.54586,0.518094,0.480896,9.43551,14.9563,4.1485,0,35.0168,3.86072,0.979655,1.19706,86.2505,
126,199.49,362.122,795.939,0.550892,16.6774,39.6993,4.34778,31.1214,24.967,4.47447,0,76.9954,4.75827,5.63767,40.5171,112.926,49.5898,241.536,17.422,3.54201,44.1797,2.05576,0,193.18,1.27471,22.9726,244.791,135.999,4.67357,0.518094,0.480896,10.6989,14.7768,1.56198,0,31.4659,2.89931,0.979655,1.19706,87.0986,
127,199.49,317.581,825.892,0.628154,12.8283,41.2241,2.77244,31.5583,20.811,4.27051,0,57.3972,4.60101,4.32438,42.309,95.4845,40.0503,330.312,14.6363,4.67753,38.6644,0.767365,0,96.8993,0.652398,25.706,333.306,50.262,4.43922,0.518094,0.480896,20.5551,14.9563,3.55391,0,41.2997,3.86072,0.981104,1.19706,50.5043,
128,199.49,352.375,941.331,0.566129,10.3475,40.9072,4.69413,30.5004,20.8647,4.68152,0,60.4879,4.717,1.82021,41.9702,131.384,22.8953,329.308,24.123,3.0244,30.8935,3.3717,0,113.488,1.42518,5.36384,332.193,261.408,4.43922,0.518094,0.478231,11.1971,14.9563,4.15961,0,34.5323,3.86072,0.981104,1.19706,87.3041,
129,199.49,599.127,1394.88,0.332967,18.6458,77.6313,12.3879,69.7859,30.7657,5.17307,0,127.037,5.14283,7.75295,78.4053,166.399,50.5086,357.274,43.4866,370.714,64.5815,3.83258,0,276.138,2.85991,28.3758,352.284,304.854,4.51372,0.518094,0.478231,7.98124,14.9563,3.09648,0,42.5763,3.59533,0.964481,1.19706,87.6578,
130,199.448,362.082,896.635,0.550836,17.0297,41.4822,6.53766,37.2894,18.2103,4.73093,0,60.3224,4.7718,3.73858,42.3183,125.651,53.6764,280.716,26.1663,51.7048,15.2722,2.45087,0,131.941,1.74849,15.9343,283.977,188.851,4.20881,0.518094,0.478231,8.60916,14.9563,4.15961,0,28.2962,3.86072,0.964481,1.19706,87.6147,
131,199.448,328,749.827,0.608073,9.30918,27.714,3.1109,51.5009,19.6944,4.65148,0,52.2902,4.51508,2.61904,28.4683,124.126,21.7248,213.974,15.1024,208.493,22.0769,2.70049,0,80.9117,1.10077,12.6582,215.154,215.441,4.20881,0.518094,0.468188,7.97921,14.9563,4.14979,0,42.1935,3.86072,0.964481,1.19706,87.6147,
132,199.448,457.172,1206.17,0.436265,17.1681,66.1248,9.5363,30.9239,27.0567,4.73403,0,90.1218,4.62994,7.25283,67.0453,132.578,53.1218,324.17,39.9946,21.4407,52.5138,2.62249,0,231.594,1.35215,32.6714,325.276,215.904,4.20881,0.518094,0.478231,9.6877,14.9563,4.15961,0,31.4867,3.86072,0.964481,1.19706,86.6369,
133,199.448,395.096,979.756,0.504809,15.6154,36.3299,3.89994,54.1015,23.149,4.78752,0,82.7663,4.44423,4.77347,37.4015,127.827,46.1766,324.151,18.1,216.316,40.0659,3.05298,0,194.28,0.945002,23.1524,329.392,202.391,4.20881,0.518094,0.478231,13.1093,14.9563,4.15961,0,40.5091,3.1449,0.964481,1.19706,87.3778,
134,199.323,391.694,945.122,0.508875,16.7211,44.0325,3.40017,30.7157,25.8156,4.81966,0,73.1863,4.53582,6.84848,44.9978,136.621,52.1473,329.849,14.1775,23.6108,48.7246,3.47645,0,161.098,1.35932,27.4674,332.523,258.746,4.20881,0.518094,0.456266,11.2401,14.9563,4.15961,0,32.7127,3.86282,0.964481,1.16353,57.9851,
135,199.323,440.516,1201.44,0.452477,15.8115,56.4789,3.85728,30.5373,27.9774,4.91609,0,85.2433,4.32339,4.94077,57.5007,148.929,48.5689,382.667,19.8439,4.52052,59.6069,4.03901,0,214.417,0.57966,27.5035,384.719,314.805,4.20881,0.502531,0.456266,9.32204,14.9563,4.15961,0,30.7185,2.94561,0.964481,1.16353,39.7054,
136,199.079,263.869,390.319,0.754463,12.8807,2.90398,5.51078,31.9165,20.4796,4.57161,0,60.7656,4.4106,3.71457,3.60996,113.105,39.4305,55.0239,27.7366,8.21286,28.3804,2.69155,0,117.471,1.06763,16.9164,55.2914,193.992,3.81951,0.502531,0.456266,11.5584,14.7954,4.14055,0,30.7797,3.85934,0.959915,1.16353,87.6147,
137,199.079,443.794,871.305,0.448585,18.7411,49.5609,7.43845,43.3185,26.101,4.88004,0,104.905,4.69278,5.52123,50.2768,128.358,53.2332,256.929,30.1296,92.3663,45.4431,3.20057,0,236.46,2.87286,21.2143,257.208,204.822,3.81951,0.502531,0.456266,11.0688,14.7954,0.566153,0,31.086,2.82858,0.959915,1.14726,26.9992,
138,198.509,464.437,1193.54,0.427417,19.2441,59.2929,11.1089,61.8431,33.3598,4.66955,0,82.6472,4.86603,8.74604,60.2768,118.383,56.2452,377.225,45.8007,298.573,69.6229,2.22435,0,207.529,3.38966,36.6893,379.477,164.484,3.81951,0.502531,0.456266,8.57402,14.7954,4.14055,0,31.249,3.85934,0.959915,1.14726,43.9297,
139,198.509,381.384,935.184,0.520495,13.5047,37.888,7.13201,32.5385,22.8003,4.77178,0,85.5017,4.52202,6.14685,38.6875,127.891,45.2844,245.952,32.3986,31.8304,41.089,2.6696,0,212.935,1.68598,28.6827,247.609,171.121,3.81951,0.502531,0.456266,10.6518,14.7954,4.14055,0,40.3354,3.85463,0.959915,1.14726,88.1378,
140,198.509,562.553,1451.16,0.352871,16.157,113.479,10.3519,30.0955,26.1312,5.02793,0,73.4845,4.74371,3.79215,114.462,164.829,49.5175,500.061,38.1667,6.77292,48.8838,3.79889,0,161.156,3.08791,14.9296,501.748,316.184,3.81951,0.502531,0.456266,7.22151,12.6497,2.03872,0,40.8564,0.359075,0.959915,1.14726,88.1378,
141,198.278,344.147,714.426,0.576144,14.8469,16.0304,4.85272,49.3907,21.3177,4.80325,0,77.4592,4.28569,3.24863,16.7295,131.183,48.1703,167.497,24.6357,188.656,31.3192,3.64398,0,191.099,1.37377,15.2055,165.337,270.629,3.81951,0.502531,0.456266,11.2253,14.7954,4.14055,0,31.9338,2.09077,0.959915,1.14726,25.9577,
