Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
0,442.803,2060.32,917.527,0.21492,125.859,60.9964,79.1023,23.7198,126.166,13.7611,61.0043,502.645,0,5.17297,72.8095,989.082,134.308,70.8401,89.8606,31.5014,146.974,16.1321,70.5439,602.438,8.07388e-155,5.70144,84.7895,1140.41,9.06036,0.70657,7.57969,10.585,16.3611,0.9216,1.24701,14.1947,0,0.0651604,1.31272,31.8473,
1,442.803,1886.16,1017.76,0.234765,126.554,184.334,77.4503,26.8179,117.386,9.65144,184.62,368.861,0,5.11077,58.8797,726.492,75.1515,433.745,41.911,25.4026,76.9104,7.17148,435.923,271.685,0,3.7197,39.8269,581.69,9.06036,0.70657,19.357,11.0513,11.8888,0.116069,1.24701,14.1947,0,0.0651604,1.31272,31.8473,
2,442.803,1794.06,950.621,0.246816,137.946,210.455,75.3833,30.6126,122.2,8.37819,210.462,330.458,0,5.31253,59.7885,603.061,84.8968,366.92,37.8839,27.6545,75.4444,5.0818,366.993,243.683,0,3.96462,39.1475,420.879,9.06036,0.70657,10.3778,8.04244,16.9856,0.893088,1.24701,14.1947,0,0.0651604,1.31272,30.9835,
3,442.803,1620.28,869.606,0.273288,131.093,202.367,72.373,32.6066,114.714,7.57873,202.378,289.674,0,4.76891,58.6313,504.097,82.4216,370.665,39.6922,26.3773,71.7961,4.85704,370.845,200.948,0,3.50765,38.4966,422.49,9.06036,0.70657,10.3778,1.52641,13.6397,0.176097,1.24701,14.1947,0,0.0651604,3.09235,30.9835,
4,442.803,1406.04,570.78,0.314929,126.642,170.512,66.5667,34.5238,107.581,5.81738,170.563,266.355,0,4.98238,56.0393,396.457,81.8656,244.464,36.9958,28.5276,69.9036,4.12785,245.07,195.048,0,3.60982,39.7371,307.769,9.06036,0.70657,10.0214,11.9562,13.6397,0.176097,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
5,442.803,1348.64,460.16,0.328334,127.267,186.203,66.1578,37.9115,101.602,5.90342,186.152,237.052,0,4.47404,50.2452,345.668,81.3461,218.606,36.0954,30.1042,65.131,3.57748,218.505,164.55,0,3.46803,34.1663,267.356,9.06036,0.70657,10.3778,13.2834,13.6397,0.476864,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
6,442.803,1263.04,614.994,0.350587,119.032,145.91,65.8317,77.2381,106.29,6.29043,145.897,247.683,0,4.19621,51.8164,292.85,79.1034,154.624,37.2901,333.559,69.1649,3.68411,154.468,155.156,0,3.29964,36.8945,224.864,7.63902,0.70657,10.3778,13.2834,13.6397,0.318653,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
7,442.803,1263.11,657.895,0.350565,123.446,189.594,66.0036,40.4901,101.764,5.60685,189.715,233.356,0,4.08696,48.8539,260.197,71.5394,310.319,36.4451,46.5483,65.6913,3.35177,312.428,148.626,0,3.19039,33.3707,207.115,7.63902,1.06924,10.3778,10.5823,13.6397,0.476864,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
8,442.803,1206.3,612.525,0.367075,120.616,167.174,64.3923,40.9645,92.2106,5.92051,167.151,245.749,0,4.01608,43.7333,254.374,70.0844,254.726,36.2649,28.2066,64.6185,3.49341,255.377,161.921,0,3.30179,30.4997,232.687,7.63902,1.06924,18.574,8.59335,13.6397,0.476864,1.24701,14.1947,0,0.0651604,1.90955,30.4126,
9,442.803,1189.62,643.519,0.372223,118.75,183.381,60.3275,43.1706,87.4211,6.01561,183.328,228.439,0,3.26984,43.3227,232.192,68.395,279.586,37.0689,30.1845,61.2366,3.48327,280.147,192.884,0,3.14694,31.1514,215.246,7.63902,1.06924,8.45451,8.36909,13.0541,0.487149,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
10,442.803,1135.38,945.683,0.390006,121.803,171.559,57.9717,38.5796,89.3429,5.7146,171.843,235.023,0,3.44969,43.4623,196.627,68.7897,379.185,33.8792,16.1804,58.8059,3.13632,381.682,180.858,0,3.31476,31.0975,205.837,7.63902,1.06924,15.4698,7.91284,13.0541,0.487149,1.24701,14.1947,0,0.0651604,1.90955,30.9318,
11,442.803,928.14,199.742,0.477087,123.789,107.354,53.8185,39.2278,91.2326,5.43837,107.343,205.5,0,3.1543,42.1848,149.097,66.3313,110.629,32.1163,14.2334,56.8005,2.79322,111.016,142.172,0,2.93828,29.5217,121.143,7.63902,1.06924,18.574,16.7999,13.0541,0.487149,1.24701,14.1947,0,0.0651604,1.90955,30.9318,
12,442.803,1014.97,684.24,0.436272,128.93,146.441,55.8845,37.4371,91.1498,5.37388,146.486,205.398,0,2.92326,43.8344,151.113,68.207,245.271,32.5519,12.321,61.8657,2.88038,244.506,161.689,0,2.4128,34.9504,172.947,7.63902,1.06924,18.574,8.38762,13.0541,0.423848,1.24701,14.1947,0,0.0651604,1.90955,30.9835,
13,442.803,928.854,441.618,0.47672,128.701,105.722,56.1023,37.9273,82.3919,5.02312,105.788,219.9,0,2.98781,39.5525,144.758,68.6799,142.516,31.6849,15.8096,63.9674,2.67624,143.136,195.54,0,2.45826,38.9383,101.962,7.63902,1.06924,18.574,17.4073,12.7258,0.487149,1.24701,14.1947,0,0.00747389,1.90955,30.9835,
14,442.803,862.345,294.534,0.513487,127.828,86.892,55.4238,35.933,83.1719,5.02514,86.9236,180.318,0,3.52109,39.393,157.916,71.024,76.1419,33.5849,10.8925,62.8525,3.65909,76.0315,147.432,0,3.00516,33.3975,218.193,2.93575,0.452682,18.574,11.2066,12.9993,0.324948,0.361136,14.1947,0,0.00747389,0.721543,30.9835,
15,442.803,930.783,846.776,0.475732,131.81,128.204,52.9828,34.397,81.8981,4.5699,128.61,177.578,0,3.47813,39.1227,148.132,68.0477,318.05,30.8563,9.49028,63.081,2.53317,321.302,184.826,0,3.1015,37.3348,130.619,2.93575,1.5879,18.574,9.02273,12.9993,0.0891786,1.87347,14.1947,0,0.00747389,0.893913,30.9835,
16,442.803,910.926,900.332,0.486102,135.249,126.158,50.4084,35.0561,79.9013,5.13413,126.49,158.167,0,3.18503,37.872,153.305,77.291,356.618,26.9854,9.63475,61.879,3.22181,358.903,136.887,0,3.10147,34.1099,218.069,2.93575,1.49033,20.1652,9.73982,12.8361,0.324948,1.51654,14.1947,0,0.00747389,1.23815,30.9835,
17,442.803,940.368,945.777,0.470883,135.532,131.374,49.7805,34.6585,79.8055,5.60541,131.763,142.999,0,3.35132,39.5996,185.899,72.8332,374.003,26.0486,9.81829,63.8634,4.56936,376.612,129.561,0,3.64747,34.7647,315.231,2.93575,1.5879,4.73186,8.41796,12.8361,0.324948,1.87347,14.1947,0,0.00747389,1.23815,30.9835,
18,442.803,757.424,288.761,0.584618,138.08,70.394,55.1539,36.0794,80.2982,5.1196,70.5079,144.488,0,3.35256,39.1113,114.839,68.7227,83.9325,29.3414,8.37987,60.4048,2.58445,83.5585,160.636,0,3.56282,34.5449,126.628,5.26332,2.52769,20.1652,20.9232,12.8361,0.324948,3.04038,14.1947,0,0.00747389,1.37705,30.9835,
19,442.803,778.85,384.435,0.568534,137.017,74.9694,51.6359,36.1807,74.0599,5.1271,75.0326,172.834,0,3.43784,34.1354,114.42,69.501,69.5988,26.2281,8.77338,55.6585,2.48651,69.4688,214.37,0,3.06851,28.3005,102.243,5.26332,2.52769,20.1652,20.9232,12.525,0.324948,3.04038,14.1947,0,0.00747389,1.37705,30.9835,
20,442.803,842.118,962.84,0.525821,139.279,110.335,50.0027,34.3772,74.8833,5.38448,110.657,141.248,0,3.18622,32.9354,139.829,70.2178,327.662,25.5116,7.72867,54.1075,3.60068,330.237,151.932,0,3.19752,24.8775,264.363,5.26332,2.52769,5.3413,8.62818,12.623,0.324948,3.04038,14.1947,0,0.0651604,1.37705,30.9835,
21,337.517,775.693,758.498,0.435117,132.74,96.1435,51.2543,34.5527,70.8394,5.27971,96.519,125.642,0,3.06405,32.8134,126.846,67.4549,315.658,26.3212,7.0697,52.1487,3.44009,318.575,158.81,0,3.0496,26.1314,234.236,5.26332,2.52769,19.113,11.1281,12.623,1.26637,3.04038,14.1947,0,0.0590927,1.37705,30.9835,
22,337.517,697.684,691.425,0.483768,130.212,80.3227,51.0515,33.9147,66.3275,4.85375,80.422,110.647,0,3.19374,29.1047,107.634,69.8794,207.419,28.8043,5.85075,53.4571,2.28964,207.519,108.848,0,3.1433,23.6134,160.385,5.26332,1.1103,18.9032,8.98308,12.5111,1.26637,2.57519,14.1947,0,0.0532922,1.37705,30.9835,
23,337.517,640.911,310.737,0.526621,132.389,55.8527,48.041,34.5064,64.0419,5.23994,55.9595,99.6304,0,3.46751,28.2474,113.535,74.6385,51.8581,25.1572,6.07649,47.9132,3.24037,51.7406,81.791,0,3.37034,24.3535,213.573,5.26332,1.1103,2.7373,11.4701,12.5111,1.26637,2.19707,14.1947,0,0.0532922,1.37705,31.5792,
24,337.517,577.718,109.566,0.584224,128.253,49.5231,43.8946,33.797,57.4702,4.67255,49.6185,95.7002,0,3.45937,24.2183,87.1113,63.7999,41.3221,20.3617,4.81092,40.4193,1.49424,41.2074,74.7086,0,3.26931,19.3852,59.1546,5.26332,1.1103,19.113,25.0938,12.5111,1.26637,2.19707,14.1947,0,0.0367289,1.37705,31.5306,
25,337.517,791.815,1301.33,0.426257,123.424,131.65,45.4843,33.5,62.61,4.78823,132.463,122.366,0,3.54567,27.3888,104.595,66.3424,498.847,21.2692,7.20863,62.9479,1.98899,503.034,174.672,0,3.37546,33.9509,130.861,5.26332,1.1103,6.96562,12.4731,12.5111,1.0563,2.19707,18.0702,0,0.0367289,1.58562,31.5792,
26,337.517,651.401,604.54,0.51814,114.528,71.0054,45.3744,33.1467,61.1272,4.76683,71.1606,121.672,0,3.54928,25.1492,99.9222,62.0791,213.689,20.5742,5.19013,55.1475,1.67895,214.062,133.81,0,3.33384,21.8103,135.308,9.06036,1.1103,15.8703,11.8447,12.5111,1.18068,1.65661,18.0702,0,0.020467,1.58562,31.5792,
27,337.517,586.376,369.475,0.575598,111.28,45.5866,46.3854,35.0946,55.8347,4.79053,45.7111,122.165,0,4.00803,23.994,91.5261,60.6445,90.1449,21.052,12.3098,52.0308,1.62322,92.05,126.496,0,3.8725,25.9211,73.3334,5.36724,1.1103,21.4316,17.4412,12.5111,1.26637,1.65661,18.0702,0,0.020467,1.58562,31.5792,
28,337.517,679.303,1055.18,0.496857,111.988,97.2545,48.8449,35.2272,48.7779,4.75796,97.8269,120.682,0,3.92962,20.6205,89.394,65.5685,436.31,24.8651,20.2532,41.2445,1.46972,439.547,167.916,0,3.46907,18.5208,81.5242,5.36724,1.1103,21.4316,6.09685,12.5111,0.40505,1.65661,18.0702,0,0.020467,1.58562,31.5792,
29,312.849,588.759,617.818,0.531371,95.7891,61.3158,44.5145,34.9243,46.4791,4.88947,61.4428,115.791,0,3.61228,19.7785,100.222,53.312,204.028,20.5027,15.0571,32.9135,2.06525,204.277,197.271,0,3.42072,16.0996,147.169,5.36724,1.1103,19.0625,8.62422,12.5111,1.26637,1.65661,20.3922,0,0.0095362,1.58562,31.5792,
30,303.934,663.436,956.844,0.458121,99.226,60.2636,43.5646,91.1057,48.5219,5.2147,60.4124,111.792,0,3.23601,20.0163,120.084,54.9809,205.719,22.9127,515.156,40.8796,3.35077,205.791,136.973,0,3.46977,16.5024,246.879,9.06036,1.1103,15.5053,8.76773,12.5111,1.26637,1.65661,17.868,0,0.0095362,1.58562,31.5792,
31,300.964,557.233,778.945,0.540104,92.8995,65.2402,42.8583,33.7138,44.9552,4.70936,65.6324,101.055,0,3.35603,18.6327,84.181,49.2372,318.985,20.4695,57.8081,43.3369,1.23249,321.456,102.754,0,3.28577,21.3761,79.0318,6.60718,1.1103,9.4715,11.8639,12.4902,1.83969,1.65661,20.3922,0,0.0095362,1.58562,31.5792,
32,292.816,501.883,609.491,0.583435,98.0342,46.4264,41.2873,32.7704,35.9057,4.73632,46.5911,90.5392,0,3.38119,14.5786,87.6322,58.0127,202.011,20.5372,3.40927,26.3924,1.61165,204.068,70.3175,0,3.27875,12.6081,140.323,6.60718,0.902409,20.1258,8.57159,11.9653,1.83969,1.52235,20.3922,0,0.0095362,1.58562,31.5792,
33,292.816,668.738,1200.31,0.437864,92.3125,88.4563,42.1282,33.0406,42.4511,5.12002,88.7175,136.784,0,3.6858,19.1081,116.933,56.8806,336.682,26.342,8.29627,45.3296,2.58671,337.221,256.249,0,4.09718,28.8614,229.312,6.60718,0.902409,15.8743,7.28221,12.4902,1.83969,1.52235,20.1994,0,0.0095362,1.396,31.5792,
34,292.816,468.364,619.053,0.62519,84.407,39.7943,38.8069,33.6195,33.5527,4.6012,40.146,84.7337,0,3.1638,13.9996,91.5388,52.6017,194.313,22.3739,13.1002,34.0276,1.38357,195.785,94.0684,0,2.74202,25.6113,107.708,3.96199,0.902409,3.00471,16.436,12.37,1.83969,1.52235,20.1994,0,0.0095362,1.38927,31.5792,
35,292.816,557.423,853.514,0.525303,89.6316,62.0259,35.8734,34.467,36.3736,5.15655,62.2521,82.7397,0,3.3192,12.3376,133.247,55.8789,284.162,14.0447,20.9969,33.9045,3.56423,284.379,115.19,0,3.02271,12.324,275.212,3.96199,0.902409,19.8653,8.50834,12.37,1.83969,1.52235,20.1994,0,0.0095362,1.396,32.13,
36,266.289,605.83,1048.9,0.439544,83.6714,82.0887,36.2894,31.269,33.9669,4.98004,82.3851,99.5383,0,3.06193,12.8997,135.679,54.4774,337.396,17.3367,6.27252,40.2077,3.28479,337.949,186.609,0,3.33621,20.8753,278.369,3.96199,0.902409,18.9733,1.35992,12.37,3.34064,1.52235,20.1994,0,0.0095362,1.396,32.13,
37,258.675,569.262,1091.03,0.454404,78.8673,92.696,34.2292,37.2221,32.4495,4.64309,93.4961,80.8422,0,3.26989,10.9521,100.595,46.3231,454.604,13.7133,39.1722,29.7882,1.69711,458.545,118.74,0,3.30575,11.2752,108.579,3.96199,0.902409,10.1157,14.9895,12.2954,2.55593,1.52235,20.1994,0,0.0095362,1.396,32.13,
38,257.533,547.419,1152.56,0.470449,69.5856,86.6415,35.3077,31.878,30.6846,4.57972,87.3565,84.1154,0,3.16155,13.0167,101.091,38.3143,401.002,12.2546,6.45461,42.3947,0.982061,403.913,165.751,0,2.81107,31.451,137.703,3.96199,0.705856,18.9733,10.392,12.2954,3.34064,1.52235,20.1994,0,0.0095362,1.396,32.6553,
39,231.445,405.683,341.929,0.570508,75.0536,20.5042,36.4768,36.4952,29.6556,4.79675,20.7983,77.5479,0,3.44502,11.9889,88.9204,59.8466,62.7993,14.7434,31.9231,43.0958,1.87085,71.2418,124.495,0,3.51316,27.7548,86.7955,3.96199,0.705856,18.0461,29.3034,11.9722,3.34064,1.52235,21.604,0,0.0095362,1.47719,34.1683,
40,231.445,362.887,242.63,0.637788,63.1058,18.2777,34.5254,43.9754,24.4063,4.68117,18.5604,64.3617,0,3.08697,8.11756,79.7888,47.2779,17.149,10.1519,108.161,23.7182,1.23595,16.9726,60.2821,0,2.62298,12.5496,54.1031,6.60718,0.705856,15.6589,30.0161,12.37,3.61117,1.52235,21.604,0,0.0095362,1.66745,34.1683,
41,228.169,578.754,1317.32,0.394242,53.76,108.488,35.4351,31.9829,26.0506,5.0319,109.154,80.0962,0,3.74895,8.69027,116.316,38.6396,468.452,14.2051,12.8303,32.0832,2.45616,455.04,135.204,0,3.97369,15.035,242.855,5.83547,0.705856,16.0428,6.65846,12.37,3.61117,1.52235,21.604,0,0.0095362,1.66745,34.1683,
42,228.169,390.015,704.785,0.585027,53.2165,41.5992,36.575,33.479,22.7955,4.72123,42.0813,67.9377,0,3.66029,7.36856,76.5808,46.4242,267.625,12.5878,7.24338,17.3057,1.36142,268.813,116.111,0,3.57544,8.08264,79.897,5.83547,0.705856,20.3595,10.6653,12.37,1.65234,1.52235,26.5466,0,0.0095362,1.68206,34.1683,
43,228.169,343.691,539.309,0.66388,44.6408,33.1881,35.059,32.6923,18.9919,4.70245,33.6301,49.8313,0,3.37299,7.14446,80.4373,37.7731,192.783,8.80783,2.52928,8.24058,1.09549,193.423,25.4952,0,2.86346,14.3389,116.493,3.7145,0.705856,20.3595,10.5774,12.37,3.74849,1.52235,26.6184,0,0.0095362,1.68206,37.4323,
44,228.169,424.174,596.286,0.537915,49.3847,31.3553,37.14,36.4478,27.8127,5.05968,31.7646,105.972,0,3.52413,10.2682,85.4442,62.6141,116,13.9046,22.6369,43.1272,2.07997,115.91,245.421,0,3.34189,20.4249,92.7053,3.7145,0.705856,20.3595,22.6062,12.37,3.74849,1.52235,26.9154,0,0.0095362,1.68206,37.4323,
45,227.321,522.314,1261.39,0.435219,46.1306,83.5054,35.091,36.0329,23.6555,5.04596,84.3026,91.065,0,2.7696,9.10884,105.607,61.8839,424.291,10.5114,26.6751,24.2879,2.12583,426.938,214.818,0,2.50822,17.2966,183.445,3.7145,0.705856,3.6662,9.3581,12.37,3.733,1.52235,26.9154,0,0.0108365,1.7473,32.7717,
46,219.622,500.916,1069.26,0.438441,47.6807,59.0732,35.9327,35.3375,27.2767,5.33173,59.8905,90.6239,0,2.82441,11.3324,125.612,78.5145,342.608,18.4597,28.5093,54.7456,3.4404,345.696,214.583,0,2.52659,31.0619,283.095,3.7145,0.705856,7.954,9.48493,12.37,3.74849,1.52235,26.9154,0,0.0108365,1.7473,38.6167,
47,219.153,428.052,962.549,0.511978,29.5465,69.0952,34.1988,33.9281,19.2496,4.93086,69.6973,65.4222,0,2.62531,6.20263,93.1549,33.1994,349.578,10.9514,15.383,14.7805,1.88001,350.575,140.528,0,2.11665,10.6832,171.317,5.0815,0.705856,20.361,0.95506,12.4045,3.74849,1.6757,30.1475,0,0.0108365,1.55396,38.6167,
48,215.489,346.722,470.193,0.621504,31.0487,21.0984,34.2662,40.2545,20.3578,5.01476,21.5915,70.1248,0,2.75364,7.17796,93.0336,38.4121,79.7953,10.1794,68.5564,19.1645,2.5088,76.8799,106.362,0,3.11011,14.9372,185.307,5.0815,0.705856,20.361,13.2759,12.4045,3.57451,1.6757,30.1475,0,0.0108365,1.55396,38.6167,
49,209.891,508.68,1164.5,0.412619,28.989,68.5614,33.9206,47.4657,24.2241,5.39883,69.1436,100.111,0,3.09672,7.03653,120.732,46.471,340.619,11.0449,95.322,35.6778,3.01852,340.764,210.406,0,3.18013,11.2661,242.047,4.8102,0.705856,20.361,6.94284,12.4045,4.19043,1.6757,30.1475,0,0.0108365,1.55396,38.6167,
50,209.891,372.454,884.514,0.563536,24.2438,41.3628,33.8231,34.04,22.7573,5.00862,42.2153,64.2244,0,2.97633,7.80054,94.0017,38.4688,314.283,15.0103,19.3282,34.9175,2.37876,316.897,110.871,0,2.38538,16.943,197.003,4.8102,0.705856,20.361,8.4109,12.4045,4.19043,1.6757,31.9501,0,0.0108365,1.55396,38.6167,
51,204.441,392.042,762.512,0.521479,24.905,39.5005,33.0102,48.096,20.6203,5.0759,40.1145,74.5045,0,2.78845,6.00273,97.4236,36.5675,227.505,12.3526,108.853,19.5718,2.19177,227.524,132.542,0,2.3863,5.06203,160.867,4.8102,0.705856,14.4049,8.01909,12.4045,3.42253,1.6757,33.744,0,0.0108365,1.55396,38.6167,
52,204.441,419.285,874.294,0.487596,28.771,45.8842,31.7565,35.9662,29.1787,5.06952,46.7645,92.9876,0,2.9286,11.1781,88.7998,49.5516,315.071,9.48043,24.8123,54.171,1.99114,317.606,227.397,0,2.64408,28.5388,111.357,4.8102,0.94979,19.7672,10.4991,12.4045,4.1842,1.86969,28.5549,0,0.0595874,1.53339,46.8344,
53,204.441,505.024,1417.39,0.404815,26.0768,104.725,31.0227,35.7293,22.7663,4.77118,106.246,79.3068,0,2.65043,6.63317,85.0961,51.0363,556.854,6.89573,31.3001,32.4436,1.19117,561.773,186.803,0,2.377,11.0069,98.2237,2.043,0.94979,19.7672,14.9225,12.4045,2.43565,1.86969,33.0821,0,0.0595874,1.55396,45.2148,
54,203.997,473.251,1289.88,0.431055,22.226,32.7727,30.7323,120.478,23.5931,5.32602,33.4519,84.761,0,2.50765,6.48668,110.915,37.3443,220.593,9.07223,867.054,32.4937,3.27929,221.059,177.537,0,2.1411,9.90941,246.993,2.043,0.94979,19.7672,8.66432,12.4045,4.22864,1.86969,33.744,0,0.0273212,1.55396,46.8344,
55,203.997,281.539,336.84,0.72458,17.7314,12.163,30.1953,33.2734,19.7206,4.8059,12.8852,69.1675,0,2.45059,6.36915,72.7764,25.6928,52.6217,9.77396,86.8039,18.6598,1.52177,52.501,160.241,0,2.10834,11.5924,77.4825,2.043,0.945235,19.7672,31.391,12.4045,4.0949,1.86969,33.744,0,0.0273212,1.55396,42.2791,
56,199.759,335.114,714.163,0.596093,20.7499,27.8493,30.2831,34.088,22.2957,4.89654,28.6682,70.5318,0,2.40558,9.21344,84.1327,46.7942,194.512,12.5915,10.7183,33.9085,1.60643,195.274,153.55,0,2.04725,25.0436,127.675,2.60863,0.945235,19.5557,10.9673,12.4045,4.10178,2.16629,33.744,0,0.0273212,1.55396,46.8344,
57,199.759,396.571,807.534,0.503717,18.421,46.5056,29.9649,37.0032,22.4333,5.26284,47.3337,72.3359,0,2.72156,6.99974,107.589,27.1067,280.184,14.0678,39.9014,25.6954,3.22176,280.406,154.743,0,2.95556,11.1767,251.083,2.60863,0.945235,19.5557,1.04146,12.4045,4.29007,2.16629,30.1804,0,0.0273212,1.55396,47.9795,
58,199.759,320.68,536.737,0.622923,21.1347,19.3845,30.9758,32.9001,20.6138,4.97255,20.2179,73.7331,0,2.42223,6.74006,87.5855,49.2695,126.664,21.5734,5.71668,23.6853,2.60254,126.621,194.229,0,2.20621,12.2222,198.943,2.60863,0.945235,19.5557,11.4848,12.4045,4.27244,2.16629,31.3748,0,0.0595874,1.55396,24.8466,
59,199.759,369.475,906.586,0.540656,18.7836,41.7371,26.7796,32.7869,22.8255,5.02438,42.8568,73.629,0,2.08207,6.662,96.3083,44.4034,327.229,6.84723,3.47921,35.7581,2.7264,330.058,165.995,0,1.28813,15.3783,199.846,2.57144,0.945235,17.7921,11.3187,12.4045,4.01648,2.16629,33.8757,0,0.0595874,1.61509,49.9435,
60,199.759,352.761,909.356,0.566274,15.3831,45.8511,27.9751,32.4845,19.934,4.89111,46.7319,60.2055,0,2.4289,6.32858,90.5469,36.5521,277.45,13.2677,3.36978,31.1829,1.70254,277.997,138.376,0,1.85629,15.1536,175.444,2.5706,0.945235,18.7118,7.80142,12.4045,4.15355,2.16629,30.9913,0,0.0968713,1.63047,47.4659,
61,196.942,428.447,946.363,0.459665,18.099,50.3104,28.9936,45.691,22.0039,5.24641,51.1831,89.1846,0,2.70577,9.11699,105.912,33.389,278.724,17.557,83.0222,28.1702,2.40992,279.446,175.66,0,3.39317,21.9615,182.502,1.43029,0.945235,11.7082,9.52351,12.3827,4.40135,2.16629,33.8757,0,0.0968713,1.63047,47.3525,
