Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,
142,753.407,1132.38,1445.56,0.665329,22.9679,83.0758,4.1875,34.1195,22.097,4.08336,83.1506,774.538,96.0078,0,3.68711,4.46822,64.7949,395.307,16.9544,33.6636,38.5078,3.9391,395.483,472.299,220.537,0,3.18559,11.5509,4.27053,0.0247787,0.269912,6.81383,13.8049,2.83121,0.0620227,652.691,23.6407,0,2.37605,1.01221,
143,753.407,1086.88,1252.48,0.693183,17.9579,92.1853,2.41878,33.3025,25.6021,3.38967,92.8366,692.086,117.256,0,3.31897,6.5263,47.3114,481.019,8.8505,39.129,47.4392,2.26014,485.081,179.466,265.809,0,1.30353,22.1103,4.27053,0.0247787,0.255904,11.8122,13.2858,0.38567,0.0620227,653.075,43.336,0,2.37605,1.00006,
144,753.407,1131.95,1534.44,0.665583,20.6909,119.869,4.40602,27.2997,25.1488,3.43299,120.518,718.832,81.2309,0,3.63455,6.88788,58.9982,529.114,17.6708,7.95921,48.068,3.10712,532.486,400.051,156.558,0,3.33096,27.1908,4.14093,0.0247787,0.255904,8.80556,13.7977,1.90537,0.0620227,545.483,32.1104,0,2.37955,1.00006,
145,753.221,1100.28,1426.81,0.684573,21.0733,69.5363,5.19019,36.7397,20.7824,3.9205,69.612,771.562,92.9391,0,3.50167,5.42064,62.3515,358.884,24.0966,68.0612,41.2062,4.07663,359.113,508.225,200.191,0,2.86089,19.8271,4.14093,0.0247787,0.255904,6.83772,13.8049,2.81192,0.0620227,651.035,34.9095,0,0.824298,1.00006,
146,753.221,969.491,927.054,0.776924,23.8001,49.1206,5.79139,33.3393,20.0835,3.33898,49.4652,684.85,89.188,0,3.44068,7.07365,69.2877,337.954,22.7243,31.4544,41.0652,2.1833,340.675,153.998,190.759,0,2.0844,31.418,4.14093,0.0247787,0.255904,15.7641,13.8541,2.83499,0.0620227,651.02,28.8602,0,2.27793,1.00006,
147,753.221,1009.43,1309.48,0.746181,14.6106,73.8556,2.60284,28.779,25.0756,3.39957,74.2196,712.929,66.0023,0,3.15114,4.81003,50.2179,419.639,10.959,15.136,54.5578,2.56189,421.937,326.243,117.277,0,0.880374,20.1237,4.14093,0.0247787,0.255904,8.78865,13.8466,2.82897,0.0620227,652.098,32.7145,0,2.30752,0.996126,
148,753.221,1230.21,1800.41,0.61227,22.8387,110.955,3.19932,61.1712,21.1554,3.89495,111.405,769.435,116.774,0,3.29035,6.0923,64.7683,495.125,15.2952,321.146,35.3906,3.86195,497.465,481.962,271.396,0,1.32269,21.7241,4.14093,0.0247787,0.255904,7.42861,13.8404,2.81881,0.0620227,651.395,31.6537,0,2.37955,1.00006,
149,753.221,1160.8,1685.8,0.648878,19.0148,119.959,4.65328,39.5758,29.0048,3.27682,121.009,692.863,120.64,0,3.40701,7.40076,54.9175,580.443,18.8053,118.756,61.9106,1.88189,586.876,215.435,306.439,0,1.61288,32.0412,4.14093,0.0247787,0.255904,11.7446,13.8309,2.8301,0.0620227,652.4,41.3823,0,2.37955,1.00006,
150,753.221,884.448,740.879,0.851629,11.9877,30.7536,2.19797,28.7593,19.1674,3.32293,30.8511,691.284,58.2515,0,3.26848,4.60386,38.0157,231.843,15.3263,15.8138,33.0427,2.5043,232.469,250.114,102.618,0,2.53189,20.8668,4.14093,0.0247787,0.255904,8.64186,13.8011,2.83149,0.0620227,542.957,33.0347,0,2.37955,1.00006,
151,753.221,972.121,897.24,0.774822,18.1597,29.5557,2.41975,34.2718,29.0936,3.8103,29.6272,732.433,81.8406,0,3.3477,7.56156,51.5998,208.572,8.37356,45.6883,58.6085,3.85931,208.726,439.143,181.783,0,1.75775,26.8652,4.14093,0.0247787,0.255904,8.55603,13.8541,2.83697,0.0351076,621.633,24.6929,0,2.37955,1.00006,
152,753.221,1014.29,1209.81,0.742607,15.8847,84.928,2.41661,31.2847,21.8369,3.23371,85.3803,691.684,70.5396,0,3.1028,4.00185,51.5797,450.222,13.0253,38.7944,47.0088,2.20849,452.836,241.617,128.763,0,0.946178,14.6859,4.14093,0.0247787,0.26869,3.56173,13.8316,1.41715,0.0351076,651.561,23.6688,0,2.37955,0.99477,
153,753.221,1126.61,1583.45,0.668571,17.1623,124.447,6.04309,28.6768,25.6932,3.34264,125.382,702.794,85.2937,0,3.45956,4.31853,49.2991,583.265,26.1067,12.8362,47.1402,2.21963,587.917,265.568,213.565,0,2.96431,13.1088,4.14093,0.0247787,0.26869,8.714,13.8541,2.8004,0.0351076,597.363,23.9262,0,2.06861,0.99477,
154,753.221,1179.26,1690.01,0.638725,18.5176,121.872,3.24583,26.5536,23.8036,3.57052,122.262,758.587,91.7159,0,3.33013,5.79692,57.1345,501.561,16.9134,4.15761,46.5776,2.99976,503.461,436.982,196.875,0,2.64538,20.854,4.14093,0.0247787,0.272927,7.53226,13.8541,2.84237,0.0351076,652.889,43.6248,0,2.37955,0.99477,
155,753.221,1127.2,1583.37,0.668225,20.3511,92.6342,3.11028,28.2067,26.2723,3.70062,93.0534,761.802,89.353,0,3.19806,5.51513,62.8211,456.497,11.4031,14.0591,59.4689,3.93576,458.811,507.843,201.633,0,1.29244,22.0417,4.14093,0.0247787,0.271087,9.24496,13.8156,2.79537,0.0351076,651.865,43.9875,0,2.37955,0.99477,
156,753.095,1046.23,1353.96,0.719819,17.1062,87.8324,2.32678,29.7371,23.1515,3.32306,88.5318,694.129,91.2413,0,3.04452,5.80434,53.4103,493.368,9.82885,16.1757,41.5145,2.21735,497.42,223.275,218.956,0,0.962994,22.6782,4.29821,0.026292,0.254283,9.44552,13.8364,2.83888,0.0351076,652.226,22.9367,0,0.1857,0.99477,
157,753.095,1043.09,1261.54,0.721982,20.6403,63.6051,2.1818,29.109,17.2563,3.74705,63.6958,763.574,71.7137,0,3.19348,4.37729,65.7669,321.708,7.93519,22.1051,20.0413,3.93744,321.974,524.581,194.481,0,1.28094,15.8059,4.29821,0.026292,0.272927,8.21559,13.8364,2.84413,0.0351076,604.936,22.7607,0,2.40579,0.99477,
158,753.095,977.915,924.263,0.770103,16.4181,39.8476,4.8499,38.3556,23.6651,3.60539,39.8873,722.957,79.4688,0,3.29297,5.56735,47.264,194.814,21.2001,94.1401,45.1229,3.33407,194.767,386.587,180.669,0,1.71028,21.2734,4.29821,0.025466,0.272927,10.7252,13.8826,2.12601,0.0351076,591.316,23.2546,0,2.57645,0.99477,
159,753.095,987.734,1331.83,0.762447,10.1861,85.7136,1.20288,27.2081,18.2661,3.0702,86.3857,685.386,65.2787,0,3.0204,2.01671,32.2139,498.376,5.84007,11.3286,29.2151,1.84251,502.347,249.156,153.533,0,0.863861,7.39191,4.29821,0.025466,0.272927,8.63647,13.8826,2.84413,0.0351076,652.801,25.8934,0,2.57645,0.99477,
160,753.095,1096.1,1397.36,0.687071,20.9766,76.964,6.25204,30.0629,30.1306,3.78537,77.4234,766.455,72.3623,0,3.23696,8.4455,60.8372,427.529,25.3584,30.0547,67.2095,4.21459,430.233,532.558,128.84,0,1.95248,32.519,4.29821,0.025466,0.272927,7.5425,12.3707,1.70063,0.0351076,652.889,23.7195,0,2.57645,0.99477,
161,753.079,1156.84,1547.76,0.650979,20.5853,103.019,5.31848,28.5546,30.8433,3.63746,103.572,735.518,112.141,0,3.39629,10.2547,60.2388,494.16,23.0424,10.4552,62.9413,3.53056,496.278,399.416,266.767,0,2.82477,34.6881,4.331,0.025466,0.259323,9.09317,13.8746,1.44905,0.0351076,652.889,31.8752,0,2.57645,0.989739,
162,753.004,1039.64,1341.76,0.724289,19.2768,71.6866,3.39939,35.3807,21.5076,3.52244,72.0471,716.517,87.5478,0,3.05339,5.7056,61.2431,424.868,14.4315,50.693,42.9993,3.27616,427.373,372.05,204.565,0,1.27153,22.7558,4.331,0.0222409,0.256937,7.80171,13.8911,0.616113,0.0351076,537.948,24.1152,0,2.57645,0.99477,
163,753.004,1078.54,1298.37,0.698172,17.7767,77.5889,2.95383,39.801,22.4894,3.75435,77.7207,736.545,91.7045,0,3.04765,5.15442,53.8558,360.525,11.8221,100.921,43.4938,3.28743,361.006,390.038,197.229,0,1.03258,16.6349,4.331,0.0222409,0.256937,8.70771,13.8911,2.84613,0.0351076,601.429,23.898,0,2.57645,1.02749,
164,752.814,1091.83,1289.52,0.689495,23.301,59.4462,4.75156,38.9869,27.0567,4.08454,59.5531,758.179,105.168,0,3.30057,8.00744,65.7673,315.701,18.0635,68.327,47.3691,3.88976,316.123,421.825,256.125,0,1.79676,26.2611,4.331,0.0222409,0.256937,8.42704,13.8911,2.84613,0.0297264,653.728,22.8957,0,2.57645,1.02749,
165,752.814,989.504,1185.22,0.7608,13.0518,40.0121,2.89903,26.8999,18.5681,3.66355,40.1004,763.785,73.0358,0,3.18545,4.30214,44.5395,269.086,13.8317,12.4851,27.3463,4.09418,269.436,548.788,199.19,0,2.66214,18.9617,4.331,0.0222409,0.25644,7.10757,13.8911,2.84613,0.0297264,653.791,34.9036,0,2.57645,1.02749,
166,752.814,992.321,1284.76,0.75864,13.5621,61.3683,1.72439,28.69,17.0653,3.48226,61.4791,730.882,67.9478,0,3.04031,3.07898,46.438,346.917,7.57658,17.1587,17.7324,3.0943,347.357,400.666,153.325,0,1.5612,12.4181,4.39488,0.0222409,0.25644,8.31225,13.8911,2.84613,0.0297264,653.803,32.7497,0,2.57645,1.0126,
167,752.814,1268.28,1819.09,0.593573,20.3118,163.458,5.50978,29.6811,31.0928,3.7134,164.487,755.014,84.7476,0,3.51903,6.74219,57.323,655.863,23.799,19.8212,68.7335,3.54646,660.524,444.094,183.499,0,3.62565,28.5042,4.36733,0.0222409,0.25317,6.40192,13.5794,2.72986,0.0297264,653.803,23.9199,0,2.56542,1.02749,
168,752.752,950.976,900.027,0.791558,12.548,41.6978,2.425,41.4682,20.666,3.31438,41.9222,692.485,85.2,0,3.09054,6.15907,37.3576,273.467,11.1722,105.315,39.1926,2.05739,275.104,197.524,187.699,0,1.43041,31.2803,4.39953,0.012541,0.25317,12.1824,13.8911,2.84998,0.0297264,615.766,33.055,0,2.37353,1.03497,
169,752.673,990.633,1151.71,0.75979,12.5207,36.7232,3.41167,30.6404,19.7636,3.72297,36.7472,750.04,91.3299,0,3.19908,2.53465,39.1259,245.337,17.2832,27.8115,34.1836,3.90327,245.338,482.29,216.541,0,2.79623,7.22008,4.39953,0.012541,0.251008,6.37552,13.8911,2.84998,0.0350836,653.803,44.3985,0,1.3544,1.03497,
170,752.673,1002.48,1234.63,0.750811,14.7493,60.0687,3.05411,27.8032,21.2648,3.4426,60.176,722.27,80.1169,0,3.14976,6.38564,49.2977,327.813,16.9561,7.35473,42.9538,2.72997,328.297,371.055,185.617,0,2.47511,25.7621,4.29111,0.012541,0.251008,7.3322,13.8911,2.84589,0.0350836,653.484,23.5974,0,2.37353,1.00137,
171,752.673,1118.57,1308.42,0.672892,18.2696,68.6896,5.06324,33.1171,24.452,3.9765,69.0598,754.003,132.665,0,3.41628,5.85228,50.3895,386.029,18.6985,35.6438,49.7605,4.18818,388.719,443.994,293.46,0,3.10034,24.0003,4.22554,0.012541,0.251008,7.03183,13.8911,2.82372,0.0350836,653.35,44.1963,0,2.51944,1.03497,
172,752.667,1028.36,1191.71,0.731911,24.889,67.9971,2.54828,28.4845,26.1134,3.56504,68.3356,723.443,72.82,0,3.04961,7.11192,72.8738,385.412,8.93361,10.0726,52.2697,3.2773,388.011,397.735,141.197,0,1.28324,27.9032,4.08527,0.012541,0.251008,8.50286,13.8911,2.84998,0.0181087,588.693,22.7146,0,2.51944,1.03121,
173,752.667,929.903,971.041,0.809403,8.95825,30.2088,2.88478,28.2242,20.9577,3.31357,30.2209,712.054,84.7845,0,3.15523,5.14159,25.858,206.468,15.1944,10.8008,37.178,2.84316,206.59,369.112,208.838,0,2.76539,24.1732,4.22554,0.012541,0.251008,9.84989,13.9294,0.379441,0.0181087,653.625,44.1963,0,2.51944,1.03497,
174,752.667,1106.9,1321.8,0.679974,22.7154,80.524,3.23863,28.7384,24.6841,3.5401,80.5543,738.935,115.974,0,3.0904,4.91037,69.429,335.619,12.9367,18.1259,52.8969,3.47066,335.807,447.827,267.758,0,1.37013,19.0421,4.22554,0.012541,0.250699,8.59299,13.9294,0.0726083,0.0181087,495.024,44.1963,0,2.56378,1.03497,
175,752.667,1240.32,1820.51,0.606832,16.9362,136.253,3.98448,28.2225,31.8128,3.73042,136.872,751.153,122.854,0,2.96437,5.53863,47.8728,554.601,17.1921,11.8759,70.4638,3.77688,558.05,486.752,307.199,0,1.23461,18.7163,4.22554,0.012541,0.250227,8.45906,12.1631,2.85055,0.0181087,543.749,25.0282,0,1.09544,1.03497,
176,752.667,1090.24,1335.37,0.690365,19.8337,66.309,5.37528,30.436,29.2146,3.97798,66.6648,768.28,88.4317,0,3.36269,8.35837,53.2695,391.016,23.429,24.3805,58.8768,4.59139,393.654,570.297,192.84,0,2.90461,29.1981,4.22554,0.012541,0.250227,8.79333,13.9294,2.85261,0.0181087,653.56,24.9373,0,2.56378,1.03497,
177,752.662,988.544,1058.17,0.761384,20.0987,49.6382,4.87325,29.7347,24.1221,3.61141,49.729,715.993,80.1392,0,3.45749,7.14692,59.806,268.191,20.7904,13.5403,44.0539,3.07905,268.718,348.474,174.275,0,3.25114,26.9079,4.22554,0.012541,0.250227,9.73865,11.9677,2.85392,0.0181087,550.331,23.7529,0,2.56378,1.03497,
178,752.662,1112.35,1501.87,0.676641,14.692,108.255,5.13336,27.2032,26.8908,3.38344,108.746,724.206,84.1875,0,3.24213,6.41089,46.6678,488.977,22.1338,6.24396,62.1248,2.76079,491.591,347.598,184.184,0,3.07879,25.2999,4.12671,0.0105034,0.250227,8.38663,13.9294,0.41179,0.0178069,653.56,26.0658,0,2.56378,1.03497,
179,752.624,1177.46,1540.76,0.639193,23.3326,107.129,2.91392,34.4127,31.4378,3.81161,107.438,772.115,85.5565,0,3.0197,6.29255,68.206,453.095,12.7087,74.7035,69.2933,3.64631,455.049,486.412,183.726,0,1.2512,24.11,4.22554,0.0105034,0.250227,9.43415,13.9761,2.85436,0.0178069,653.56,23.8491,0,2.56378,0.945028,
180,752.619,991.426,1121.46,0.759127,16.8525,41.6141,4.59263,29.9617,24.2472,3.73727,41.9064,741.557,77.4725,0,3.20639,6.27812,52.3362,329.725,21.076,20.1762,45.2313,3.92398,332.359,446.987,160.361,0,2.87854,24.119,4.22554,0.0105034,0.250227,11.2055,13.9747,2.84965,0.0178069,653.56,25.6907,0,2.56378,1.02874,
181,752.619,958.577,781.096,0.785142,26.6065,13.8438,4.7114,31.8816,27.7909,3.96022,13.8842,738.215,85.8282,0,3.13468,8.72006,74.1392,75.2009,23.2455,21.5576,52.1103,4.48625,75.3948,451.209,156.176,0,2.01099,28.3269,4.22554,0.0105034,0.250227,10.6693,13.9747,2.85208,0.0178069,619.683,23.706,0,2.56378,1.02874,
182,752.506,1007.92,1279.08,0.746593,14.6873,75.4171,1.14585,37.7315,20.7609,3.18107,76.0016,672.895,99.5246,0,2.87903,3.69595,48.8847,469.058,5.25497,82.284,36.99,1.98291,473.033,120.679,249.148,0,1.08984,14.9511,4.22554,0.0105034,0.250227,13.2191,13.9747,1.72225,0.0178069,609.744,44.3536,0,2.56378,1.02874,
183,752.506,1162.88,1563.39,0.647105,21.7618,105.048,4.55162,26.8378,28.3458,3.80886,105.366,785.885,72.7421,0,2.90061,5.63234,64.8594,472.323,19.9356,10.7224,66.5958,4.11605,474.348,553.867,162.055,0,1.02969,32.175,4.22554,0.0105034,0.250227,8.24642,13.5561,2.85208,0.0178069,653.56,23.8593,0,1.76186,1.02874,
184,752.506,1011.86,1215.48,0.743686,18.6982,60.2534,2.4813,29.0214,28.5059,3.56814,60.4565,720.04,78.2192,0,2.95707,7.65791,57.4561,371.412,9.82089,11.2404,56.5848,3.22955,373.064,398.054,168.271,0,1.14017,27.2961,4.11322,0.0105034,0.250227,8.98682,13.9602,2.85208,0.0178069,653.56,23.5227,0,2.56378,1.02874,
185,752.506,1105.46,1365.6,0.68072,14.0925,82.8706,7.57527,32.2819,22.9084,3.9074,82.934,763.167,86.1858,0,3.27512,6.25891,40.4817,393.958,30.639,33.6203,46.1216,3.67255,394.239,457.43,212.739,0,3.1511,20.6362,4.22554,0.00974193,0.250227,7.22219,11.6158,2.85208,0.0178069,653.49,31.4128,0,2.23201,1.02874,
186,752.506,981.438,966.448,0.766738,18.2676,41.795,3.38136,40.4953,18.2207,3.68706,41.8394,704.394,102.225,0,3.11702,4.01623,54.5978,240.402,12.7698,66.644,19.026,3.00017,240.569,263.478,228.884,0,1.84562,11.5054,4.22554,0.00974193,0.250227,8.16818,13.9747,2.85208,0.0175431,653.56,34.1928,0,2.56378,1.02874,
187,752.506,1097.43,1328.55,0.685698,15.9849,71.4408,5.6986,52.1066,24.7676,3.74668,71.7924,741.382,101.46,0,3.02888,6.02256,42.5274,405.07,23.3743,221.989,51.7618,3.59324,407.802,420.447,231.036,0,1.60384,19.8635,4.22554,0.00974193,0.251268,8.91927,13.9747,2.85208,0.0175431,653.56,35.1336,0,2.56378,1.02874,
188,752.488,1021.49,1136.87,0.736654,14.7935,31.0025,3.81423,43.7108,24.9203,3.818,31.1538,733.68,125.343,0,3.00972,6.2482,43.8449,274.488,15.5165,131.582,43.6013,4.12097,272.241,437.956,305.591,0,1.70926,23.3811,4.2191,0.00524267,0.250966,3.12283,13.9747,2.85208,0.0168708,653.56,44.352,0,2.56378,1.02874,
189,752.488,1076.33,1550.07,0.699124,14.9776,75.9226,4.22216,32.0881,21.9121,3.62677,76.273,748.581,91.5203,0,3.22339,3.98331,52.0749,437.973,20.4756,52.659,45.7543,3.77217,440.479,487.231,245.531,0,2.99479,16.8063,4.2191,0.00974193,0.250966,7.34916,13.9747,2.85208,0.0168708,653.56,32.8965,0,2.57561,1.02874,
