Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,
114,690.169,1001.15,1132.2,0.68938,1.46309,3.25494,50.1998,4.34857,42.2342,9.24174,8.34431,50.4167,720.397,15.0192,96.2256,0,2.96804,4.31912,211.584,17.7398,88.2043,0.948667,35.701,210.251,500.976,17.4733,252.738,0,0.649915,1.65832,0.106105,0.263194,8.07155,5.26825,1.24262,0.245722,592.352,7.73624,33.1857,0,
115,690.169,988.009,1124.8,0.698546,1.43244,2.9434,61.1023,4.12044,31.3228,9.29621,6.78108,61.5489,683.527,17.9426,107.992,0,2.43413,4.26826,266.859,14.0408,8.46795,0.966574,22.85,269.02,504.744,26.8291,282.742,0,0.646427,1.83074,0.106105,0.263194,2.24393,8.4326,1.24262,0.245722,592.352,7.51139,18.1021,0,
116,689.716,956.639,992.511,0.720978,1.43637,2.96144,49.458,2.98443,39.1732,9.18073,6.56127,49.9631,680.811,18.4593,95.6508,0,2.65908,4.00244,252.637,11.6192,60.8357,0.776016,27.3451,253.556,453.836,27.1757,212.884,0,0.693971,1.98077,0.0846168,0.263194,9.41794,6.19866,1.24368,0.201403,592.4,7.0477,37.4638,0,
117,689.716,728.535,263.828,0.946716,1.04046,2.21267,6.45522,0.918462,32.7058,9.15235,3.28267,6.64,596.384,12.2316,57.5114,0,1.43169,0.948021,69.2079,3.76708,7.46528,0.450143,13.6394,67.0779,84.2433,10.0177,136.021,0,0.615439,1.9097,0.106105,0.262101,31.5954,8.27294,1.24368,0.245722,592.048,7.46153,36.9619,0,
118,689.716,903.222,1008.32,0.763617,1.3832,2.87981,34.9333,3.36568,32.861,9.27857,6.36904,35.1403,676.194,15.7831,85.0334,0,2.44915,3.77622,174.563,12.5827,10.6898,0.88087,21.1802,169.685,433.742,23.3032,211.674,0,0.675097,0.642884,0.0921607,0.262101,7.40046,8.27294,1.24368,0.163494,592.4,7.46153,32.4682,0,
119,689.716,772.761,386.31,0.892535,1.11293,2.52181,6.67956,4.26676,37.344,9.46066,4.54974,6.86999,619.65,14.8836,65.4214,0,1.31705,2.09115,47.1278,18.4261,35.9942,2.52054,14.3995,46.4259,160.585,20.5918,161.004,0,0.719763,2.05915,0.0921607,0.263194,31.9931,8.27294,1.24368,0.163494,591.809,7.46153,31.7656,0,
120,689.716,825.448,822.023,0.835565,0.982853,2.63875,21.0581,1.90191,38.6374,9.11709,2.70087,21.2721,649.467,11.3117,66.3601,0,0.895098,3.05403,144.057,10.3895,67.6899,1.03604,7.38897,142.476,353.452,4.4038,164.201,0,0.654808,1.99343,0.0921607,0.263194,8.6668,7.16224,1.24368,0.163494,592.29,6.40365,37.4638,0,
121,689.322,1070.46,1910.66,0.64395,1.47776,3.24533,20.1881,2.74514,198.672,9.06715,7.77681,20.3841,709.424,17.2784,80.1997,0,2.93577,5.00772,116.758,12.4575,1615.19,1.04152,28.9535,116.843,563.725,26.2011,210.942,0,0.600922,2.05915,0.0921607,0.263194,4.67454,2.7091,1.24368,0.163494,592.017,6.40365,23.3133,0,
122,689.322,904.568,919.318,0.762045,1.34951,2.95155,34.157,2.87978,34.0285,9.13697,5.90018,34.5894,670.692,14.8577,94.0259,0,2.09712,4.11971,218.242,10.2028,164.343,0.786718,20.8778,219.952,446.589,19.6645,227.625,0,0.62977,2.00307,0.0921607,0.263194,9.80174,8.0598,1.24368,0.163494,592.183,6.40365,37.4638,0,
123,688.572,920.169,918.381,0.748311,1.53159,3.16632,25.615,2.76346,41.2574,9.11358,6.8916,25.962,700.475,18.2014,85.1911,0,2.77091,4.49137,176.164,9.8743,66.64,0.681772,27.1942,178.138,514.064,28.9581,190.772,0,0.694198,2.07184,0.0921607,0.265859,11.0438,7.88733,1.24368,0.163494,592.183,4.85056,37.4638,0,
124,688.572,899.463,885.77,0.765537,1.42839,3.07626,34.5148,2.01335,32.4332,9.06803,5.35556,34.8714,690.615,16.0091,70.0773,0,2.6482,4.39612,194.721,8.7841,11.4383,0.606242,17.8514,196.056,508.095,24.3739,169.827,0,0.659342,2.07184,0.0921607,0.265859,6.97042,8.0598,1.24368,0.163494,592.29,4.24072,23.727,0,
125,688.572,916.534,979.027,0.751278,1.06686,3.04161,34.631,3.31461,33.5739,9.03329,4.70076,34.9847,690.356,15.3732,86.458,0,0.920354,4.26233,196.151,13.167,16.917,0.540677,15.8452,197.479,495.791,22.7234,217.633,0,0.633712,2.02039,0.0921607,0.265859,8.51189,7.90523,1.24182,0.163494,592,4.24072,24.6697,0,
126,688.572,840.013,741.246,0.819716,1.38354,2.61828,26.1358,2.97927,33.6666,9.18479,7.01404,26.4234,645.007,11.6968,73.9035,0,2.56827,2.74498,147.592,12.9771,14.9431,1.06242,30.8403,148.099,302.402,9.1529,179.793,0,0.694198,0.456081,0.0921607,0.265859,7.80408,8.0598,1.24182,0.163494,592.29,4.85056,34.5262,0,
127,688.572,865.524,805.527,0.795555,1.18197,2.73914,28.9952,5.35019,33.733,9.4617,5.13836,29.204,645.668,15.1918,88.8608,0,1.46068,2.68709,140.993,22.7364,10.5592,2.79601,17.9476,141.105,294.138,22.3184,227.368,0,0.694198,2.07184,0.0921607,0.265859,8.63075,7.85463,1.24182,0.163494,592.29,4.85056,22.9563,0,
128,687.485,908.633,911.832,0.756614,1.44342,2.75808,53.8751,3.67371,32.5712,9.15179,7.24913,54.4097,654.225,15.3318,73.9441,0,2.79676,3.12626,255.414,13.8346,6.97106,0.994118,24.6579,259.373,358.823,22.0617,180.06,0,0.68783,2.04935,0.0921607,0.265859,8.29656,8.13909,1.24182,0.163494,586.58,4.85056,24.8941,0,
129,687.485,883.612,899.464,0.778039,1.01066,3.08983,23.4558,2.34078,31.4529,8.93546,4.1493,23.6884,706.361,12.4377,66.6903,0,1.06394,4.80113,144.807,9.76502,4.45444,0.801923,16.825,144.996,568.156,18.1612,131.085,0,0.694198,2.0673,0.0921607,0.262948,7.84258,2.1124,1.24182,0.163494,592.29,4.23497,25.3242,0,
130,687.485,856.234,837.496,0.802917,1.19696,2.83886,27.7421,1.8642,36.5957,9.07558,3.90412,28.1077,669.921,14.14,60.8473,0,2.10178,4.00241,192.605,8.31548,48.2783,0.696598,16.2259,193.961,460.868,24.8631,153.537,0,0.644093,2.06897,0.0921607,0.19969,11.5136,7.94611,1.24182,0.163494,592.29,4.23497,22.9526,0,
131,687.485,790.156,657.504,0.870062,1.13789,2.62475,12.5706,2.05395,31.8843,9.03432,2.12308,12.7769,650.978,10.9711,54.0006,0,1.81856,3.5105,99.6753,8.24894,5.64138,0.471556,4.91431,99.6186,417.033,14.9743,93.1037,0,0.694198,2.05108,0.0921607,0.258101,8.81476,8.13909,1.24182,0.163494,592.29,4.23497,33.4164,0,
132,687.485,861.526,823.658,0.797984,1.22455,2.64358,44.7061,3.84576,34.0129,9.11973,5.74342,45.2183,638.444,14.6343,61.9337,0,2.05771,2.49177,249.791,15.262,14.9403,0.874818,21.7608,251.753,257.626,27.4632,152.356,0,0.622835,2.05108,0.0921607,0.258101,7.93458,8.20687,1.23077,0.163494,592.29,3.96128,22.6919,0,
133,687.485,844.658,801.603,0.813921,1.18851,3.10882,11.2335,2.67541,33.3309,9.10177,3.58836,11.4473,701,13.8942,54.089,0,1.70854,4.98142,105.889,11.4209,12.9574,0.890861,10.865,105.623,573.978,27.7211,92.7609,0,0.674014,2.0376,0.0921607,0.258101,8.68474,7.77668,1.24182,0.163494,592.29,3.96128,23.6794,0,
134,687.485,898.449,924.39,0.765191,1.02008,2.99743,29.0034,4.05667,50.1448,9.01735,3.72623,29.266,682.781,10.3158,76.1199,0,1.15173,3.6608,160.746,21.0458,106.124,0.709063,14.5471,161.778,407.855,12.1497,203.876,0,0.629289,2.00952,0.0921607,0.258101,8.64313,7.13068,1.23269,0.163494,592.165,3.96128,31.6935,0,
135,687.485,946.783,980.582,0.726127,1.59195,3.48869,24.46,3.58028,33.9081,8.96814,5.70166,24.6776,742.928,16.0859,81.3935,0,2.98611,5.6191,128.536,16.8421,28.8872,1.17173,22.1439,129.12,633.052,31.487,186.457,0,0.689199,0.0952434,0.114871,0.258101,8.92111,0.579504,1.24459,0.229924,592.675,3.96128,23.2268,0,
136,687.485,951.48,1085.49,0.722543,1.31115,3.32882,40.1065,3.29647,32.2689,9.07706,4.11633,40.3376,732.448,12.0521,73.1369,0,2.47119,5.09375,193.372,15.4941,12.3915,0.632408,13.6389,193.558,596.337,24.5813,133.963,0,0.632767,2.01358,0.114871,0.258101,8.53385,8.31332,1.24459,0.229924,592.675,4.23497,38.1771,0,
137,687.485,871.859,819.474,0.788528,1.52151,2.67962,29.2017,5.70917,36.0761,9.01834,7.67582,29.5593,639.081,14.7187,96.617,0,2.97378,2.61815,190.759,22.8787,22.3461,0.614987,29.0199,192.007,270.154,31.4139,249.489,0,0.667536,2.04115,0.128479,0.258101,8.86247,7.57463,1.24459,0.298105,592.675,4.23497,23.5916,0,
138,687.485,880.288,846.241,0.780977,1.43932,2.99356,22.4337,2.05742,32.0648,8.98554,6.67862,22.7851,692.871,12.5611,75.4173,0,2.67334,4.3599,160.824,10.0126,9.15518,0.613992,22.2702,162.116,501.31,26.1202,179.563,0,0.710813,0.234194,0.178036,0.238609,7.02984,7.8452,1.24459,0.301871,592.265,3.20379,23.2247,0,
139,687.485,904.825,942.798,0.759798,1.38403,2.7631,28.2499,5.09705,66.8634,9.03886,4.56681,28.4677,659.02,11.4061,87.9682,0,2.51182,3.2926,150.348,21.8146,334.834,0.875218,15.5751,150.403,369.408,22.9105,183.875,0,0.733026,0.16757,0.178036,0.258101,9.23262,5.20942,1.23539,0.301871,585.197,3.32042,32.3991,0,
140,687.485,988.9,1192.84,0.695201,1.19947,3.36272,52.6845,4.46787,30.9257,9.12077,6.36418,53.0746,739.443,11.8052,76.4518,0,1.98051,5.1382,234.224,17.112,25.9583,1.05521,24.3826,239.521,609.021,25.6206,157.82,0,0.667623,2.04425,0.178036,0.260572,7.18846,8.15345,1.23539,0.301871,592.732,3.32042,23.8728,0,
