Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,
170,78.5646,151.875,475.976,0.517297,6.15412,2.26034,1.41392,35.031,0.96444,33.0493,32.2182,4.52611,36.2579,24.9377,5.25504,1.38976,4.03084,3.75045,229.209,224.683,0.987855,10.6126,1.11575,1.19325,1.16026,24.5913,0.262349,0.244554,0.0752442,4.36712,26.6187,
171,78.5646,154.622,361.766,0.508107,6.79998,5.8326,1.45711,53.2217,3.74384,21.0951,20.8489,4.51124,37.1118,22.5088,20.7953,1.33764,130.944,15.6438,141.377,140.398,1.05812,11.0186,1.11575,1.19325,1.16025,20.2287,0.262349,0.244554,0.0752553,1.65088,34.9256,
172,78.5646,170.042,429.97,0.462029,5.25777,2.06135,1.55234,34.3558,2.88932,40.8875,40.6216,4.49863,37.9181,21.3279,5.52737,1.85912,19.0162,14.4713,198.926,198.374,0.853021,12.6303,1.11574,1.19323,1.16025,18.7765,0.262333,0.244555,0.0752718,4.22402,34.9256,
173,78.5645,158.082,482.502,0.496985,5.08351,6.47439,1.32736,35.2457,1.86011,34.4431,33.5799,4.25008,35.8182,19.9968,30.1543,0.890432,1.76213,8.04589,230.747,225.41,0.625799,8.75563,1.11573,1.19323,1.16025,28.2573,0.262315,0.244548,0.0752715,1.36575,20.7374,
174,78.5645,185.8,459.005,0.422844,10.2384,7.42743,1.45368,43.417,4.51573,39.1947,38.864,4.56372,36.1255,35.8606,30.4282,1.28411,60.4438,23.6156,188.495,188.333,0.851392,6.04031,1.11573,1.19323,1.16025,18.2142,0.262315,0.244548,0.0752735,4.36724,34.9256,
175,78.5645,166.646,382.073,0.471447,10.4738,3.37089,1.33093,42.8918,2.62938,33.0157,32.8172,4.49839,35.6175,37.0536,12.2327,0.777192,56.1867,10.2269,164.189,163.31,0.594761,5.67884,1.11572,1.19323,1.16025,18.9353,0.262315,0.244548,0.0752735,4.36725,23.4113,
176,78.5645,199.153,492.582,0.394494,5.46165,2.48918,1.58797,34.1745,3.39183,55.2434,54.9313,4.67602,37.1971,17.2211,5.90317,1.87927,9.64902,18.1473,223.401,225.466,1.28429,9.86202,1.11572,1.19323,1.16025,12.47,0.262315,0.244548,0.0752704,4.36721,34.9256,
177,78.5645,116.525,265.726,0.674226,3.48398,4.18197,1.32447,64.0636,1.81898,1.20543,1.04322,4.48016,34.9237,16.6336,20.9924,1.17795,204.267,11.0027,53.8968,53.7556,0.812922,2.25058,1.11572,1.19323,1.16025,35.2201,0.262314,0.244548,0.0752735,4.36725,34.8291,
178,78.5645,142.841,344.009,0.550013,9.71564,4.77411,1.5635,34.3695,5.9646,23.2382,22.9671,4.58598,35.6627,33.5819,14.9556,1.65409,29.8145,24.7171,148.447,150.227,1.50575,10.8372,1.11572,1.19323,1.16025,1.42163,0.262301,0.244549,0.0752799,0.981928,1.66212,
179,78.5645,224.292,601.409,0.350278,12.3573,7.42518,1.82425,35.1267,4.05039,61.9563,61.051,4.50579,35.995,38.4823,27.7629,2.45147,3.87732,19.6373,270.148,268.943,1.02968,12.0096,1.1157,1.19323,1.16025,22.6338,0.262299,0.244549,0.0752828,2.43888,1.83093,
180,78.5645,301.511,770.269,0.260569,11.7398,7.08733,1.70934,34.2237,3.99081,101.818,100.5,4.49008,35.9513,36.4466,23.9899,2.13022,5.73158,15.5537,350.281,352.068,0.937774,7.08098,1.1157,1.19325,1.16025,2.2583,0.262294,0.244552,0.0752828,2.27663,19.016,
181,78.5645,185.948,451.914,0.422507,8.22649,8.3079,1.63277,36.4699,3.32961,44.7491,44.4954,4.49718,34.2399,29.7967,29.2847,2.05149,10.3462,14.905,199.074,198.28,1.14393,5.07725,1.11568,1.19326,1.16025,18.5232,0.262294,0.244545,0.0752844,0.645019,4.85012,
182,78.5644,201.049,576.163,0.390772,9.18883,5.82014,1.54076,37.3924,2.51224,52.6928,51.7612,4.54585,35.5951,32.2486,23.8736,1.58123,17.8794,10.3745,264.874,260.554,1.38909,4.11541,1.11568,1.19328,1.16025,22.3159,0.26229,0.244545,0.0752852,1.18282,30.2781,
183,78.5644,196.478,531.354,0.399863,8.16145,9.67432,1.71172,34.4817,4.16058,48.0281,47.2703,4.73861,38.2515,27.2586,33.0079,1.94626,3.84112,15.3363,244.323,240.022,1.42708,14.304,1.11568,1.19328,1.16024,24.7606,0.26229,0.244545,0.0752852,4.36729,32.4388,
184,78.5644,175.235,410.137,0.448337,9.60898,5.55676,1.4508,36.8339,3.08961,38.3463,38.1563,4.51611,37.6768,31.5065,22.2537,1.09441,17.1169,9.89449,183.139,182.891,1.0403,10.8988,1.11568,1.19329,1.16024,17.8644,0.262289,0.244545,0.0752852,1.42871,34.9256,
185,78.5644,167.879,503.179,0.467982,7.45415,3.88489,1.61221,34.7808,3.59888,37.5762,36.8012,4.71953,37.4514,26.0523,13.0494,1.85316,2.93384,14.4544,231.771,227.473,1.40992,14.1488,1.11568,1.19329,1.16025,24.4344,0.262287,0.244548,0.0752872,4.3673,19.4091,
186,78.5644,293.566,678.64,0.267621,18.2208,12.2083,1.75871,99.3526,6.121,57.6898,56.71,4.74458,36.7602,45.7431,33.8009,2.14824,306.922,25.1024,265.935,263.578,1.74425,10.2116,1.11568,1.19329,0.78859,20.6038,0.262286,0.244551,0.0752872,2.51104,22.0253,
187,78.5644,200.282,575.039,0.392268,8.93966,3.08924,1.45065,34.532,4.86851,53.2736,52.4442,4.58966,37.0948,31.984,12.5976,1.372,64.2485,19.9273,265.755,261.956,1.04095,11.7389,1.11568,1.1933,1.16025,18.38,0.262286,0.244551,0.0752872,4.3673,29.4752,
188,78.5644,243.81,688.248,0.322236,10.1927,6.46701,1.57051,39.721,5.92139,70.6668,69.0806,4.48156,35.709,31.0317,25.1768,1.45607,29.6873,21.852,323.303,315.973,0.682201,8.232,1.11568,1.1933,1.16024,29.8878,0.262286,0.244551,0.0752865,3.27767,21.2626,
189,78.5644,103.706,100.701,0.757572,9.46278,5.14266,1.65483,38.8775,3.90562,1.26919,1.10174,4.32142,37.9698,33.3041,19.126,2.09612,28.397,18.4683,60.5789,67.6016,0.274125,13.7284,1.11568,1.1933,1.16024,24.6496,0.262286,0.244551,0.0752865,2.77975,34.9256,
