Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
86,53.4326,113.421,333.471,0.471101,13.1357,6.58429,2.36583,22.7855,4.4139,24.048,13.982,22.4744,3.63099,14.7784,8.82839,1.89261,154.609,6.92526,1.60528,4.3507,152.567,0.874101,1.73093,1.54269,0.0137911,0.247572,0.114437,9.74703,10.7174,0.103604,1.04181,
87,53.4326,104.416,297.347,0.511726,13.0551,6.57692,2.45147,15.956,3.92764,29.2643,13.8415,15.61,3.73349,15.1625,13.1562,1.88582,134.837,3.66241,62.1471,1.97419,132.027,1.16108,1.73093,1.54269,0.0137911,0.247572,0.114437,22.9005,11.5407,0.103604,1.19942,
88,53.4326,99.166,290.113,0.53882,11.7235,6.39853,2.60676,15.5677,5.53429,24.3722,14.0475,15.2196,3.69585,10.248,10.9706,2.03388,133.614,14.76,5.42854,4.04133,130.587,1.03206,1.73093,1.54269,0.0137911,0.247572,0.114437,22.9005,11.5407,0.103604,1.19942,
89,53.4326,79.0402,54.6012,0.676018,12.5759,6.67451,2.62043,4.42714,4.99403,24.8195,14.8934,4.31466,3.72059,16.8961,11.4481,2.05011,4.6424,11.2914,8.50024,9.20289,12.0439,1.0677,1.73093,1.54269,0.0137911,0.252638,0.114437,12.2813,11.5407,0.103604,1.19942,
90,53.4326,79.4717,62.9679,0.672348,11.776,6.53147,2.64132,5.52067,3.87107,24.8379,15.0869,5.41084,3.79553,16.0761,14.3013,1.94182,13.0553,5.1065,10.4106,10.2985,13.0664,1.20208,1.73093,1.47028,0.0137911,0.0787684,0.114437,12.1941,11.5407,0.0575619,1.17966,
91,53.4326,96.223,188.918,0.5553,12.7589,7.28017,2.65316,4.78982,4.75815,41.1082,14.3323,4.68302,3.85935,20.9632,16.1434,2.04497,5.81998,11.2094,131.796,3.97882,5.81491,1.16258,1.73093,1.47028,0.0137911,0.0787684,0.114437,22.8773,11.5407,0.0575619,1.19942,
92,53.4326,107.133,271.022,0.498752,12.4884,5.97841,2.55311,19.0325,5.05127,24.5439,14.8061,18.914,3.76498,19.8748,11.3516,2.05834,112.178,13.0751,18.2409,8.32201,110.869,0.96604,1.73093,1.47028,0.0137911,0.0787684,0.114437,8.6938,11.5099,0.0575619,1.19942,
93,53.4326,91.6575,196.853,0.58296,12.4557,6.41575,2.56718,11.3031,4.61713,24.5401,14.8448,11.1606,3.7532,19.9121,15.9948,2.09718,76.2915,11.2999,7.10397,8.45091,75.8906,0.853703,1.73093,1.47028,0.0137911,0.0787684,0.114437,12.1817,9.72999,0.0575619,1.19942,
94,53.4326,85.7922,185.812,0.622814,11.8851,4.98908,2.56819,9.98148,3.44081,23.8658,15.4516,9.84675,3.76337,17.5384,4.75803,1.91659,82.5403,3.52972,1.96027,12.1376,82.3802,0.910518,1.73093,1.47028,0.0137911,0.0787684,0.114437,9.38495,11.5407,0.0575619,1.19942,
95,49.2793,89.1929,266.417,0.552502,9.2107,4.64198,2.4486,14.1899,3.20346,24.0733,13.8133,13.8654,3.74619,5.07325,3.68276,1.89724,132.272,2.65353,0.923046,1.95955,129.954,0.812381,1.73093,1.50815,0.0137911,0.0787684,0.138292,14.0733,11.5407,0.0575619,1.19942,
96,49.2793,86.3193,197.616,0.570895,10.7901,6.58978,2.51927,9.97243,4.28156,24.0015,14.5914,9.8084,3.76482,15.768,19.3692,1.71609,81.0778,11.8759,1.33214,7.67279,80.5903,0.876607,1.8332,1.50815,0.0137911,0.0787684,0.138292,11.036,11.5407,0.0575619,1.19942,
97,49.2793,79.8166,167.796,0.617406,10.1275,4.37328,2.40953,9.04902,3.03746,24.0127,14.1114,8.91315,3.78257,13.0536,3.87702,1.89203,75.7858,2.89027,1.21596,3.93495,75.6651,0.762254,1.8332,1.42835,0.0137911,0.0787684,0.138292,9.83105,11.5407,0.0575619,1.19942,
98,49.2793,79.9023,183.415,0.616744,8.69459,4.34632,2.4872,9.48457,3.66384,24.0325,14.1375,9.34083,3.71492,7.47457,3.10234,1.64899,81.965,8.89882,1.23546,4.82209,81.7322,0.83901,1.01056,1.42835,0.0137911,0.0738108,0.138292,9.5894,11.5407,0.0262893,1.19942,
99,49.2793,126.977,437.557,0.388095,10.2213,8.27034,2.60365,29.8832,4.48155,24.0011,14.6977,29.1956,3.62299,14.0158,28.2695,1.82238,200.137,13.6363,1.22566,7.7298,196.731,0.744549,1.01056,1.42835,0.0137911,0.0738108,0.138292,13.8736,11.5407,0.0262893,0.751897,
100,49.2793,75.4709,91.4991,0.652957,9.17079,4.55238,2.31985,7.03365,3.40297,24.0243,14.3354,6.90902,3.72261,10.9414,6.38713,1.69947,36.3403,6.55565,1.09066,7.12319,41.4879,0.703645,1.01056,1.42835,0.0137911,0.0738108,0.138292,12.32,4.52156,0.0262893,1.9349,
101,49.2793,98.5575,258.357,0.500005,11.6282,5.66145,2.64369,15.7421,3.84599,24.5216,15.2027,15.5573,3.75441,23.7887,15.9882,2.25513,109.338,9.31716,8.24365,9.78011,109.292,0.935701,1.01056,1.42835,0.0137911,0.0738108,0.138292,9.29462,11.5407,0.0262893,1.57905,
102,49.2793,73.318,87.9074,0.67213,9.66081,4.45665,2.46926,5.48702,3.39854,24.0067,14.8054,5.36852,3.66514,15.842,4.2424,1.73979,30.0152,6.88131,1.51657,10.0604,31.7316,1.07965,1.01056,1.42835,0.0137911,0.0512164,0.138292,12.1386,10.2577,0.0262893,1.54229,
103,49.2793,111.184,397.559,0.443224,9.82686,4.70676,2.38242,24.124,4.0763,24.7273,14.0839,23.5142,3.74206,17.7833,6.87209,1.80661,187.673,9.21578,7.77549,3.1094,184.511,1.25304,1.01056,1.41913,0.0137911,0.0512164,0.138292,16.6808,11.5407,0.0262893,1.9349,
104,49.2793,72.3056,81.1931,0.681541,9.22877,6.13699,2.32677,2.70311,3.9018,27.0927,14.6768,2.56682,3.67187,16.6323,18.7835,1.96016,6.12143,9.37868,31.8147,7.4385,21.76,0.978705,1.01056,1.41913,0.0137911,0.0512164,0.138292,14.1043,11.5407,0.0262893,1.9349,
105,49.2793,96.0077,265.622,0.513285,10.0734,5.51299,2.35033,15.6765,3.34638,24.8713,15.002,15.5048,3.6699,21.5556,11.5855,1.94992,115.47,6.00451,10.8471,7.99813,115.872,0.927026,1.01056,1.41913,0.0137911,0.0512164,0.138292,9.22408,11.5407,0.0262893,0.889066,
106,49.2793,101.685,329.884,0.484626,9.72204,4.54491,2.21257,19.6215,3.37598,23.8156,15.4441,19.272,3.6766,19.4743,4.30973,1.65043,155.663,6.38591,2.18669,12.0222,153.425,1.044,1.01056,1.41913,0.0137911,0.0512164,0.138292,9.61959,11.5407,0.0262893,1.9349,
107,49.2793,93.7945,286.527,0.525396,9.93007,6.01115,2.24211,15.0214,2.7005,25.0344,14.5725,14.6818,3.60049,22.379,15.8117,1.85848,134.349,2.77965,10.1919,7.31944,131.97,0.765057,1.01056,1.41913,0.0137911,0.0512164,0.138292,13.7956,11.5407,0.0262893,1.11504,
108,49.2793,83.373,278.733,0.59107,7.37166,4.12616,2.12722,12.8116,2.51528,23.9899,14.4085,12.4651,3.55761,13.442,4.29909,1.90654,133.902,2.02594,1.5209,7.90773,131.169,0.511724,1.01056,1.41913,0.0137911,0.0512164,0.138292,12.3058,11.5407,0.0262893,2.0902,
109,49.2793,74.1569,185.637,0.664527,6.84863,3.74497,1.93363,8.69774,2.71308,24.0017,14.0773,8.57908,3.56071,12.5275,2.21299,1.36814,83.645,3.31395,1.24609,4.82886,83.3011,0.53204,1.01056,1.42835,0.0137911,0.0512164,0.138292,9.18494,11.5407,0.0262893,1.76269,
110,49.2793,119.264,435.563,0.413196,7.9914,4.23295,2.083,30.2836,3.11376,23.9593,14.2213,29.7024,3.67591,17.4093,5.36766,1.83322,204.467,6.52678,1.48305,4.89629,201.832,0.893549,1.01056,1.42835,0.0137911,0.0512164,0.138292,9.29468,11.5407,0.0262893,2.0902,
111,49.2793,135.15,477.516,0.364627,8.54989,5.31688,2.08858,37.1391,3.4136,23.8909,14.4654,36.5078,3.77779,18.9308,15.6513,2.10862,221.071,7.75951,1.73476,5.93314,217.062,1.14812,1.01056,1.44707,0.00259098,0.0512164,0.176446,9.50566,11.5407,0.0262893,2.0902,
112,49.2793,68.1258,83.6297,0.723357,8.45621,4.58746,1.95149,1.88821,3.21951,28.2159,14.3586,1.79613,3.65229,21.4415,9.632,1.645,2.91933,7.77468,39.257,4.52363,34.7231,0.708286,1.01056,1.44707,0.0137911,0.0512164,0.176446,23.1309,11.5407,0.0262893,2.0902,
113,49.2793,88.8667,271.332,0.55453,6.90402,6.0721,1.90081,14.5883,3.22445,23.9328,14.2458,14.4158,3.58265,16.6263,20.3453,1.33425,111.638,9.37326,4.50045,4.92317,111.637,0.698528,1.01056,1.47734,0.0137911,0.0512164,0.176446,10.9268,12.5357,0.0262893,0.987156,
114,49.2793,87.0771,287.222,0.565927,7.57459,4.55015,2.07581,12.866,2.98178,26.698,14.1606,12.5276,3.64259,19.5655,8.65888,1.53223,134.938,6.0181,26.069,3.69406,131.841,0.82937,1.01056,1.47734,0.0137911,0.0512164,0.182529,23.3561,12.5623,0.0262893,1.56622,
115,49.2793,80.3555,201.164,0.613266,7.70806,5.86141,1.95859,9.16735,3.34334,24.9515,14.6902,9.06539,3.60977,20.7973,18.0315,1.68563,81.3247,10.7424,12.7315,8.0543,81.1281,0.799108,1.8332,1.47734,0.0137911,0.0512164,0.182529,10.1903,12.5623,0.0262893,0.889856,
116,49.2793,99.2049,327.794,0.496742,9.39666,4.71437,1.9063,18.2539,3.90959,24.953,14.5635,17.9186,3.58905,25.3975,10.2309,1.72531,150.934,11.9313,8.35539,6.08315,147.336,0.579913,1.8332,1.38433,0.0137911,0.0512164,0.182529,10.974,12.5623,0.0262893,0.548784,
117,49.2793,80.6926,243.404,0.610704,7.38348,4.91972,1.72948,10.8428,2.82179,24.1591,14.4591,10.687,3.69005,19.4009,12.2791,1.68722,109.673,7.05532,2.67298,5.60068,108.997,0.893945,1.8332,1.38433,0.0137911,0.0512164,0.182529,3.05993,12.5623,0.0262893,0.884563,
118,49.2793,94.2785,327.262,0.522699,6.93338,4.35721,1.74339,18.0632,3.13112,24.4697,14.2118,17.7522,3.61649,17.2348,11.9225,1.647,149.686,10.2953,6.48349,3.76684,147.405,0.529837,1.6403,1.38433,0.0137911,0.0512164,0.151496,13.7952,12.5623,0.0262893,0.534869,
119,49.2793,76.6028,199.96,0.643309,7.44783,5.0895,1.73807,8.40759,2.82694,24.3732,14.8285,8.28766,3.60347,19.7212,17.2062,1.58628,80.1188,7.79561,5.78994,8.44112,80.1568,0.568907,1.8332,1.38433,0.0137911,0.0512164,0.151496,11.7472,12.7062,0.0262893,0.382962,
120,49.2793,91.2477,265.15,0.540061,7.90311,5.03968,1.92976,14.8862,2.76685,25.4816,14.8142,14.7597,3.66654,22.593,14.403,2.25497,114.417,6.73518,14.7357,6.68703,113.912,0.536261,1.71265,1.38433,0.0137911,0.0512164,0.151496,10.1899,12.9875,0.0262893,0.869917,
121,49.2793,103.788,326.507,0.474806,8.04222,4.52314,1.72165,22.1238,2.50714,24.2585,14.9185,21.9696,3.72383,23.4655,13.9466,1.79938,144.846,4.17414,6.70027,7.30392,143.342,0.875706,1.71265,1.40947,0.0137911,0.0512164,0.151496,6.2426,12.9996,0.0262893,1.8792,
122,48.1044,100.864,359.235,0.476926,7.76837,5.38589,1.82731,20.0974,3.22253,23.7858,15.3294,19.7614,3.68539,22.0169,17.8027,2.03303,159.271,10.0853,1.80546,11.0252,156.48,0.730721,1.71265,1.40947,0.0137911,0.0512164,0.151496,9.52311,12.9996,0.0262893,0.223775,
123,48.1044,73.7268,189.018,0.652468,6.05186,3.08593,1.72656,9.32675,1.87894,24.3658,14.262,9.25551,3.77346,17.3737,3.83884,1.8981,83.6011,2.01381,5.44331,5.10003,84.0544,0.870316,1.71265,1.40947,0.0137911,0.0512164,0.151496,9.37987,12.9996,0.0262893,2.53668,
124,48.1044,110.32,400.274,0.436043,6.49001,4.33612,1.59036,26.7638,2.78747,23.8017,14.3675,26.3959,3.78744,18.0585,12.3784,1.26081,182.165,9.65954,2.0489,4.88792,180.514,0.784116,1.71265,1.42436,0.0137911,0.0512164,0.151496,4.6663,12.9996,0.0262893,2.53668,
125,48.1044,99.3052,306.832,0.48441,7.4997,7.08663,1.68326,11.3921,3.11597,38.6867,14.7302,11.2803,3.83032,21.6524,27.3744,1.78448,87.8908,11.764,180.665,7.61165,87.2611,1.03409,1.71265,1.29186,0.0137911,0.0512164,0.151496,13.7342,6.68392,0.0262893,1.01765,
126,48.1044,97.9395,336.182,0.491165,7.77756,3.45583,1.77818,19.6281,2.63683,24.3496,15.1275,19.3315,3.85429,22.8482,6.39698,1.8939,155.966,9.3142,15.7756,9.5533,153.766,1.02677,1.71265,1.42436,0.0137911,0.0512164,0.151496,9.66559,12.9996,0.0262893,2.53668,
127,48.1044,106.679,380.885,0.450928,6.43085,5.0682,1.64562,24.3727,2.8588,23.7613,14.5519,24.0716,3.91769,17.49,18.2072,1.5274,168.927,8.80649,1.80566,5.99869,166.841,1.28525,1.71265,1.3845,0.00722704,0.0512164,0.151496,9.24071,12.9996,0.0262893,2.53668,
128,48.1044,70.9756,154.624,0.67776,6.58613,3.67021,1.42877,7.03612,2.51941,23.771,15.2095,6.98041,3.77408,18.2065,10.9482,1.11541,68.2241,6.74891,1.65648,10.7161,68.1315,0.71743,1.71265,1.3845,0.00722704,0.0512164,0.154917,11.2898,12.9996,0.0262893,2.75813,
129,48.1044,133.659,489.891,0.359903,6.92932,5.4647,1.71872,37.5663,2.99858,23.7216,14.3847,37.0166,3.85887,19.7681,20.3905,1.99489,224.566,10.4018,1.79442,4.27669,223.287,1.03448,1.71265,1.3845,0.00722704,0.0512164,0.154917,8.44566,12.8194,0.0262893,0.837706,
130,48.1044,96.6224,293.681,0.49786,7.6806,3.60898,1.61437,19.244,2.15025,23.6356,15.6827,19.1478,3.85799,23.4009,10.5092,1.61824,128.031,4.47131,2.17684,11.5777,128.837,0.964806,1.71265,1.3845,0.00722704,0.0512164,0.154917,8.63723,12.9996,0.0262893,1.30753,
131,48.1044,110.053,368.852,0.437103,8.34638,6.04332,1.65109,24.3273,2.56922,23.9523,15.3476,23.9796,3.83616,24.8202,23.5244,2.08092,164.034,6.48496,2.90528,9.26891,161.481,0.80757,1.71265,1.3845,0.00722704,0.0512164,0.154917,12.1428,12.9996,0.0262893,1.48818,
132,48.1044,94.6525,331.843,0.508221,7.7596,3.66768,1.63169,8.91984,2.6364,42.6827,14.7475,8.83042,3.77666,23.9068,11.6725,1.83999,91.5873,10.0521,221.095,5.75373,92.4456,0.718681,1.71265,1.3845,0.00722704,0.0512164,0.154917,7.68517,12.9996,0.0262893,0.844471,
133,48.1044,62.1928,77.4557,0.773472,6.09344,3.01028,1.55536,3.03226,2.28636,24.144,15.2433,2.97475,3.853,17.3511,3.66305,1.82353,23.5704,8.32394,8.98051,10.6669,23.822,0.972392,1.71265,1.3845,0.00722704,0.0512164,0.154917,12.2625,12.9996,0.0262893,2.42443,
134,48.1044,84.0681,257.727,0.572207,5.04718,3.69252,1.41599,14.4592,2.56252,23.7478,15.1125,14.352,3.67853,13.1018,11.8442,1.22776,113.923,9.42656,1.87417,9.86919,114.063,0.476505,1.71265,1.3845,0.00722704,0.0512164,0.154917,9.28294,12.9996,0.0262893,0.758231,
135,48.1044,70.7926,131.967,0.679512,6.54941,3.67818,1.54279,6.74679,2.25719,24.3336,15.2355,6.68945,3.75963,18.4101,12.7851,1.84063,55.7181,7.76241,4.78804,10.5427,55.7719,0.610302,1.71265,1.3845,0.00316705,0.0788897,0.154917,12.2049,12.9996,0.0662595,1.09834,
136,48.1044,75.0589,274.479,0.640889,4.41364,2.5675,1.23168,11.7254,2.04508,23.9673,13.8408,11.4718,3.79571,9.46283,1.75473,0.972979,129.041,7.92301,0.517663,1.52148,126.7,0.717387,1.71265,1.35336,0.00316705,0.0788897,0.154917,19.8865,12.9996,0.0662595,2.77798,
137,48.1044,70.1255,196.786,0.685976,5.53496,2.95373,1.33268,8.08075,1.64673,23.8277,14.8644,8.00962,3.87494,17.0381,5.98463,1.42538,84.0274,3.78134,1.49696,9.50778,83.9123,1.10916,1.71265,1.34013,0.00316705,0.0788897,0.154917,9.97661,12.9996,0.0662595,2.9169,
138,47.4624,106.32,388.088,0.446412,6.42034,3.85141,1.3887,25.3531,2.15138,23.8263,14.5159,24.9816,3.831,18.8951,16.3834,1.78642,175.656,7.70127,1.50751,5.92727,173.331,0.954582,1.71265,1.3845,0.00316705,0.0788897,0.154917,9.34855,12.9996,0.0662595,1.68929,
139,47.4624,109.232,410.267,0.434509,7.06612,4.3311,1.37372,24.3145,2.81712,27.1433,14.5848,23.7594,3.84219,20.6617,15.105,1.67267,190.003,10.9952,39.207,6.45208,185.792,0.861709,1.71265,1.3845,0.00316705,0.0788897,0.154917,13.7241,13.0329,0.0662595,2.31825,
140,47.4624,97.9254,297.449,0.484679,8.0823,4.19777,1.34431,19.1017,2.33581,24.048,15.9245,19.007,3.8841,24.6415,13.4125,1.45463,127.131,5.72864,6.32263,11.8353,127.041,1.31122,1.71265,1.3845,0.00316705,0.0788897,0.154917,9.20739,13.3556,0.0662595,1.26678,
141,47.4624,85.3184,286.392,0.556298,7.49464,4.83514,1.44388,12.6839,2.34209,24.6834,15.5668,12.3756,3.89285,22.1526,17.9114,2.20388,133.272,7.40682,9.4476,11.2149,130.313,1.07827,1.71265,1.3845,0.00316705,0.0788897,0.154917,12.2907,13.356,0.0662595,3.11479,
142,47.4624,104.68,383.343,0.453406,6.38573,3.94873,1.29354,24.1372,3.18096,23.7259,14.3899,23.8503,3.76758,19.9165,12.789,1.48495,169.295,14.7796,2.06878,4.8729,167.714,0.588044,1.71265,1.3845,0.00316705,0.0788897,0.154917,9.43862,13.356,0.0662595,0.82909,
143,47.4624,76.0223,202.912,0.624323,6.35004,3.28439,1.38823,9.90076,2.58949,23.984,14.8835,9.83215,3.80978,20.2899,6.89424,1.78527,86.4901,12.8754,2.57233,9.41334,87.2705,0.826767,1.71265,1.3845,0.00316705,0.0788897,0.154917,9.85728,13.2242,0.0662595,2.80444,
144,47.4624,75.1404,205.143,0.63165,5.54351,4.69077,1.23095,8.5588,3.02511,24.8226,14.8844,8.4811,3.90316,15.8073,20.5858,1.50739,83.4468,13.3171,12.3482,8.49275,83.1474,1.22647,1.71265,1.3845,0.0289621,0.0788897,0.133881,9.71711,13.3653,0.0662595,3.12386,
145,47.4624,85.1995,299.309,0.557074,6.0111,2.92701,1.33026,15.2285,2.34785,24.5477,14.0898,14.9622,3.75511,19.4045,4.96307,1.92806,138.606,10.5239,7.91237,3.03848,135.822,0.431101,1.71265,1.3845,0.0289621,0.0788897,0.133881,16.0774,10.3714,0.0662595,3.04014,
146,47.0024,90.7292,331.309,0.518052,5.83025,2.51366,1.30255,18.7868,1.29177,24.1915,14.5191,18.4616,3.83193,18.4257,2.3259,1.87622,157.591,2.19918,4.08544,5.77574,154.934,0.863436,1.74326,1.3845,0.0289621,0.0788897,0.133881,9.31837,13.3304,0.0662595,2.12115,
147,47.0024,92.1049,319.119,0.510313,6.69793,3.04956,1.30388,17.4899,2.62336,25.2905,14.7443,17.1796,3.72587,20.9687,5.43705,1.81357,148.382,12.8309,12.1708,6.60816,145.675,0.457096,1.74326,1.3845,0.0289621,0.123073,0.133881,10.955,13.3304,0.0662595,1.35763,
148,47.0024,85.064,294.155,0.552553,6.90628,4.16026,1.23639,14.1447,1.66886,23.9644,15.2741,13.8481,3.86089,21.9832,15.4892,1.71873,136.668,3.60425,2.68726,10.3071,133.869,0.865864,1.74326,1.3845,0.0245179,0.123073,0.133881,12.311,13.3304,0.0662595,2.80339,
149,47.0024,71.4009,185.384,0.658288,5.05356,3.99252,1.18047,7.85059,2.22934,24.8566,14.6495,7.7674,3.82095,12.9848,12.7749,1.21867,81.472,9.65461,9.9104,5.97362,80.9612,0.527001,1.74326,1.3845,0.0245179,0.123073,0.133881,10.183,13.0274,0.0662595,2.75826,
150,47.0024,118.522,436.109,0.39657,6.6035,3.73998,1.21879,30.068,1.96278,26.7205,14.7708,29.495,3.9428,19.7923,10.1629,1.27714,206.238,4.97783,29.1695,6.43827,203.446,1.21191,1.74326,1.30202,0.0245179,0.123073,0.133881,9.59966,13.2135,0.0662595,2.12243,
151,47.0024,93.2598,348.235,0.503994,6.03115,4.53334,1.36185,18.9421,1.48697,24.0868,14.3929,18.56,3.86469,19.0901,17.9419,2.12824,158.304,2.65364,3.41615,4.91542,155.229,0.959255,1.74326,1.30202,0.0245179,0.123073,0.133881,11.6725,13.0512,0.0662595,2.80339,
152,47.0024,72.5014,167.771,0.648296,5.83791,2.69342,1.17609,8.54985,2.87595,24.3861,14.675,8.50146,3.80561,17.6742,4.83974,1.73294,67.1094,15.3673,7.06873,6.82713,66.5432,0.639047,1.74326,1.30202,0.0245179,0.123073,0.133881,11.9442,13.3304,0.0662595,2.02464,
153,47.0024,97.5408,317.275,0.481874,7.1392,4.56819,1.27377,18.5954,2.98448,25.0562,15.5888,18.4323,3.90241,21.8454,15.5932,2.00746,142.233,12.6459,18.2475,10.8566,141.748,1.08385,1.74326,1.30202,0.0245179,0.123073,0.154917,3.2293,13.3994,0.0662595,2.43931,
154,46.6159,93.5303,332.708,0.498404,6.83352,3.05633,1.1358,18.6643,2.12676,25.2741,14.3056,18.3319,3.8021,22.1104,6.79596,1.71211,156.52,8.99254,13.0261,3.95815,153.758,0.454958,1.74326,1.30202,0.0189787,0.123073,0.154917,8.47132,10.9541,0.0567583,2.51625,
155,46.6159,95.0559,263.512,0.490405,8.97376,5.9791,1.36125,14.2583,2.70987,27.8471,15.8035,14.1574,3.96555,28.7916,23.554,2.35276,96.8636,11.6,30.8253,10.9657,96.4911,1.2755,1.74326,1.30202,0.0189787,0.123073,0.154917,12.0971,13.3994,0.0567583,3.20677,
156,46.6159,101.937,397.746,0.457301,6.5249,4.27266,1.12887,23.0614,1.2864,24.5158,14.7698,22.5435,3.83352,20.9495,15.6268,1.88229,187.485,2.76203,9.31253,7.47861,183.814,0.914645,1.74326,1.30202,0.0146338,0.123073,0.154917,12.9672,13.3994,0.0567583,1.34284,
157,46.6159,75.2685,219.523,0.619328,4.54342,2.32349,0.898742,11.9188,1.38071,23.7493,14.7669,11.8405,3.84654,13.4929,3.59486,0.962767,98.0925,2.84613,1.74935,7.93091,98.5181,0.823606,1.74326,1.30202,0.0189787,0.0909536,0.154917,9.25151,13.3994,0.0488327,3.20677,
158,46.6159,93.4975,274.304,0.498579,8.08041,3.63052,1.19162,16.2042,3.95802,24.9833,15.4621,16.0935,3.89381,25.765,10.2483,2.22566,118.752,17.7375,8.28646,8.78487,118.455,1.12785,1.74326,1.30202,0.0141894,0.0909536,0.154917,9.36996,13.3994,0.0488327,1.29895,
159,46.6159,73.8277,290.653,0.631415,3.71304,2.64119,0.856069,11.9664,1.40311,23.9252,13.8664,11.6563,3.79993,9.84258,7.71058,1.02294,136.063,4.55712,1.07075,1.63641,133.47,0.505496,1.74326,1.30202,0.0137466,0.0909536,0.158477,22.3129,13.3994,0.0488327,3.20677,
160,46.6159,87.7521,274.073,0.531222,6.81089,4.44798,1.0001,15.1516,2.02139,23.6099,15.826,15.0474,3.83681,23.1753,17.5187,1.80255,118.196,8.66224,2.01104,12.2627,117.969,1.15766,1.74326,1.30202,0.0189787,0.0781593,0.158477,9.46897,13.3994,0.0488327,0.850698,
161,46.6159,113.767,415.672,0.409747,6.45419,3.64712,1.02859,28.4017,2.99718,24.4007,15.2304,27.9267,3.68085,19.1456,10.8639,1.75856,192.755,12.7799,9.11306,9.99861,189.363,0.457144,1.74326,1.32444,0.0189787,0.0781593,0.158477,12.2112,13.2432,0.0488327,0.326429,
162,46.6159,78.86,196.041,0.591122,6.6571,4.62802,1.04583,10.3401,2.24436,25.2237,14.6154,10.2493,3.85625,22.4335,18.138,1.81296,79.6303,7.80235,16.7264,7.35857,79.5244,1.09537,1.74326,1.28453,0.0189787,0.0781593,0.158477,13.3733,13.3994,0.0488327,2.08886,
163,46.6159,157.997,550.508,0.295042,8.81011,3.5587,1.30934,48.4011,3.75095,25.0774,15.574,47.6297,3.88601,26.9071,8.93163,2.70721,254.866,16.2127,18.6681,10.3409,247.334,1.16763,1.74326,1.3845,0.0189787,0.0781593,0.158477,9.05134,13.3994,0.0488327,0.456265,
164,46.6159,89.0705,308.699,0.523359,6.8186,3.09914,0.94453,17.3049,1.33118,23.6801,15.0904,17.0278,3.77369,22.8401,9.91648,1.83902,146.915,4.23137,2.15623,9.38168,146.672,0.420475,1.74326,1.3845,0.0189787,0.0781593,0.158477,11.0177,13.3994,0.0488327,2.43049,
165,46.6159,117.45,436.974,0.396901,8.43094,2.80015,1.1438,29.5627,2.64377,24.5615,15.4917,28.9976,3.81747,27.0248,4.86859,2.36794,204.472,12.3726,7.71606,10.0093,201.174,0.870675,1.74326,1.3845,0.0189787,0.0781593,0.158477,9.4053,13.3994,0.0488327,1.48681,
166,46.6159,57.7451,59.0417,0.80727,5.23896,3.4911,0.888437,1.25327,1.60152,25.0425,15.2609,1.16665,3.80169,17.4828,11.9858,1.75883,3.43581,6.42347,15.3687,10.7869,27.9484,0.635747,1.8621,1.30506,0.00226124,0.0781593,0.144427,12.3456,13.3994,0.0488327,2.43514,
167,46.267,76.206,234.082,0.60713,4.8017,2.849,0.753021,12.2196,1.28841,23.7475,14.6815,12.1091,3.75615,16.9196,8.64476,0.926779,100.566,3.15465,2.04729,7.23105,101.178,0.493828,1.77628,1.30506,0.00226124,0.0498817,0.144427,8.79942,13.3994,0.0488327,1.04745,
168,46.267,72.7826,207.395,0.635687,5.3239,3.48434,0.695369,9.37836,1.86042,24.223,14.787,9.25936,3.77087,17.8657,12.245,1.04593,90.3406,7.22399,6.11645,7.82277,90.1024,0.603629,1.77628,1.30506,0.00226124,0.0498817,0.144427,6.66557,13.4339,0.0184062,1.60186,
169,46.267,84.2893,249.635,0.548907,6.96916,3.49757,0.858352,13.3701,3.02484,24.1929,15.3665,13.2197,3.79013,23.6574,10.9893,1.60882,107.834,13.4125,7.73403,11.3398,107.093,0.669887,1.77628,1.30506,0.00226124,0.0498817,0.144427,2.41861,3.3609,0.0184062,0.724555,
170,46.267,395.069,4222.9,0.117111,3.13732,2.85036,0.654537,0.937014,0.947906,364.355,17.5397,0.839498,3.80756,5.5691,10.6599,1.15426,3.1217,2.17374,4169.21,45.0901,12.7288,0.770032,1.77628,1.30506,0.00226124,0.0498817,0.144427,23.6796,13.4339,0.0184062,3.41412,
