Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
300,158.533,310.446,806.018,0.51066,23.487,4.2541,3.04341,38.5433,4.20492,22.4229,6.31875,36.5258,16.1839,0,67.6686,3.8149,7.78949,4.4366,71.7527,26.4361,29.7582,17.4275,29.3217,1.1633,46.9344,3.61006,218.56,88.0362,0,154.313,1.26165,27.5825,29.835,260.394,10.51,0.0900805,0.40265,11.5441,3.90442,12.8188,5.68394,0.027083,0.799652,0,38.7823,3.49645,2.86165,0.205352,31.1184,
301,158.533,443.527,1458.35,0.357436,25.0971,59.953,5.29795,34.1191,4.23326,21.3209,6.24163,19.2496,15.4099,0,93.8826,3.85461,7.55874,60.3588,86.9503,23.6499,384.944,28.8639,6.33062,1.22025,45.352,2.98838,100.59,75.3293,0,290.806,1.36595,24.7573,379.425,285.405,20.0322,0.0894822,0.40265,9.32429,3.90442,14.0805,5.68394,0.027083,0.799652,0,38.7823,3.49645,2.87854,0.205352,31.1184,
302,158.421,300.05,853.416,0.527981,24.4977,26.1175,2.40449,38.2573,4.11932,20.8188,5.81148,13.2491,10.9698,0,66.6751,3.72002,7.10235,26.3539,49.9535,31.8095,204.024,14.6159,35.0954,0.892754,45.2478,1.33513,85.1794,57.8907,0,163.062,0.962554,27.1789,207.39,131.238,19.9841,0.0829833,0.40265,13.0289,3.53936,14.0805,0.36571,0.027083,0.799652,0,38.735,3.08112,2.87854,0.1923,31.1184,
303,158.421,417.643,1483.89,0.379321,24.8202,84.524,3.20454,34.4088,4.30542,19.1255,5.88789,16.0918,10.185,0,61.9838,3.91919,4.21579,85.2708,59.7006,29.4384,494.058,20.6574,5.28524,2.53125,32.1226,1.67921,123.125,62.1967,0,141.915,2.65097,7.82335,497.941,180.047,19.9378,0.0829833,0.40265,9.32421,3.90442,14.0805,5.68394,0.027083,0.799652,0,38.8918,3.49645,2.9067,0.1923,31.1184,
304,158.421,442.84,1628.81,0.357738,26.6169,52.4825,7.47104,35.0404,4.32804,22.3016,6.03305,47.8786,42.1178,0,71.1187,3.9387,8.52632,53.0215,61.9648,40.891,365.454,44.3679,6.0702,2.3622,48.9032,2.14465,286.091,322.529,0,209.803,2.45697,33.0691,368.169,204.098,19.9841,0.0829833,0.40265,9.85311,3.90442,14.0805,5.68394,0.027083,0.799652,0,38.8918,3.49645,2.88726,0.1923,31.1184,
305,158.421,256.929,775.492,0.616592,22.4254,20.8833,3.4319,35.56,4.28661,16.3765,5.90084,6.98057,10.3759,0,52.7965,3.90107,4.04095,21.0391,48.9308,14.2753,203.553,26.5142,8.31945,2.51311,15.7916,1.46364,76.1163,91.552,0,109.088,2.63277,7.58816,203.863,144.57,19.9841,0.0829833,0.402375,8.72049,3.90442,14.0805,5.68394,0.027083,0.799652,0,38.8296,3.49645,2.9067,0.1923,31.1184,
306,158.421,291.044,761.216,0.544318,24.6829,24.101,1.9056,36.2602,4.08992,22.1612,5.87447,6.94221,4.67165,0,82.9451,3.69323,6.08692,24.2383,43.3917,28.183,163.445,10.211,11.3085,1.11051,45.4724,1.50658,41.3702,22.8424,0,269.865,1.1807,16.9339,163.554,81.7228,19.9841,0.0829833,0.40187,18.3677,1.06843,14.0805,2.77893,0.027083,0.806356,0,38.8918,0.904233,2.9067,0.1923,31.1184,
307,158.391,383.006,1244.77,0.413547,26.2847,59.0336,2.34861,34.3262,4.11411,23.4627,6.09636,11.8927,4.40508,0,69.8268,3.71952,6.66463,59.5997,71.2311,38.7857,401.691,12.8863,4.61196,0.844033,55.2806,3.08212,88.1644,22.3136,0,177.61,0.870995,28.1648,400.717,231.323,17.9477,0.0829833,0.40187,3.47852,3.35857,14.2499,2.33167,0.0237277,0.808821,0,38.8918,2.9415,2.8713,0.1923,31.1483,
308,158.341,383.679,1284.29,0.412691,25.6355,52.0104,4.16929,34.2877,4.24734,19.1179,6.09758,6.41023,8.29686,0,88.5636,3.85184,5.28795,52.2198,73.4829,29.8778,296.178,23.8933,4.22466,1.47147,29.8012,2.338,42.2622,43.7508,0,288.297,1.54231,17.2063,297.546,242.345,19.9841,0.0821542,0.401727,9.31808,3.90442,14.2499,5.69156,0.0237277,0.808821,0,38.8918,3.49645,2.93034,0.1923,31.1483,
309,158.341,403.458,1295.16,0.392459,32.7864,53.6542,3.60036,35.2385,4.14989,19.8924,6.19667,12.5504,26.5158,0,68.4193,3.75756,4.75476,54.0724,77.8696,75.0439,377.847,18.878,9.84717,1.26934,34.3462,3.05887,70.3812,159.815,0,153.157,1.40606,8.67379,380.339,267.246,19.9841,0.0821542,0.399824,8.99878,1.08039,10.7487,5.69094,0.0237277,0.818598,0,38.8518,0.256964,2.96201,0.1923,31.1463,
310,158.341,302.936,932.279,0.522687,25.372,21.4319,2.43449,37.4519,4.19727,18.814,6.03506,14.7661,12.1891,0,73.9658,3.80652,4.51571,21.5657,56.3904,30.2332,205.234,12.8311,22.4021,1.35388,30.8692,1.97779,119.271,82.9625,0,229.245,1.46484,9.26528,205.381,162.106,19.9841,0.0821542,0.399824,7.84046,3.90442,14.2252,5.69103,0.0237277,0.810466,0,38.8518,3.49645,2.96201,0.1923,31.1471,
311,158.341,350.311,1229.79,0.452001,22.2138,54.1555,2.32615,35.004,4.09757,20.95,5.90431,16.8395,11.8052,0,59.0791,3.70303,4.6162,54.6037,55.0127,11.0393,382.754,12.4594,4.90561,0.892597,38.157,1.63046,129.811,89.9898,0,123.506,0.989594,10.839,381.634,163.869,20.0118,0.0821542,0.399824,8.96071,3.24836,14.2252,5.4402,0.0237277,0.818598,0,38.8518,3.05182,2.96617,0.190422,31.1471,
312,158.341,313.348,1214.5,0.50532,26.7798,2.88933,2.07076,35.8396,4.13495,18.3199,6.01018,35.7756,47.5938,0,65.567,3.73526,6.61729,2.99203,55.0223,37.1378,52.5475,10.625,7.65773,1.0252,27.8153,2.17007,324.565,440.588,0,187,1.08248,19.5177,50.7676,184.002,20.0372,0.0821542,0.399824,13.3582,3.94964,14.2252,5.69103,0.0237277,0.820972,0,39.0023,3.54354,2.96617,0.190422,31.1471,
313,158.341,389.708,1349.79,0.406306,24.4726,53.9681,3.77914,34.2526,4.11623,20.8027,6.18926,7.13738,4.65901,0,88.2369,3.72985,6.36828,54.39,77.606,25.6039,376.013,22.2106,4.67358,0.790765,44.8325,3.44753,63.5145,49.0759,0,286.386,0.92387,23.216,378.368,287.62,20.0372,0.0821542,0.399824,8.14792,3.96301,14.2252,5.69103,0.0237277,0.815734,0,39.0214,3.55669,2.94806,0.190422,31.1471,
314,158.341,253.189,749.619,0.625386,24.2174,20.2407,2.54629,35.0973,4.05682,20.4887,5.80213,5.9361,6.88432,0,53.1503,3.66013,6.94251,20.4905,43.6758,30.4715,191.476,20.0939,3.49051,0.554169,42.8265,0.857867,43.3313,42.4541,0,104.174,0.646062,26.6698,193.667,110.944,20.0397,0.0821542,0.399824,15.1166,3.96301,14.2252,5.69103,0.0237277,0.815734,0,39.0214,3.55669,2.97968,0.190422,31.1471,
315,158.341,288.835,833.57,0.548205,22.4113,22.3707,2.67665,35.3167,4.11735,19.0816,6.10982,5.47296,7.55396,0,64.5583,3.71847,5.54224,22.4862,67.4187,12.6974,203.78,14.3057,8.41815,0.951497,27.8079,2.57274,30.9446,40.6662,0,147.576,1.01444,15.9888,203.902,232.043,20.0448,0.0821542,0.399636,8.61992,3.8638,14.2252,5.69103,0.0237277,0.815734,0,39.0161,3.55669,2.97968,0.190422,31.1471,
316,158.341,336.852,1583.84,0.47006,24.7151,19.7557,3.14759,39.0924,4.14903,14.8201,5.87827,35.781,49.0833,0,64.1016,3.75761,4.72597,19.9399,47.9048,31.4062,194.092,19.5097,43.1953,1.14716,5.28867,1.29585,339.265,474.809,0,199.928,1.25225,14.0254,194.778,129.264,20.0448,0.0821542,0.399636,10.6699,3.96301,14.2252,5.69103,0.0237277,0.815734,0,39.0161,3.55669,2.97968,0.190422,31.1471,
317,158.341,271.261,896.561,0.583722,22.0504,31.6817,1.94426,34.4894,4.0381,18.6927,5.98555,2.43213,2.1562,0,47.7639,3.64208,4.67369,32.0624,59.6482,12.3834,310.699,14.3737,5.92623,0.474719,37.987,2.45322,38.1629,47.6946,0,63.7558,0.587125,12.804,313.398,215.149,20.0448,0.0821542,0.399636,5.57511,3.9571,14.2252,5.69103,0.0237277,0.815734,0,39.0214,3.55082,3.10748,0.190422,31.1471,
318,158.321,272.489,877.275,0.581018,25.1294,32.5922,1.48811,46.2212,4.06891,16.2836,5.78419,2.33287,6.71201,0,50.2162,3.67268,3.26,33.0465,41.6812,36.2104,322.992,10.5346,113.561,0.918242,15.6357,0.92007,17.586,41.3248,0,75.8557,0.992187,1.34995,326.101,76.0916,20.0448,0.0820934,0.399636,20.247,3.3752,14.2252,5.49792,0.0234237,0.815734,0,39.0214,3.22164,3.10748,0.190422,31.1471,
319,158.321,248.206,893.196,0.637863,32.4951,18.6735,1.33306,34.7937,4.05852,18.5073,5.84225,8.39918,1.04614,0,49.7642,3.65124,5.0036,18.7699,45.8678,119.897,185.232,9.19269,11.5917,0.761899,41.281,1.45313,83.2206,5.94939,0,103.806,0.753141,17.7671,185.149,146.339,20.0448,0.0820934,0.399636,12.4696,3.94506,14.2422,5.69188,0.0234237,0.815734,0,39.0214,3.53916,3.10748,0.190422,31.1528,
320,158.318,525.677,1694.41,0.30117,29.6166,76.4451,6.9113,33.7614,4.55604,18.3676,6.25818,29.9681,34.5509,0,102.566,4.17281,7.59235,76.9635,93.9476,45.6675,441.707,37.2513,5.68677,3.48583,28.2946,3.3878,152.504,199.276,0,295.757,3.55633,23.7561,436.753,311.528,20.0448,0.0820934,0.399636,1.71982,3.94506,14.2422,3.31989,0.0234237,0.80869,0,38.9582,3.53916,3.13616,0.190422,31.153,
321,158.269,452.044,1403.51,0.35012,28.8907,74.9549,5.3158,34.7954,4.31472,24.5757,6.29123,7.92065,14.0277,0,75.6891,3.95132,6.0488,75.3275,89.9402,41.8492,432.206,22.4528,9.40908,1.52453,52.1159,3.29284,43.961,66.4706,0,176.095,1.72429,14.8616,434.287,296.088,20.0448,0.0733942,0.399636,7.31753,3.94506,14.1686,3.84975,0.0234237,0.815734,0,39.0214,3.53916,3.13616,0.170387,31.1429,
322,158.215,296.467,885.004,0.533666,25.0701,28.2039,3.09122,36.3041,4.13328,19.5258,5.87794,3.47369,5.19622,0,74.227,3.7522,5.29396,28.3288,53.9891,27.7369,218.065,18.7224,16.6988,0.913078,36.5743,1.79669,20.3014,28.2371,0,222.357,1.06137,14.1133,218.295,156.225,20.0448,0.0712293,0.399636,8.70354,3.9358,14.2105,0.32804,0.0234237,0.815734,0,39.0373,3.53013,3.13616,0.162247,31.1488,
323,158.215,339.918,1044.58,0.46545,21.7454,39.0195,2.56594,34.2684,4.1575,20.0179,6.22831,18.3489,6.35986,0,59.8376,3.76957,3.60489,39.1394,80.8545,8.48411,242.932,13.3238,4.72183,1.17234,39.0826,3.1134,112.983,31.4701,0,123.271,1.29242,3.3639,241.68,283.368,20.0448,0.0712293,0.399636,8.60025,3.9358,14.2105,5.69144,0.0234237,0.815734,0,39.0373,3.53013,3.13616,0.162247,31.1488,
324,158.215,342.886,1194.28,0.46142,24.6898,56.8978,4.90227,35.0075,4.32835,19.9414,5.88619,5.08873,10.7425,0,53.9502,3.94168,6.65596,57.5239,53.3302,24.5385,396.883,36.239,5.90096,2.67779,34.592,1.5333,32.118,58.5106,0,108.345,2.7938,25.6969,399.135,151.959,20.0448,0.0712293,0.399636,1.95208,3.9358,14.2105,5.28709,0.0234237,0.823286,0,39.0425,3.53013,3.12424,0.162247,31.1488,
325,158.215,429.516,1243.76,0.368356,27.6043,64.5859,2.31334,35.7754,4.01761,22.0316,6.17289,13.7442,21.1502,0,79.8375,3.61982,7.04749,64.9987,76.6167,35.3869,389.333,10.3556,11.9766,0.44895,44.4684,2.71325,75.8151,98.8061,0,222.169,0.483222,20.2855,390.959,243.082,20.0663,0.0712293,0.399636,8.56619,2.6877,12.1127,5.66552,0.0234237,0.823286,0,39.0425,2.34138,3.13616,0.162247,31.1488,
326,158.215,264.904,683.823,0.597252,29.119,22.4806,1.83222,36.0913,4.11128,17.6933,5.94267,3.63871,8.2819,0,53.0544,3.71026,4.96146,22.6076,51.3795,58.3064,206.862,9.6835,10.669,1.04336,21.8092,1.54573,26.0002,44.6013,0,84.3641,1.10774,10.9356,207.017,149.101,20.0663,0.0712293,0.399636,8.25466,3.44196,14.2105,5.69144,0.0234237,0.823286,0,39.0425,3.02943,3.13616,0.162247,31.1488,
327,158.215,332.515,1000.58,0.475811,29.3535,36.3717,4.08184,35.9803,4.22376,24.9711,6.01674,11.5034,9.40787,0,60.8492,3.84108,7.96803,36.7563,61.1905,46.279,329.133,18.4529,10.4031,1.31043,53.4994,2.25872,70.7529,47.232,0,104.485,1.41853,24.879,331.973,185.093,20.0663,0.0712293,0.399636,14.9781,3.93016,14.2093,2.57093,0.0234237,0.819172,0,39.0425,3.52485,3.13616,0.162247,31.1452,
328,158.192,346.712,1187.38,0.456263,24.8478,51.0742,1.21759,34.8606,4.10719,18.9329,5.78767,9.94453,10.5602,0,76.2329,3.71229,5.46049,51.4909,48.4825,30.2579,365.133,6.13224,3.99078,1.00647,35.5434,0.921329,64.3135,78.5058,0,226.871,1.09868,17.3441,366.174,119.768,20.0663,0.0712293,0.398617,9.66711,3.93016,14.2093,3.49328,0.0234237,0.819172,0,39.0852,3.52485,2.22985,0.158548,31.1452,
329,158.192,397.802,1317.3,0.397665,27.4959,67.1458,7.48968,35.4906,4.33798,18.2307,5.92833,11.8808,10.8818,0,70.1539,3.96662,4.38878,67.5549,62.8564,43.8708,401.637,40.99,12.0844,1.83437,21.7993,1.67426,61.7854,50.1249,0,211.351,1.96089,6.54364,402.544,176.257,20.0663,0.0712293,0.398617,7.31101,3.91613,14.2093,4.95883,0.0234237,0.818269,0,39.0852,3.51029,3.10457,0.158548,31.1452,
330,158.192,405.7,1311.73,0.389923,25.1764,75.6879,4.2676,36.5749,4.21271,18.9001,5.91691,16.3918,14.4638,0,56.3286,3.8311,5.89396,76.2189,61.8351,28.6689,439.677,22.4799,22.8938,1.38603,29.0227,1.37365,88.7172,67.8168,0,88.1587,1.5164,17.9628,441.918,162.854,20.0663,0.0712293,0.398617,6.6384,3.91613,14.2093,3.93732,0.0234237,0.820881,0,39.0852,3.51029,3.10457,0.158548,31.1452,
331,158.187,394.259,1428.23,0.401225,24.1367,66.7067,1.00375,34.3993,4.06175,20.8945,5.83974,3.66531,9.99066,0,88.7932,3.65307,6.47984,67.3535,57.2812,23.3005,457.299,4.72372,4.11756,0.582882,41.4342,2.05321,27.0742,54.546,0,288.657,0.587263,19.0661,461.083,186.12,20.0663,0.0712293,0.398617,13.3558,3.91613,14.2093,2.79114,0.0234237,0.810872,0,39.0852,3.51029,3.10457,0.158548,31.1452,
332,158.154,321.49,871.939,0.49194,22.8359,18.7561,4.88857,36.4073,4.10659,21.9881,6.24183,14.607,11.8404,0,67.1515,3.71919,9.0977,18.8235,81.026,15.3102,157.647,28.2363,20.2412,0.95103,45.6743,2.84309,87.5002,63.9931,0,178.335,1.01129,32.5782,157.638,262.314,5.99672,0.0635425,0.399459,13.4885,2.50877,14.2093,5.69106,0.0234237,0.810872,0,39.0852,2.49758,3.10457,0.150329,31.1452,
333,158.092,451.216,2351.52,0.350369,30.391,18.1632,1.47644,231.462,3.98196,15.552,5.98394,8.35425,5.70694,0,52.6381,3.5894,3.45678,18.2802,52.1799,74.127,179.67,10.8015,1967.05,0.303848,10.4935,2.04154,66.3537,35.3135,0,109.669,0.43304,6.14285,179.639,168.655,20.1045,0.0635425,0.399459,8.95359,3.66018,14.2093,5.69106,0.0234237,0.810872,0,39.0852,3.26334,2.38503,0.150329,31.1452,
334,158.092,335.185,1238.52,0.471655,24.6941,53.5716,1.7109,34.5814,4.0558,15.8304,5.83834,6.24374,11.1212,0,64.1949,3.66206,4.18709,53.9874,51.506,33.9069,385.714,12.4632,176.831,1.05813,10.2765,1.59573,46.1949,73.644,0,201.197,1.14203,6.7776,385.186,161.298,20.1045,0.0635425,0.398508,7.36056,3.56032,14.2105,4.05835,0.0262887,0.810872,0,39.1285,3.45063,3.10457,0.150329,31.1488,
335,158.092,223.278,455.352,0.708048,24.7524,6.93464,1.68805,34.6572,3.9828,16.8717,5.84667,3.12067,3.24677,0,54.5543,3.58601,4.63789,7.02281,52.3764,34.1961,74.0839,9.12435,2.54031,0.694973,23.6759,2.10258,22.4336,22.0535,0,112.022,0.784995,13.9021,72.3997,181.472,20.1045,0.0635425,0.398508,13.5331,1.02427,14.2772,0.348551,0.0262887,0.810872,0,39.1285,0.553796,3.16177,0.150329,31.1514,
336,158.092,521.497,1516.42,0.30315,28.4497,87.1027,5.40536,34.0414,4.11392,19.4066,6.46669,18.1917,16.1848,0,98.3148,3.72166,6.12554,87.2283,106.743,39.6256,394.972,26.3594,6.52549,1.25227,32.5723,3.25358,91.8852,91.049,0,290.151,1.40975,17.9383,382.33,315.634,20.2077,0.0635425,0.398508,7.88767,1.46044,14.3217,5.69381,0.0262887,0.810872,0,39.1285,0.335037,3.16177,0.150329,31.157,
337,158.092,307.385,1045.18,0.514312,23.9931,40.9853,2.29213,34.4749,4.11532,15.0545,5.97654,11.1797,2.2042,0,58.7498,3.72674,3.33586,41.1153,60.1819,33.6402,289.87,13.5191,3.77976,1.22497,7.99076,2.0177,98.1406,18.8001,0,137.528,1.34383,2.80434,292.115,207.137,20.2077,0.0635425,0.398508,7.92736,3.91693,14.1784,5.69422,0.0297793,0.810872,0,39.1285,3.51143,2.95234,0.150329,31.159,
338,158.058,254.077,736.728,0.622086,23.1087,2.31633,2.08123,34.9676,4.05757,17.5087,6.04696,16.3654,19.1684,0,59.244,3.65727,5.94074,2.42224,57.1923,24.2848,42.6735,11.7044,2.8016,0.915318,29.9281,2.49323,160.817,182.435,0,139.301,0.984822,19.0478,38.5358,196.52,20.1958,0.0635425,0.398508,13.2809,3.91693,14.3368,5.69422,0.0294475,0.810872,0,39.1285,3.51143,3.16293,0.150329,31.159,
339,158.058,338.511,1265.5,0.466922,22.6524,65.8083,2.58829,34.6294,4.05469,18.0888,5.65548,10.955,11.1199,0,47.9122,3.66946,4.588,66.4809,40.308,23.9093,464.554,17.5476,2.69369,0.904555,33.7648,0.588535,99.6049,84.5766,0,64.1228,1.02739,12.975,460.795,69.1432,12.9678,0.0635425,0.398508,13.9573,3.91693,14.3368,1.2818,0.0294475,0.81834,0,39.1975,3.51143,3.16293,0.150329,31.159,
340,158.041,415.545,1591.88,0.380321,29.2611,43.4477,4.38994,35.2026,4.13078,21.6754,5.96354,31.9215,61.8996,0,70.6758,3.74274,7.16341,43.5979,52.4733,51.8132,266.231,26.3331,6.70568,1.09488,45.7504,1.50274,244.88,548.865,0,190.572,1.20874,23.2268,268.22,141.414,20.1958,0.0586056,0.398508,6.22406,3.91693,14.3253,5.69422,0.0294475,0.81834,0,39.1975,3.51143,3.16293,0.142392,31.1585,
341,158.041,390.53,1215.73,0.404682,28.4168,53.9917,1.49322,37.4674,3.99769,20.6222,6.17057,14.7591,10.9852,0,73.3712,3.5954,4.73375,54.4117,76.5138,47.499,384.902,6.59778,31.283,0.366921,43.7778,3.02153,80.8371,75.4341,0,197.018,0.386326,8.85435,387.605,259.163,20.1958,0.0586056,0.398508,9.08485,3.91693,13.166,4.01435,0.0294475,0.818457,0,39.1975,3.51143,3.16293,0.142392,31.1585,
342,158.041,458.087,1553.1,0.345001,23.7869,83.2554,5.64952,34.1238,4.15903,22.0685,6.088,13.1186,13.6671,0,79.9834,3.77321,6.56454,84.057,77.7918,18.9227,483.906,38.9547,5.53093,1.36336,44.1435,2.65816,72.6681,75.1163,0,231.541,1.46788,21.553,488.591,252.986,20.1958,0.0586056,0.402484,9.50455,3.91693,14.3128,5.25148,0.0294475,0.818457,0,39.1975,3.51143,3.16293,0.142392,31.154,
343,158.041,282.029,963.023,0.56037,22.2163,34.0852,1.33056,34.6452,4.02805,18.0354,5.87909,6.14403,13.2177,0,45.4381,3.61748,5.17306,34.4877,53.7311,15.8173,327.322,7.78539,2.58747,0.746135,31.2166,1.90759,47.0242,107.573,0,54.692,0.714598,18.3679,334.029,182.354,20.1958,0.0586056,0.402484,14.5828,3.9148,14.292,5.01946,0.0294475,0.809074,0,39.1975,3.50938,3.17185,0.142392,31.1523,
344,158.041,242.803,487.766,0.650901,26.0128,5.51533,5.38158,39.7806,4.12886,17.7306,6.01354,4.75422,2.71309,0,60.2429,3.73457,5.8877,5.63253,55.2743,34.4381,53.7762,32.0041,37.8419,1.15606,33.3053,1.84969,37.2134,15.6975,0,141.095,1.22202,22.8037,53.7466,158.7,20.1167,0.0586056,0.40811,14.6019,3.91371,13.2394,5.69346,0.0294475,0.809074,0,39.1975,3.50833,3.17185,0.142392,31.1523,
345,158.041,446.154,2224.72,0.354229,23.1698,20.7075,5.14118,34.4917,4.06671,19.9659,6.07317,73.051,104.093,0,61.8554,3.67927,3.54695,20.812,65.5004,26.9203,203.431,34.6231,6.37026,0.995471,39.5327,2.74637,661.151,974.854,0,187.026,1.12183,3.31856,203.667,242.898,20.1958,0.0586056,0.409116,7.53068,3.91371,14.292,5.69346,0.0294475,0.809074,0,39.1975,3.50833,3.17708,0.142392,31.1523,
346,158.008,284.416,922.465,0.555553,22.7365,34.3131,3.792,35.0193,3.9604,19.2807,5.83734,2.8618,4.00989,0,64.0997,3.56626,5.61348,34.6964,44.6287,17.3243,325.418,31.3315,2.72936,0.385401,35.6467,1.61815,73.6237,102.534,0,199.637,0.485258,19.7721,327.15,100.012,20.1958,0.0528812,0.409116,17.0022,3.82858,14.292,3.91794,0.0294475,0.809074,0,39.241,3.49823,3.17708,0.129631,31.1523,
347,158.008,451.482,1371.1,0.349977,35.1917,53.7644,5.582,34.9344,4.25497,23.1096,6.28746,26.6309,15.5098,0,90.0095,3.85978,8.38421,54.2436,89.7192,79.3807,371.233,28.1859,9.08099,2.10032,45.8976,3.10157,131.191,70.6796,0,246.078,2.19426,27.0197,373.456,284.505,20.1819,0.0528812,0.406894,11.3843,3.30651,14.292,5.69346,0.0294475,0.809074,0,39.241,2.89268,3.1768,0.129631,31.1523,
348,158.008,449.27,1455.29,0.351699,26.6167,85.8499,6.62937,34.0969,4.2661,20.8199,5.95899,12.2447,11.4563,0,75.4064,3.87989,4.47019,86.2789,71.2961,37.2117,444.968,38.633,4.51784,1.67878,38.0552,1.81741,81.2459,53.7864,0,182.757,1.77764,7.82764,442.661,214.286,20.1958,0.0528812,0.405189,7.76556,3.91465,14.292,4.81178,0.0326385,0.809074,0,39.241,3.50925,3.17708,0.129631,31.1523,
349,158.008,371.902,962.417,0.424864,33.9221,25.5009,6.21083,34.3378,4.31932,25.1436,6.18354,6.40701,7.58809,0,102.129,3.93779,6.54145,25.5623,84.1183,63.6507,173.986,32.8257,5.01255,2.6767,52.1965,3.3734,33.7871,35.0058,0,310.021,2.79339,21.7802,174.465,290.486,20.1579,0.0528812,0.400157,11.3105,3.52641,14.292,3.89448,0.0326385,0.809074,0,39.241,3.18573,3.18382,0.129631,31.1507,
350,158.008,331.622,1218.82,0.47647,33.8485,52.3285,1.13377,34.5727,3.98622,14.8532,5.82397,11.0751,1.84921,0,61.4954,3.59156,3.57449,52.7501,50.7388,105.97,376.699,7.32395,3.08116,0.608423,10.9293,1.33243,97.0438,9.11449,0,200.461,0.650034,4.24972,379.628,153.758,20.1579,0.0528812,0.405189,8.6917,3.91438,14.292,5.60832,0.0306155,0.809074,0,39.241,3.50899,3.17214,0.129631,31.1523,
351,158.004,260.266,850.929,0.607088,22.854,32.9297,2.36867,35.8408,4.01681,14.9337,5.79007,5.0284,2.96707,0,50.3715,3.6224,4.20612,33.3165,42.02,21.1824,323.553,16.3039,10.3083,0.898864,5.44871,1.10216,45.1448,15.9212,0,77.7741,0.986464,6.89815,327.292,76.7337,20.1579,0.0528812,0.405189,18.1771,3.91438,14.292,4.16907,0.0306155,0.809074,0,39.241,3.50899,3.17249,0.124392,31.1508,
352,158.004,381.392,1139.88,0.414283,25.0545,41.8573,1.54722,34.0018,3.97388,22.2001,6.46213,18.102,15.6723,0,61.7561,3.56946,4.73804,41.9678,100.489,25.8328,288.772,5.8013,4.87769,0.287401,46.585,3.92681,104.125,78.1425,0,124.702,0.291788,8.18908,288.965,339.614,20.1579,0.0528812,0.403768,8.42655,3.91438,14.292,5.69346,0.0306155,0.813338,0,39.2537,3.50899,3.15494,0.124392,31.1523,
353,158.002,355.346,1412.8,0.444643,33.221,18.6652,2.00497,35.1043,4.03649,17.4229,5.84745,48.9811,61.5393,0,53.9581,3.63692,5.91719,18.7985,46.2128,99.592,175.214,11.1825,4.32521,0.808373,23.4734,1.34498,429.798,599.197,0,112.365,0.851358,18.8853,177.814,139.187,20.1579,0.0528812,0.403768,11.3608,3.91306,14.292,5.69346,0.0286825,0.813338,0,39.2537,3.50776,3.16906,0.124392,31.1523,
354,157.995,533.949,1855.35,0.295899,59.952,90.8814,4.83585,34.0205,4.25471,17.6021,6.02223,23.8242,29.4521,0,87.6605,3.86947,5.1704,91.3192,75.0847,353.166,452.75,32.2164,4.90658,2.63863,18.0502,1.95835,126.574,153.175,0,263.023,2.73898,14.3033,456.22,226.733,20.1531,0.054071,0.399417,6.16197,3.62732,14.292,4.47896,0.0286825,0.814042,0,39.298,3.35856,3.16906,0.124392,31.1523,
